,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,season,year,month,DayOfYear,DayOfCentury
22627,2000-01-11,KULU,0.47,0.43,-12.31,,,,,,61.39,,6.64,,6.64,,237.67,,,,,12.43,-12.8,,,,,,,,111.34,177.9,,61.39,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,11,729646
22643,2000-01-12,KULU,0.41,0.35,-19.39,,,,,,44.18,,6.07,,6.07,,,,,,,12.43,-15.29,,,,,,,,111.18,177.9,,44.18,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,12,729647
22646,2000-01-13,KULU,0.59,0.53,-10.15,,,,,,49.04,,5.11,,5.11,,,,,,,12.41,-12.53,,,,,,,,111.02,177.9,,49.04,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,13,729648
22668,2000-01-14,KULU,0.41,0.38,-5.43,,,,,,45.62,,4.88,,4.88,,,,,,,12.4,-12.41,,,,,,,,110.84,177.9,,45.62,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,14,729649
22693,2000-01-15,KULU,0.34,0.32,-1.13,,,,,,73.8,,6.72,,6.72,,246.41,,,,,12.39,-10.26,,,,,,,,110.66,177.9,,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,15,729650
22703,2000-01-16,KULU,0.57,0.53,-9.88,,,,,,62.57,,6.78,,6.78,,211.24,,,,,12.38,-12.12,,,,,,,,110.47,177.9,,62.57,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,16,729651
22735,2000-01-17,KULU,0.33,0.25,-24.02,,,,,,,,6.59,,6.59,,184.38,,,,,12.42,-20.79,,,,,,,,110.28,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,17,729652
22742,2000-01-18,KULU,0.33,0.28,-4.37,,,,,,,,11.67,,11.67,,170.13,,,,,12.36,-22.19,,,,,,,,110.08,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,18,729653
22757,2000-01-19,KULU,0.19,0.16,-13.11,,,,,,69.14,,8.38,,8.38,,181.13,,,,,12.35,-19.06,,,,,,,,109.87,177.9,,69.14,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,19,729654
22785,2000-01-20,KULU,0.19,0.17,-2.21,,,,,,68.16,,7.31,,7.31,,177.09,,,,,12.34,-10.42,,,,,,,,109.66,177.9,,68.16,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,20,729655
22799,2000-01-21,KULU,0.32,0.27,-11.48,,,,,,53.04,,11.47,,11.47,,177.69,,,,,12.33,-17.4,,,,,,,,109.44,177.9,,53.04,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,21,729656
22808,2000-01-22,KULU,0.2,0.17,-5.37,,,,,,64.3,,3.59,,3.59,,195.52,,,,,12.32,-12.12,,,,,,,,109.21,177.9,,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,22,729657
22827,2000-01-23,KULU,0.55,0.48,-0.57,,,,,,95.96,,3.01,,3.01,,227.91,,,,,12.32,-5.36,,,,,,,,108.98,177.9,,95.96,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,23,729658
22858,2000-01-24,KULU,0.59,0.51,0.05,,,,,,99.78,,,,,,,,,,,12.31,-2.26,,,,,,,,108.74,177.9,,99.78,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,24,729659
22869,2000-01-25,KULU,0.69,0.66,-0.38,,,,,,90.61,,,,,,,,,,,12.3,-8.06,,,,,,,,108.5,177.9,,90.61,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,25,729660
22892,2000-01-26,KULU,0.25,0.23,-3.29,,,,,,59.83,,4.39,,4.39,,182.76,,,,,12.3,-10.23,,,,,,,,108.25,177.9,,59.83,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,26,729661
22909,2000-01-27,KULU,0.35,0.32,-3.82,,,,,,47.35,,,,,,,,,,,12.3,-10.44,,,,,,,,108.0,177.9,,47.35,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,27,729662
22927,2000-01-28,KULU,0.36,0.34,-0.01,,,,,,88.0,,,,,,,,,,,12.29,-6.59,,,,,,,,107.74,177.9,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,28,729663
22946,2000-01-29,KULU,0.23,0.21,0.28,,,,,,99.6,,,,,,,,,,,12.28,-3.0,,,,,,,,107.47,177.9,,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,29,729664
22965,2000-01-30,KULU,0.71,0.63,-1.76,,,,,,94.04,,,,,,,,,,,12.27,-5.62,,,,,,,,107.2,177.9,,94.04,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,30,729665
22973,2000-01-31,KULU,0.6,0.54,-4.53,,,,,,71.95,,,,,,,,,,,12.26,-6.92,,,,,,,,106.93,177.9,,71.95,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,January,31,729666
23003,2000-02-01,KULU,0.49,0.44,-6.75,,,,,,84.13,,,,,,,,,,,12.26,-4.16,,,,,,,,106.65,177.9,,84.13,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,32,729667
23020,2000-02-02,KULU,0.63,0.59,-1.49,,,,,,89.94,,,,,,,,,,,12.26,-3.8,,,,,,,,106.36,177.9,,89.94,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,33,729668
23034,2000-02-03,KULU,0.73,0.7,-2.32,,,,,,96.4,,,,,,,,,,,12.26,-4.88,,,,,,,,106.07,177.9,,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,34,729669
23052,2000-02-04,KULU,0.92,0.83,-8.31,,,,,,55.28,,,,,,,,,,,12.27,-17.54,,,,,,,,105.78,177.9,,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,35,729670
23067,2000-02-05,KULU,0.44,0.38,-8.45,,,,,,43.6,,,,,,156.12,,,,,12.3,-19.0,,,,,,,,105.48,177.9,,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,36,729671
23087,2000-02-06,KULU,0.67,0.61,-1.57,,,,,,59.59,,1.52,,1.52,,,,,,,12.25,-14.29,,,,,,,,105.18,177.9,,59.59,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,37,729672
23113,2000-02-07,KULU,1.48,1.27,-5.62,,,,,,62.98,,11.65,,11.69,,173.33,,,,,12.24,-22.64,,,,,,,,104.88,177.9,,62.98,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,38,729673
23131,2000-02-08,KULU,0.83,0.73,-9.15,,,,,,,,5.56,,5.56,,,,,,,12.23,-24.7,,,,,,,,104.57,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,39,729674
23145,2000-02-09,KULU,0.82,0.7,-2.92,,,,,,,,2.65,,2.65,,,,,,,12.22,-19.86,,,,,,,,104.25,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,40,729675
23156,2000-02-10,KULU,1.71,1.55,-13.69,,,,,,40.81,,7.01,,7.01,,,,,,,12.22,-19.58,,,,,,,,103.94,177.9,,40.81,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,41,729676
23171,2000-02-11,KULU,5.44,4.67,-7.91,,,,,,42.8,,8.27,,8.27,,,,,,,12.29,-19.62,,,,,,,,103.62,177.9,,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,42,729677
23202,2000-02-12,KULU,2.75,2.5,-1.35,,,,,,54.14,,2.87,,2.87,,,,,,,12.23,-14.36,,,,,,,,103.29,177.9,,54.14,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,43,729678
23215,2000-02-13,KULU,5.25,4.42,-15.15,,,,,,44.89,,7.96,,7.96,,,,,,,12.32,-18.48,,,,,,,,102.96,177.9,,44.89,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,44,729679
23224,2000-02-14,KULU,2.17,2.0,-1.0,,,,,,67.88,,5.54,,5.54,,,,,,,12.24,-9.67,,,,,,,,102.63,177.9,,67.88,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,45,729680
23248,2000-02-15,KULU,3.15,2.89,-6.27,,,,,,58.94,,3.37,,3.37,,,,,,,12.22,-10.53,,,,,,,,102.3,177.9,,58.94,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,46,729681
23260,2000-02-16,KULU,1.35,1.15,-0.51,,,,,,75.74,,0.94,,0.94,,,,,,,12.18,-10.92,,,,,,,,101.96,177.9,,75.74,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,47,729682
23293,2000-02-17,KULU,3.1,2.84,-2.56,,,,,,70.97,,,,,,,,,,,12.17,-12.65,,,,,,,,101.62,177.9,,70.97,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,48,729683
23311,2000-02-18,KULU,1.97,1.93,0.6,,,,,,94.12,,3.85,,3.85,,,,,,,12.18,-8.62,,,,,,,,101.28,177.9,,94.12,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,49,729684
23321,2000-02-19,KULU,3.19,3.09,-0.96,,,,,,90.02,,1.57,,1.57,,,,,,,12.19,-9.32,,,,,,,,100.94,177.9,,90.02,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,50,729685
23345,2000-02-20,KULU,3.55,3.35,-2.04,,,,,,84.95,,2.01,,2.01,,,,,,,12.2,-10.04,,,,,,,,100.59,177.9,,84.95,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,51,729686
23351,2000-02-21,KULU,3.84,3.66,-11.8,,,,,,68.08,,,,,,,,,,,12.2,-14.05,,,,,,,,100.24,177.9,,68.08,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,52,729687
23375,2000-02-22,KULU,9.35,8.33,-22.5,,,,,,41.2,,,,,,,,,,,12.26,-20.88,,,,,,,,99.89,177.9,,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,53,729688
23388,2000-02-23,KULU,4.5,4.19,0.1,,,,,,68.13,,,,,,,,,,,12.23,-13.61,,,,,,,,99.53,177.9,,68.13,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,54,729689
23410,2000-02-24,KULU,3.0,2.89,-9.42,,,,,,76.23,,,,,,,,,,,12.22,-10.12,,,,,,,,99.18,177.9,,76.23,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,55,729690
23434,2000-02-25,KULU,14.31,12.19,-13.63,,,,,,44.38,,,,,,,,,,,12.31,-15.71,,,,,,,,98.82,177.9,,44.38,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,56,729691
23439,2000-02-26,KULU,5.11,4.48,-4.27,,,,,,54.95,,,,,,,,,,,12.28,-13.36,,,,,,,,98.46,177.9,,54.95,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,57,729692
23470,2000-02-27,KULU,12.71,11.78,-13.64,,,,,,,,,,,,,,,,,12.33,-15.51,,,,,,,,98.1,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,58,729693
23476,2000-02-28,KULU,9.95,9.14,-12.39,,,,,,,,,,,,,,,,,12.43,-14.83,,,,,,,,97.73,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,59,729694
23509,2000-02-29,KULU,7.24,6.98,-0.39,,,,,,,,,,,,,,,,,12.36,-10.94,,,,,,,,97.37,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2000,February,60,729695
23512,2000-03-01,KULU,10.43,9.9,-2.67,,,,,,79.82,,,,,,,,,,,12.36,-12.13,,,,,,,,97.0,177.9,,79.82,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,61,729696
23534,2000-03-02,KULU,23.45,20.47,-10.52,,,,,,43.69,,,,,,,,,,,12.49,-19.32,,,,,,,,96.63,177.9,,43.69,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,62,729697
23550,2000-03-03,KULU,17.27,15.76,-10.06,,,,,,45.06,,,,,,,,,,,12.48,-17.54,,,,,,,,96.26,177.9,,45.06,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,63,729698
23578,2000-03-04,KULU,15.37,14.16,-6.77,,,,,,,,0.63,,0.63,,,,,,,12.48,-15.94,,,,,,,,95.89,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,64,729699
23599,2000-03-05,KULU,26.51,22.59,-8.02,,,,,,,,0.63,,0.63,,,,,,,12.6,-18.2,,,,,,,,95.52,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,65,729700
23602,2000-03-06,KULU,11.27,10.83,-6.46,-14.74,,,,,66.06,,1.0,,1.0,,,,,,,12.53,-13.55,,,,,,,,95.15,177.9,,75.53,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,66,729701
23630,2000-03-07,KULU,12.5,12.04,-6.6,-13.04,,,,,66.5,,1.38,,1.38,,,,,,,12.53,-12.66,,,,,,,,94.78,177.9,,75.44,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,67,729702
23648,2000-03-08,KULU,24.47,21.17,-4.56,-15.61,,,,,44.96,,1.16,,1.16,,,,,,,12.68,-17.12,,,,,,,,94.4,177.9,,52.29,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,68,729703
23656,2000-03-09,KULU,9.99,9.78,1.31,-11.84,,,,,83.76,,,,,,,,,,,12.57,-9.1,,,,,,,,94.03,177.9,,93.78,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,69,729704
23680,2000-03-10,KULU,14.88,14.03,2.92,-10.03,,,,,89.73,,,,,,,,,,,12.54,-8.8,,,,,,,,93.65,177.9,,98.92,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,70,729705
23695,2000-03-11,KULU,16.36,15.63,-1.59,-10.48,,,,,80.12,,,,,,,,,,,12.59,-13.11,,,,,,,,93.28,177.9,,88.63,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,71,729706
23714,2000-03-12,KULU,20.89,19.84,3.59,-14.01,,,,,61.14,,,,,,,,,,,12.65,-18.32,,,,,,,,92.9,177.9,,70.08,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,72,729707
23740,2000-03-13,KULU,13.95,13.23,2.63,-13.54,,,,,74.51,,,,,,,,,,,12.62,-14.08,,,,,,,,92.52,177.9,,84.98,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,73,729708
23760,2000-03-14,KULU,33.38,31.25,3.28,-13.51,,,,,59.88,,,,,,,,,,,12.74,-18.98,,,,,,,,92.15,177.9,,68.14,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,74,729709
23778,2000-03-15,KULU,26.01,24.97,1.32,-19.31,,,,,69.71,,13.54,,,,,,,,,12.72,-23.27,,,,,,,,91.77,177.9,,84.48,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,75,729710
23792,2000-03-16,KULU,39.15,35.85,5.87,-19.23,,,,,98.63,,4.79,,3.12,,,,,,,12.86,-18.18,,,,,,,,91.39,177.9,,118.99,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,76,729711
23804,2000-03-17,KULU,16.42,14.44,2.43,-13.72,,,,,99.56,,,,,,,,,,,12.79,-13.03,,,,,,,,91.02,177.9,,113.78,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,77,729712
23830,2000-03-18,KULU,23.46,22.61,3.32,-12.82,,,,,96.94,,,,,,,,,,,12.79,-12.98,,,,,,,,90.64,177.9,,109.82,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,78,729713
23848,2000-03-19,KULU,39.13,37.59,0.91,-12.43,,,,,98.18,,,,,,,,,,,12.85,-12.97,,,,,,,,90.26,177.9,,110.81,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,79,729714
23856,2000-03-20,KULU,17.07,15.83,-0.2,-12.69,,,,,99.31,,,,,,,,,,,12.84,-12.74,,,,,,,,89.88,177.9,,112.37,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,80,729715
23872,2000-03-21,KULU,22.93,22.38,4.76,-11.12,,,,,98.72,,,,,,,,,,,12.85,-9.49,,,,,,,,89.51,177.9,,109.99,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,81,729716
23889,2000-03-22,KULU,35.08,30.59,4.59,-13.96,,,,,95.29,,6.26,,,,,,,,,12.91,-19.89,,,,,,,,89.13,177.9,,109.15,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,82,729717
23920,2000-03-23,KULU,41.58,37.79,-6.75,-19.04,,,,,99.53,,13.15,,13.15,,,,,,,13.02,-22.38,,,,,,,,88.75,177.9,,119.83,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,83,729718
23938,2000-03-24,KULU,44.07,40.55,8.8,-17.94,,,,,99.61,,6.8,,6.8,,,,,,,13.09,-17.44,,,,,,,,88.38,177.9,,118.67,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,84,729719
23956,2000-03-25,KULU,18.94,16.1,4.17,-10.36,,,,,99.76,,,,,,,,,,,13.03,-8.27,,,,,,,,88.0,177.9,,110.34,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,85,729720
23974,2000-03-26,KULU,16.03,13.58,-15.98,-10.33,,,,,99.05,,,,,,,,,,,13.04,-15.19,,,,,,,,87.63,177.9,,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,86,729721
23988,2000-03-27,KULU,30.05,28.9,1.14,-11.94,,,,,98.67,,,,,,,,,,,13.16,-14.54,,,,,,,,87.26,177.9,,110.82,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,87,729722
24011,2000-03-28,KULU,26.07,24.13,2.94,-16.21,,,,,97.24,,13.71,,13.71,,,,,,,13.14,-20.18,,,,,,,,86.88,177.9,,113.91,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,88,729723
24015,2000-03-29,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.51,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,89,729724
24038,2000-03-30,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.14,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,90,729725
24054,2000-03-31,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.77,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,March,91,729726
24072,2000-04-01,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,92,729727
24096,2000-04-02,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.04,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,93,729728
24105,2000-04-03,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.67,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,94,729729
24128,2000-04-04,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.31,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,95,729730
24155,2000-04-05,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.94,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,96,729731
24169,2000-04-06,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.58,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,97,729732
24178,2000-04-07,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.22,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,98,729733
24211,2000-04-08,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.86,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,99,729734
24222,2000-04-09,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,100,729735
24247,2000-04-10,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.15,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,101,729736
24260,2000-04-11,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,102,729737
24280,2000-04-12,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.45,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,103,729738
24291,2000-04-13,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,104,729739
24317,2000-04-14,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.75,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,105,729740
24326,2000-04-15,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,106,729741
24338,2000-04-16,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.06,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,107,729742
24373,2000-04-17,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.72,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,108,729743
24381,2000-04-18,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.38,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,109,729744
24402,2000-04-19,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.05,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,110,729745
24413,2000-04-20,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.72,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,111,729746
24434,2000-04-21,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.39,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,112,729747
24454,2000-04-22,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.06,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,113,729748
24481,2000-04-23,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.74,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,114,729749
24495,2000-04-24,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.42,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,115,729750
24510,2000-04-25,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,116,729751
24523,2000-04-26,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.78,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,117,729752
24536,2000-04-27,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.47,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,118,729753
24564,2000-04-28,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.16,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,119,729754
24581,2000-04-29,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.86,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,120,729755
24594,2000-04-30,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.56,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,April,121,729756
24610,2000-05-01,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.26,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,122,729757
24638,2000-05-02,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.97,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,123,729758
24649,2000-05-03,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.68,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,124,729759
24670,2000-05-04,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.39,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,125,729760
24686,2000-05-05,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.11,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,126,729761
24709,2000-05-06,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.83,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,127,729762
24722,2000-05-07,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.56,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,128,729763
24749,2000-05-08,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,129,729764
24762,2000-05-09,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.02,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,130,729765
24783,2000-05-10,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.76,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,131,729766
24803,2000-05-11,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.51,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,132,729767
24814,2000-05-12,KULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.26,177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2000,May,133,729768
