,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,season,year,month,DayOfYear,DayOfCentury
7704,1997-05-13,CP2,485.61,413.81,-0.54,-10.69,,,-10.35,-10.39,68.2,68.84,9.34,,8.91,,108.17,107.16,803.06,2.55,3.42,13.52,-10.69,0.02,0.02,-19.57,23.39,,69.03,,61.55,215.65,0.87,75.68,76.39,1.46,1.48,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,133,728673
7709,1997-05-14,CP2,349.86,296.91,-1.49,-15.08,,,-14.76,-14.78,65.86,67.19,8.04,,7.61,,103.12,103.53,803.64,2.55,3.41,13.63,-15.08,0.02,0.03,-12.16,42.31,,66.7,,71.72,185.65,,76.37,77.95,1.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,134,728674
7732,1997-05-15,CP2,364.43,309.32,-1.9,-17.18,,,-16.84,-16.87,69.53,70.85,9.34,,8.82,,100.35,101.59,802.7,2.56,3.42,13.68,-17.18,0.01,0.02,-17.51,31.43,,70.38,,71.48,185.65,,82.41,84.0,0.9,0.92,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,135,728675
7741,1997-05-16,CP2,364.42,307.45,-1.92,-16.16,,,-15.83,-15.87,73.76,74.62,9.43,,8.83,,105.34,105.69,804.34,2.56,3.42,13.74,-16.16,0.01,0.02,-21.69,23.69,,74.44,,71.24,185.65,,86.59,87.62,1.05,1.06,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,136,728676
7754,1997-05-17,CP2,356.81,298.63,-1.52,-10.28,,,-10.01,-10.04,76.2,76.22,8.73,,8.17,,116.12,116.35,807.93,2.56,3.42,13.75,-10.28,0.01,0.02,-22.7,-7.1,,76.21,,71.0,185.65,,84.29,84.35,1.71,1.71,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,137,728677
7765,1997-05-18,CP2,358.99,302.36,-0.75,-6.3,,,-6.05,-6.06,81.35,80.36,8.34,,7.84,,133.22,133.29,810.38,2.56,3.43,13.78,-6.3,0.01,0.01,-5.18,-50.44,,80.71,,70.77,185.65,,86.56,85.52,2.41,2.37,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,138,728678
7782,1997-05-19,CP2,363.79,302.04,-1.19,-9.02,,,-8.75,-8.77,82.24,81.62,8.16,,7.66,,120.94,121.07,809.73,2.56,3.43,13.86,-9.02,0.01,0.01,-10.36,-29.12,,81.84,,70.55,185.65,,89.89,89.23,1.98,1.97,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,139,728679
7799,1997-05-20,CP2,359.31,298.27,-1.12,-8.35,,,-8.05,-8.07,83.46,82.55,6.21,,6.0,,124.74,124.85,806.42,2.56,3.43,13.76,-8.35,0.01,0.01,-15.77,-29.72,,82.86,,70.33,185.65,,90.68,89.71,2.13,2.11,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,140,728680
7806,1997-05-21,CP2,363.25,301.73,-0.81,-9.34,,,-9.04,-9.09,84.15,83.43,5.27,,5.25,,129.73,129.85,803.21,2.57,3.43,13.83,-9.34,0.0,0.01,-2.16,-18.45,,83.68,9.28,70.11,185.65,,92.23,91.45,1.97,1.95,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,141,728681
7827,1997-05-22,CP2,372.98,308.78,-0.95,-12.11,,,-11.78,-11.81,84.31,83.86,5.85,,5.76,,122.98,123.39,799.73,2.57,3.43,13.91,-12.11,0.0,0.01,0.46,-5.32,,84.01,,69.9,185.65,,95.05,94.56,1.64,1.63,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,142,728682
7847,1997-05-23,CP2,345.7,285.57,-0.15,-11.33,,,-11.02,-11.04,87.81,87.15,4.3,,4.29,,131.87,131.96,795.72,2.57,3.43,13.89,-11.33,0.0,0.01,-18.28,-3.05,,87.38,6.25,69.7,185.65,,98.12,97.39,1.79,1.77,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,143,728683
7860,1997-05-24,CP2,335.52,288.16,-2.22,-12.92,,,-12.4,-12.49,88.46,88.41,3.07,,3.78,,142.94,138.97,793.9,2.57,3.44,13.92,-12.92,-0.0,0.0,-44.11,4.42,,88.43,,69.5,185.65,,100.47,100.42,1.58,1.58,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,144,728684
7872,1997-05-25,CP2,348.53,293.75,0.32,-10.18,,,-9.9,-9.9,87.34,86.74,3.93,,4.63,,143.44,143.17,797.25,2.56,3.43,13.88,-10.18,0.01,0.01,16.76,21.16,,86.95,,69.31,185.65,,96.5,95.84,1.94,1.92,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,145,728685
7883,1997-05-26,CP2,372.37,313.94,0.11,-12.0,,,-11.74,-11.71,79.72,79.75,8.11,,7.64,,123.17,123.33,800.67,2.56,3.43,13.99,-12.0,0.01,0.01,16.46,4.74,,79.49,,69.13,185.65,,89.63,89.68,1.54,1.54,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,146,728686
7898,1997-05-27,CP2,385.2,318.16,-1.03,-10.62,,,-10.34,-10.35,81.11,80.91,9.21,,8.64,,131.83,131.97,793.96,2.58,3.45,13.96,-10.62,-0.01,-0.01,-13.32,-12.63,,80.98,,68.95,185.65,,90.0,89.82,1.83,1.82,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,147,728687
7907,1997-05-28,CP2,339.84,284.75,-1.18,-8.61,,,-8.37,-8.34,88.89,88.14,6.55,,6.41,,150.13,149.76,788.83,2.58,3.45,13.9,-8.61,-0.01,-0.01,18.15,-5.06,,88.39,9.13,68.78,185.65,,96.76,95.95,2.25,2.23,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,148,728688
7930,1997-05-29,CP2,371.62,316.32,-0.19,-10.64,,,-10.26,-10.21,86.12,85.51,5.21,,5.23,,223.4,217.65,784.95,2.58,3.42,13.88,-10.64,-0.01,0.02,4.26,-1.78,,85.71,8.37,68.61,185.65,,95.48,94.8,1.89,1.87,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,149,728689
7934,1997-05-30,CP2,391.69,329.68,-1.17,-18.9,,,-18.0,-17.98,83.24,82.57,,,1.57,,,223.43,787.12,2.58,3.44,13.86,-18.9,-0.01,0.0,,,,82.79,,68.45,185.65,,100.49,99.66,0.95,0.94,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,150,728690
7958,1997-05-31,CP2,374.33,311.83,-0.6,-12.53,,,-12.26,-12.27,85.17,85.25,10.01,,9.41,,143.75,143.71,787.12,2.58,3.43,14.07,-12.53,-0.01,0.01,-2.81,6.34,,85.22,,68.29,185.65,,96.22,96.32,1.62,1.62,,,,,,,,,,,,,,,,,,,,,,,,Spring,1997,May,151,728691
7962,1997-06-01,CP2,314.4,268.98,0.28,-7.79,,,-7.56,-7.51,91.04,90.13,7.33,,7.29,,195.45,194.08,799.46,2.56,3.39,13.87,-7.79,0.0,0.05,3.07,-3.59,,90.41,7.76,68.15,185.65,,98.23,97.25,2.41,2.39,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,152,728692
7986,1997-06-02,CP2,342.3,291.59,0.13,-4.52,,,-4.28,-4.27,88.5,86.97,7.46,,7.18,,166.61,166.22,811.0,2.55,3.36,13.79,-4.52,0.02,0.08,-0.93,-43.52,,87.45,10.03,68.01,185.65,,92.54,90.95,3.01,2.96,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,153,728693
7991,1997-06-03,CP2,356.71,301.8,-1.15,-5.69,,,-5.07,-5.12,87.23,85.91,1.06,,2.47,,227.94,209.36,814.18,2.56,3.37,13.8,-5.69,0.01,0.07,,,,86.31,,67.87,185.65,,92.27,90.88,2.67,2.63,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,154,728694
8011,1997-06-04,CP2,419.39,351.75,-1.08,-9.17,,,-8.81,-8.87,72.91,72.92,5.19,,5.19,,115.26,115.89,817.05,2.56,3.37,13.87,-9.17,0.01,0.07,,7.28,,72.92,,67.74,185.65,,80.07,80.1,1.72,1.72,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,155,728695
8020,1997-06-05,CP2,419.31,348.97,-0.92,-7.85,,,-7.32,-7.58,69.54,69.76,3.3,,3.64,,131.42,133.16,809.69,2.57,3.38,13.79,-7.85,0.0,0.06,,,,69.7,,67.62,185.65,,75.1,75.44,1.95,1.93,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,156,728696
8032,1997-06-06,CP2,419.93,348.69,-0.64,-8.23,,,-7.86,-7.98,81.39,80.69,5.52,,5.35,,116.5,117.88,805.38,2.56,3.38,13.98,-8.23,0.01,0.06,-10.85,-40.31,,80.91,,67.51,185.65,,88.52,87.79,2.12,2.09,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,157,728697
8056,1997-06-07,CP2,349.32,290.46,-0.7,-7.96,,,-7.7,-7.68,86.26,85.31,6.5,,6.17,,123.99,124.47,804.88,2.56,3.39,13.92,-7.96,0.01,0.05,-3.7,-14.0,,86.06,,67.4,185.65,,93.21,92.2,2.32,2.29,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,158,728698
8066,1997-06-08,CP2,397.27,329.63,0.84,-7.8,,,-7.53,-7.5,77.68,77.21,6.61,,6.46,,122.3,122.72,797.58,2.57,3.4,13.96,-7.8,0.0,0.04,8.71,-8.96,,77.36,,67.3,185.65,,83.69,83.2,2.11,2.1,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,159,728699
8083,1997-06-09,CP2,416.88,346.08,-0.66,-9.71,,,-9.41,-9.43,76.41,76.4,8.5,,7.94,,120.75,121.23,794.64,2.57,3.41,14.02,-9.71,-0.0,0.03,-10.74,-5.32,,76.41,,67.21,185.65,,84.03,84.05,1.81,1.81,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,160,728700
8089,1997-06-10,CP2,426.34,348.93,-0.8,-7.51,,,-7.16,-7.18,77.84,77.15,6.66,,6.35,,116.64,116.99,794.05,2.57,3.41,13.95,-7.51,-0.0,0.03,-16.74,-13.12,,77.31,,67.12,185.65,,83.88,83.18,2.22,2.19,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,161,728701
8107,1997-06-11,CP2,424.49,346.0,-0.4,-5.77,,,-5.44,-5.48,78.91,77.9,7.01,,6.57,,118.3,118.92,794.13,2.58,3.42,14.08,-5.77,-0.01,0.02,-12.61,-53.86,,78.21,,67.04,185.65,,83.52,82.47,2.51,2.47,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,162,728702
8122,1997-06-12,CP2,382.63,313.45,-0.44,-5.07,,,-4.79,-4.8,79.13,77.96,7.98,,7.48,,127.45,127.86,800.0,2.58,3.42,13.95,-5.07,-0.01,0.02,-7.49,-55.62,,78.33,,66.97,185.65,,83.14,81.94,2.64,2.6,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,163,728703
8135,1997-06-13,CP2,411.94,335.54,-0.36,-4.35,,,-4.02,-4.05,78.19,76.93,6.81,,6.4,,115.62,116.18,802.78,2.58,3.42,13.97,-4.35,-0.01,0.02,-17.23,-58.82,,77.32,,66.9,185.65,,81.66,80.37,2.73,2.69,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,164,728704
8144,1997-06-14,CP2,419.9,341.6,-0.34,-5.59,,,-5.25,-5.27,77.77,76.75,7.17,,6.66,,101.82,102.27,802.38,2.58,3.42,14.03,-5.59,-0.01,0.02,-14.39,-57.14,,77.07,,66.84,185.65,,82.23,81.17,2.46,2.43,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,165,728705
8167,1997-06-15,CP2,431.45,349.61,-0.59,-6.45,,,-6.13,-6.17,75.42,75.04,9.74,,9.07,,103.26,103.72,801.87,2.6,3.43,14.16,-6.45,-0.03,0.01,-27.04,-12.39,,75.14,,66.79,185.65,,80.37,79.98,2.28,2.26,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,166,728706
8183,1997-06-16,CP2,431.8,348.01,-0.38,-4.59,,,-4.3,-4.33,80.63,79.71,10.93,,10.21,,119.2,119.61,800.23,2.6,3.44,14.04,-4.59,-0.03,0.0,-11.89,-68.49,,79.98,,66.75,185.65,,84.34,83.38,2.75,2.71,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,167,728707
8190,1997-06-17,CP2,424.19,345.9,-0.5,-6.35,,,-5.99,-6.0,77.48,76.62,6.16,,6.03,,113.68,115.12,800.47,2.6,3.44,13.98,-6.35,-0.03,-0.0,-10.46,-32.53,,76.87,,66.71,185.65,,82.51,81.62,2.33,2.3,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,168,728708
8198,1997-06-18,CP2,414.77,334.5,0.06,-7.01,,,-6.42,-6.49,78.49,77.54,1.61,,2.56,,,135.57,797.75,2.6,3.45,13.96,-7.01,-0.03,-0.01,,,,77.81,,66.68,185.65,,84.3,83.32,2.3,2.26,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,169,728709
8218,1997-06-19,CP2,405.88,325.0,0.45,-5.76,,,-5.48,-5.48,79.86,79.01,8.29,,7.81,,131.25,131.57,798.38,2.61,3.45,13.95,-5.76,-0.04,-0.01,-3.93,-40.14,,79.25,,66.66,185.65,,84.47,83.59,2.52,2.49,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,170,728710
8228,1997-06-20,CP2,406.41,328.37,1.06,-4.66,,,-4.38,-4.36,82.94,81.6,5.52,,5.71,,124.27,125.34,802.44,2.61,3.45,13.92,-4.66,-0.04,-0.01,29.55,,,81.97,,66.64,185.65,,86.81,85.42,2.81,2.77,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,171,728711
8245,1997-06-21,CP2,396.32,340.54,-0.04,-2.95,,,-2.67,-2.68,79.89,78.31,9.42,,8.86,,130.75,131.22,800.15,2.61,3.46,14.03,-2.95,-0.04,-0.02,-5.75,,,78.74,,66.64,185.65,,82.22,80.61,3.09,3.03,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,172,728712
8265,1997-06-22,CP2,431.81,344.18,-0.07,-4.31,,,-4.01,-4.0,77.63,76.34,8.84,,8.29,,121.13,121.67,798.61,2.62,3.46,14.08,-4.31,-0.05,-0.02,-1.45,,,76.68,,66.64,185.65,,80.99,79.65,2.72,2.67,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,173,728713
8270,1997-06-23,CP2,416.67,329.69,-0.27,-5.68,,,-5.37,-5.38,77.99,77.01,7.86,,7.39,,122.74,123.14,798.6,2.62,3.46,14.0,-5.68,-0.05,-0.02,-6.87,-44.89,,77.27,,66.64,185.65,,82.43,81.41,2.5,2.47,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,174,728714
8292,1997-06-24,CP2,372.75,303.28,0.66,-4.02,,,-3.73,-3.72,82.86,81.35,6.07,,5.83,,128.95,128.5,801.74,2.62,3.47,13.94,-4.02,-0.05,-0.03,6.61,-42.65,,81.75,8.24,66.66,185.65,,86.2,84.63,2.93,2.88,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,175,728715
8306,1997-06-25,CP2,380.11,303.79,0.31,-5.2,,,-4.93,-4.93,79.86,78.74,8.18,,7.67,,126.42,126.93,802.8,2.62,3.47,14.02,-5.2,-0.05,-0.03,1.78,-64.05,,79.04,,66.68,185.65,,84.09,82.92,2.58,2.55,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,176,728716
8321,1997-06-26,CP2,319.42,267.89,-0.13,-3.44,,,-3.26,-3.25,91.98,91.11,11.07,,10.53,,156.25,156.05,798.07,2.6,3.44,14.02,-3.44,-0.03,-0.0,-2.37,-25.68,,91.37,,66.71,185.65,,95.08,94.19,3.42,3.39,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,177,728717
8330,1997-06-27,CP2,368.41,309.39,0.37,-3.54,,,-3.23,-3.18,88.85,87.1,4.59,,4.86,,161.28,160.18,799.17,2.56,3.39,13.91,-3.54,0.01,0.05,1.72,,,87.66,,66.74,185.65,,92.01,90.2,3.26,3.19,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,178,728718
8340,1997-06-28,CP2,331.13,279.24,-0.62,-4.61,,,-4.28,-4.3,92.36,90.7,3.59,,4.24,,166.17,165.18,801.36,2.56,3.39,14.01,-4.61,0.01,0.05,-37.85,,,91.23,,66.79,185.65,,96.65,94.92,3.16,3.1,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,179,728719
8362,1997-06-29,CP2,319.96,269.91,0.31,-1.75,,,-1.53,-1.51,93.99,91.79,5.84,,5.97,,153.61,152.95,802.76,2.56,3.39,13.81,-1.75,0.01,0.05,6.47,,,92.52,8.88,66.84,185.65,,95.63,93.41,3.92,3.83,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,180,728720
8367,1997-06-30,CP2,300.89,247.96,0.87,-0.58,,,-0.42,-0.42,98.08,96.55,7.65,,7.52,,180.0,179.55,796.83,2.56,3.4,13.91,-0.58,0.01,0.04,-5.85,-19.66,,97.07,8.26,66.9,185.65,,98.63,97.09,4.5,4.43,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,June,181,728721
8384,1997-07-01,CP2,384.64,320.87,0.39,-4.96,,,-4.7,-4.67,88.85,87.52,6.88,,6.62,,155.54,155.04,796.04,2.54,3.37,13.97,-4.96,0.03,0.07,13.5,-27.07,,87.99,8.75,66.96,185.65,,93.19,91.79,2.96,2.91,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,182,728722
8397,1997-07-02,CP2,345.19,291.04,0.23,-4.51,,,-4.15,-4.12,92.11,90.79,5.17,,5.32,,232.98,232.96,791.15,2.53,3.37,13.88,-4.51,0.04,0.06,-12.03,-7.43,,91.28,5.86,67.03,185.65,,96.22,94.83,3.18,3.13,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,183,728723
8410,1997-07-03,CP2,383.47,323.87,0.36,-7.04,,,-6.52,-6.45,89.26,88.38,2.45,,2.96,,,286.34,797.14,2.5,3.38,13.96,-7.04,0.07,0.06,-11.02,-3.21,,88.76,,67.11,185.65,,95.66,94.71,2.51,2.49,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,184,728724
8427,1997-07-04,CP2,423.07,351.34,-1.96,-12.1,,,-11.2,-11.37,79.54,79.22,,,1.97,,,184.36,792.48,2.51,3.39,13.97,-12.1,0.06,0.05,,,,79.36,,67.2,185.65,,90.09,89.78,1.56,1.54,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,185,728725
8445,1997-07-05,CP2,415.88,343.94,-4.59,-9.63,,,-8.69,-8.72,81.03,79.95,0.78,,1.98,,,200.9,799.03,2.51,3.39,13.96,-9.62,0.06,0.05,,,,80.39,,67.29,185.65,,89.57,88.43,1.91,1.88,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,186,728726
8454,1997-07-06,CP2,421.12,346.59,-0.91,-9.03,,,-8.56,-8.67,78.26,77.81,4.92,,5.09,,112.14,116.09,800.93,2.51,3.39,13.97,-9.03,0.06,0.05,,-21.97,,78.0,,67.39,185.65,,85.63,85.18,1.96,1.94,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,187,728727
8468,1997-07-07,CP2,411.95,329.79,-0.63,-6.33,,,-6.0,-6.03,76.22,75.67,8.5,,7.91,,109.1,109.32,800.16,2.52,3.4,14.04,-6.33,0.05,0.04,-18.14,-33.89,,75.88,,67.5,185.65,,81.1,80.54,2.34,2.31,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,188,728728
8488,1997-07-08,CP2,304.76,249.4,0.45,-4.11,,,-3.79,-3.79,85.19,83.89,3.98,,4.61,,147.05,147.12,799.47,2.53,3.41,13.83,-4.11,0.04,0.03,-1.01,,,84.4,,67.61,185.65,,88.6,87.25,3.03,2.98,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,189,728729
8496,1997-07-09,CP2,280.22,236.36,-0.0,-3.13,,,-2.82,-2.8,95.6,93.73,3.22,,4.13,,190.74,184.37,799.55,2.53,3.39,13.94,-3.13,0.04,0.05,-3.94,,,94.45,,67.73,185.65,,98.55,96.62,3.62,3.55,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,190,728730
8512,1997-07-10,CP2,320.0,277.48,-0.71,-4.27,,,-3.73,-3.74,90.15,88.84,,,2.27,,,253.98,799.4,2.46,3.27,13.84,-4.27,0.11,0.17,,,,89.4,,67.86,185.65,,93.99,92.62,3.12,3.08,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,191,728731
8529,1997-07-11,CP2,310.68,260.03,-0.26,-6.03,,,-5.76,-5.77,92.85,91.49,5.45,,5.57,,135.17,134.27,798.67,2.47,3.29,14.08,-6.03,0.1,0.15,21.24,-32.99,,92.08,,67.99,185.65,,98.49,97.06,2.88,2.84,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,192,728732
8536,1997-07-12,CP2,309.24,261.4,-0.06,-2.7,,,-2.2,-2.18,93.06,90.89,3.53,,4.25,,202.82,216.0,795.23,2.47,3.3,13.87,-2.7,0.1,0.14,-2.73,,,91.82,,68.13,185.65,,95.54,93.32,3.65,3.56,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,193,728733
8552,1997-07-13,CP2,378.5,311.02,0.36,-5.53,,,-5.19,-5.15,84.49,83.02,4.0,,4.31,,126.01,142.54,793.49,2.48,3.3,13.87,-5.53,0.09,0.14,13.5,,,83.64,,68.28,185.65,,89.19,87.64,2.7,2.65,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,194,728734
8575,1997-07-14,CP2,405.85,328.16,-0.9,-6.33,,,-5.7,-5.79,86.17,84.51,3.84,,4.16,,135.65,137.38,794.66,2.48,3.31,13.95,-6.33,0.09,0.13,,-15.34,,85.21,,68.43,185.65,,92.01,90.27,2.7,2.64,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,195,728735
8582,1997-07-15,CP2,340.69,273.55,-2.44,-5.59,,,-4.84,-5.1,89.4,88.4,0.46,,2.32,,,150.72,798.59,2.48,3.32,13.82,-5.59,0.09,0.12,,,,88.83,,68.59,185.65,,94.76,93.74,2.88,2.84,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,196,728736
8599,1997-07-16,CP2,279.17,236.73,-0.38,-2.79,,,-2.5,-2.5,95.02,93.94,2.83,,3.74,,197.82,187.78,798.42,2.46,3.28,13.74,-2.79,0.11,0.16,-2.9,,,94.41,,68.76,185.65,,97.64,96.53,3.69,3.65,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,197,728737
8604,1997-07-17,CP2,284.06,241.29,0.02,-2.89,,,-2.66,-2.65,95.76,93.94,5.32,,5.6,,172.75,172.21,796.69,2.43,3.23,13.83,-2.89,0.14,0.21,5.75,-32.01,,94.79,8.23,68.93,185.65,,98.49,96.63,3.7,3.63,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,198,728738
8629,1997-07-18,CP2,344.75,292.18,-1.02,-5.69,,,-5.33,-5.32,90.93,89.49,4.37,,4.84,,183.8,179.59,797.64,2.4,3.23,13.79,-5.69,0.17,0.21,-8.0,,,90.24,,69.1,185.65,,96.22,94.71,2.84,2.8,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,199,728739
8636,1997-07-19,CP2,375.26,312.59,-5.83,-4.67,,,-3.86,-4.05,86.43,84.94,,,2.09,,,137.37,799.8,2.41,3.25,13.91,-4.67,0.16,0.19,,,,85.71,,69.29,185.65,,90.93,89.39,2.9,2.84,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,200,728740
8658,1997-07-20,CP2,371.45,307.43,-2.4,-7.21,,,-6.75,-6.84,91.6,89.95,4.33,,4.49,,133.21,133.59,801.24,2.42,3.25,13.94,-7.21,0.15,0.19,,,,90.77,,69.48,185.65,,98.5,96.75,2.59,2.54,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,201,728741
8670,1997-07-21,CP2,348.22,291.69,-5.71,-7.15,,,-6.27,-6.5,88.97,87.99,0.83,,2.64,,,146.59,801.66,2.42,3.26,13.8,-7.15,0.15,0.18,,,,88.31,,69.67,185.65,,95.68,94.65,2.51,2.48,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,202,728742
8684,1997-07-22,CP2,312.89,258.74,-0.5,-6.21,,,-5.67,-5.72,83.95,83.02,0.79,,2.34,,,156.58,796.65,2.42,3.26,13.82,-6.21,0.15,0.18,,,,83.49,,69.87,185.65,,89.37,88.38,2.51,2.48,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,203,728743
8693,1997-07-23,CP2,362.53,297.04,-2.76,-11.47,,,-10.85,-10.86,86.62,85.79,2.38,,3.09,,111.11,116.65,795.79,2.43,3.27,13.93,-11.47,0.14,0.17,,9.71,,86.2,,70.08,185.65,,97.33,96.42,1.78,1.76,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,204,728744
8708,1997-07-24,CP2,305.89,253.32,-1.0,-5.66,,,-5.29,-5.4,88.45,86.93,4.52,,4.53,,133.33,133.72,797.38,2.43,3.28,13.88,-5.66,0.14,0.16,-18.71,-49.9,,87.67,,70.29,185.65,,93.82,92.24,2.88,2.82,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,205,728745
8729,1997-07-25,CP2,299.17,240.75,0.34,-3.35,,,-2.91,-2.92,87.21,85.41,1.66,,2.96,,138.12,144.98,799.28,2.44,3.28,13.67,-3.35,0.13,0.16,-15.63,,,86.27,,70.51,185.65,,90.31,88.46,3.23,3.16,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,206,728746
8738,1997-07-26,CP2,341.45,267.37,-0.63,-4.86,,,-4.39,-4.43,85.01,83.41,2.03,,3.05,,122.13,124.82,797.6,2.45,3.29,13.78,-4.86,0.12,0.15,,,,84.16,,70.73,185.65,,89.41,87.77,2.96,2.89,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,207,728747
8750,1997-07-27,CP2,346.31,269.54,-0.5,-3.73,,,-3.39,-3.41,84.8,83.16,5.82,,5.54,,119.74,120.04,797.55,2.45,3.3,13.78,-3.73,0.12,0.14,-7.01,-58.2,,83.92,,70.96,185.65,,88.01,86.33,3.11,3.05,,,,,,,,,,,,,,,,,,,,,,,,Summer,1997,July,208,728748
