,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,season,year,month,DayOfYear,DayOfCentury
29501,2001-01-10,Aurora,4.07,,-15.11,-13.8,,,-20.13,,95.29,,6.08,,6.33,,209.53,149.22,806.76,2.39,,12.77,,0.34,,,,,,,111.62,185.21,,108.91,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,10,730010
29524,2001-01-11,Aurora,4.03,,-7.39,-24.1,,,-33.13,,71.15,,2.52,,2.84,,130.3,216.42,809.5,2.37,,12.64,,0.36,,,,,,,111.46,185.21,,89.71,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,11,730011
29538,2001-01-12,Aurora,4.74,,2.3,-22.65,,,-29.93,,,,4.38,,4.59,,159.4,211.8,800.89,2.36,,12.64,,0.37,,,,,,,111.3,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,12,730012
29565,2001-01-13,Aurora,4.63,,-9.14,-30.47,,,-27.3,,,,1.25,,1.4,,179.42,173.34,812.42,2.35,,12.54,,0.38,,,,,,,111.13,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,13,730013
29581,2001-01-14,Aurora,5.16,,-21.5,-34.26,,,-23.45,,,,3.43,,3.75,,143.38,203.98,817.76,2.35,,12.49,,0.38,,,,,,,110.96,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,14,730014
29594,2001-01-15,Aurora,6.12,,-41.24,-34.53,,,-23.36,,,,6.62,,7.0,,151.06,197.48,818.49,2.32,,12.65,,0.41,,,,,,,110.78,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,15,730015
29615,2001-01-16,Aurora,5.05,,-18.7,-31.05,,,-27.08,,,,5.08,,5.52,,164.76,184.52,822.55,2.33,,12.52,,0.4,,,,,,,110.59,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,16,730016
29627,2001-01-17,Aurora,6.24,,-22.68,-30.33,,,-26.32,,,,9.24,,9.75,,144.37,203.49,821.48,2.38,,12.71,,0.35,,,,,,,110.39,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,17,730017
29650,2001-01-18,Aurora,5.85,,-8.5,-17.91,,,-30.04,,96.55,,6.96,,7.31,,147.04,201.22,808.78,2.37,,12.67,,0.36,,,,,,,110.19,185.21,,114.7,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,18,730018
29661,2001-01-19,Aurora,7.32,,-24.9,-31.89,,,-26.55,,,,5.48,,5.86,,140.65,207.37,819.13,2.35,,12.91,,0.38,,,,,,,109.98,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,19,730019
29682,2001-01-20,Aurora,6.68,,-18.1,-33.23,,,-24.38,,,,5.96,,6.33,,130.05,216.96,815.49,2.35,,12.78,,0.38,,,,,,,109.77,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,20,730020
29717,2001-01-21,Aurora,8.56,,-10.72,-35.78,,,-21.94,,,,7.26,,7.67,,137.57,210.19,814.85,2.35,,12.86,,0.38,,,,,,,109.55,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,21,730021
29723,2001-01-22,Aurora,6.72,,-8.46,-30.16,,,-27.78,,,,6.73,,7.13,,117.29,228.4,812.53,2.34,,12.58,,0.39,,,,,,,109.32,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,22,730022
29739,2001-01-23,Aurora,5.99,,0.56,-18.03,,,-27.8,,96.36,,5.15,,5.43,,150.84,190.11,804.51,2.34,,12.63,,0.39,,,,,,,109.09,185.21,,113.78,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,23,730023
29761,2001-01-24,Aurora,6.77,,-3.68,-14.98,,,-21.96,,94.52,,5.06,,5.31,,135.44,212.84,806.0,2.32,,12.71,,0.41,,,,,,,108.85,185.21,,109.4,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,24,730024
29785,2001-01-25,Aurora,9.67,,-25.0,-16.19,,,-25.85,,95.88,,8.3,,8.66,,152.67,196.22,808.7,2.35,,12.87,,0.38,,,,,,,108.6,185.21,,112.19,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,25,730025
29807,2001-01-26,Aurora,8.51,,-36.59,-19.31,,,-29.47,,95.08,,7.93,,8.3,,159.15,190.44,816.03,2.35,,12.83,,0.38,,,,,,,108.35,185.21,,114.61,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,26,730026
29813,2001-01-27,Aurora,12.39,,-55.2,-26.1,,,-33.48,,,,7.91,,8.33,,155.12,193.88,822.26,2.3,,13.09,,0.43,,,,,,,108.1,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,27,730027
29840,2001-01-28,Aurora,9.28,,0.44,-16.59,,,-21.66,,97.7,,3.55,,3.72,,161.38,186.87,816.41,2.19,,12.75,,0.54,,,,,,,107.83,185.21,,112.29,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,28,730028
29862,2001-01-29,Aurora,16.53,,-43.19,-24.61,,,-29.52,,96.25,,6.21,,6.6,,171.87,178.15,821.57,2.18,,13.29,,0.55,,,,,,,107.57,185.21,,122.44,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,29,730029
29874,2001-01-30,Aurora,11.12,0.0,-24.88,-10.72,,,-15.58,,93.01,,10.83,,11.39,,132.5,215.31,809.95,2.19,,12.92,,0.54,,,,,,,107.3,185.21,,103.25,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,30,730030
29890,2001-01-31,Aurora,10.36,0.0,-44.58,-14.32,,,-20.34,,90.14,,10.05,,10.56,,131.6,215.95,810.27,2.19,,12.98,,0.54,,,,,,,107.02,185.21,,103.59,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,January,31,730031
29911,2001-02-01,Aurora,10.8,0.0,-18.45,-17.16,,,-26.89,,86.0,,3.96,,4.22,,127.09,200.27,809.78,2.19,,12.93,,0.54,,,,,,,106.74,185.21,,101.33,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,32,730032
29941,2001-02-02,Aurora,11.22,0.0,-21.16,-14.18,,,-20.29,,93.49,,7.51,,7.91,,144.74,203.4,813.21,2.18,,12.95,,0.55,,,,,,,106.45,185.21,,107.42,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,33,730033
29946,2001-02-03,Aurora,16.57,0.0,-51.04,-17.28,,,-27.9,,93.13,,9.64,,10.05,,153.66,195.49,822.8,2.18,,13.19,,0.55,,,,,,,106.16,185.21,,110.24,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,34,730034
29967,2001-02-04,Aurora,13.16,0.0,-25.64,-16.53,,,-27.76,,92.87,,8.01,,8.37,,156.45,192.61,831.93,2.19,,13.1,,0.54,,,,,,,105.87,185.21,,109.05,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,35,730035
29990,2001-02-05,Aurora,13.97,0.0,-11.72,-17.06,,,-28.15,,96.78,,6.41,,6.68,,155.67,193.46,833.51,2.19,,13.02,,0.54,,,,,,,105.57,185.21,,114.28,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,36,730036
30020,2001-02-06,Aurora,13.01,0.0,-6.25,-16.97,,,-29.49,,97.52,,5.18,,5.34,,198.92,153.82,829.07,2.2,,12.9,,0.53,,,,,,,105.27,185.21,,115.05,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,37,730037
30024,2001-02-07,Aurora,14.27,0.0,-9.46,-21.4,,,-30.52,,,,5.52,,5.97,,213.08,140.73,824.24,2.2,,12.87,,0.53,,,,,,,104.96,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,38,730038
30058,2001-02-08,Aurora,23.65,0.0,-13.72,-33.08,,,-24.58,,,,5.56,,5.86,,154.65,194.55,825.89,2.2,,13.19,,0.53,,,,,,,104.65,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,39,730039
30062,2001-02-09,Aurora,32.95,0.0,-8.11,-38.2,,,-19.42,,,,5.84,,6.19,,144.3,203.15,824.67,2.2,,13.23,,0.53,,,,,,,104.33,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,40,730040
30095,2001-02-10,Aurora,34.32,0.0,-31.27,-38.08,,,-19.44,,,,6.61,,7.01,,133.98,213.0,818.97,2.2,,13.34,,0.53,,,,,,,104.01,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,41,730041
30114,2001-02-11,Aurora,23.46,0.0,-18.9,-26.26,,,-29.58,,,,6.97,,7.32,,161.15,188.27,804.85,2.2,,13.01,,0.53,,,,,,,103.69,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,42,730042
30123,2001-02-12,Aurora,33.67,0.0,-27.48,-31.56,,,-26.17,,,,3.71,,3.98,,175.36,174.97,807.33,2.2,,13.35,,0.53,,,,,,,103.36,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,43,730043
30142,2001-02-13,Aurora,30.58,0.0,-22.5,-34.09,,,-23.83,,,,3.91,,4.17,,154.24,194.6,812.13,2.2,,13.27,,0.53,,,,,,,103.03,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,44,730044
30160,2001-02-14,Aurora,24.63,0.0,-17.54,-34.32,,,-23.53,,,,5.37,,5.58,,185.89,165.38,817.47,2.2,,13.32,,0.53,,,,,,,102.7,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,45,730045
30178,2001-02-15,Aurora,39.06,0.0,-24.3,-35.42,,,-22.52,,,,5.21,,5.65,,184.61,166.03,821.55,,,13.43,,,,,,,,,102.37,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,46,730046
30208,2001-02-16,Aurora,30.33,0.0,-20.96,-27.85,,,-23.17,,,,9.41,,9.83,,156.44,193.28,810.23,,,13.3,,,,,,,,,102.03,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,47,730047
30228,2001-02-17,Aurora,43.38,0.0,-50.56,-32.2,,,,,,,7.83,,8.27,,147.03,201.5,819.72,,,13.48,,,,,,,,,101.69,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,48,730048
30243,2001-02-18,Aurora,26.9,0.0,-14.93,-21.45,,,-27.48,,,,13.62,,14.3,,177.75,174.15,807.82,,,13.32,,,,,,,,,101.34,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,49,730049
30260,2001-02-19,Aurora,29.58,0.0,-10.64,-26.18,,,-28.8,,,,5.27,,5.47,,182.34,169.41,829.38,,,13.57,,,,,,,,,101.0,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,50,730050
30281,2001-02-20,Aurora,49.51,0.0,-24.26,-29.55,,,,,,,6.01,,6.39,,149.05,201.15,837.55,,,13.61,,,,,,,,,100.65,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,51,730051
30299,2001-02-21,Aurora,50.44,0.0,-26.41,-21.41,,,-31.05,,88.21,,10.63,,11.15,,148.16,200.62,840.92,,,13.53,,,,,,,,,100.29,185.21,,107.69,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,52,730052
30308,2001-02-22,Aurora,34.28,0.0,-25.27,-14.9,,,-23.53,,95.47,,16.98,,17.74,,149.1,199.96,830.7,,,13.52,,,,,,,,,99.94,185.21,,110.4,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,53,730053
30332,2001-02-23,Aurora,42.45,0.0,-12.97,-18.25,,,-25.27,,93.83,,5.78,,6.12,,182.0,173.4,833.93,2.2,,13.48,,0.53,,,,,,,99.58,185.21,,112.42,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,54,730054
30359,2001-02-24,Aurora,51.15,0.0,-37.45,-19.78,,,-26.97,,97.45,,9.88,,10.34,,152.78,196.45,836.56,2.2,,13.53,,0.53,,,,,,,99.23,185.21,,118.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,55,730055
30370,2001-02-25,Aurora,38.07,0.0,-8.12,-16.98,,,-26.57,,96.83,,11.17,,11.54,,180.24,171.35,835.54,2.2,,13.51,,0.53,,,,,,,98.87,185.21,,114.24,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,56,730056
30399,2001-02-26,Aurora,51.23,0.0,-20.28,-13.29,,,-20.6,,95.51,,6.39,,6.64,,168.36,182.0,835.81,2.2,,13.43,,0.53,,,,,,,98.5,185.21,,108.73,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,57,730057
30415,2001-02-27,Aurora,39.68,,-16.2,-8.1,,,-13.38,,94.81,,7.48,,7.71,,190.8,161.36,837.81,2.2,,13.44,,0.53,,,,,,,98.14,185.21,,102.51,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,58,730058
30421,2001-02-28,Aurora,69.66,,-61.03,-15.35,,,-24.52,,82.72,,6.17,,6.56,,146.17,202.19,842.77,2.2,,13.59,,0.53,,,,,,,97.77,185.21,,96.26,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2001,February,59,730059
30452,2001-03-01,Aurora,59.84,,-34.04,-15.59,,,-24.13,,84.58,,4.21,,4.53,,154.31,194.15,840.15,2.2,,13.64,,0.53,,,,,,,97.41,185.21,,98.79,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,60,730060
30471,2001-03-02,Aurora,81.56,,-41.85,-21.37,,,-23.37,,,,3.96,,4.39,,163.2,177.79,833.81,2.19,,13.72,,0.54,,,,,,,97.04,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,61,730061
30487,2001-03-03,Aurora,76.52,,-52.24,-27.0,,,-28.28,,,,7.77,,8.26,,128.15,218.45,839.55,,,13.69,,,,,,,,,96.67,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,62,730062
30509,2001-03-04,Aurora,79.5,,-65.6,-29.0,,,-28.56,,,,6.59,,7.02,,130.46,215.99,831.85,,,13.72,,,,,,,,,96.3,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,63,730063
30518,2001-03-05,Aurora,79.79,,-59.72,-28.93,,,-29.3,,,,5.32,,5.7,,142.64,204.81,832.17,,,13.74,,,,,,,,,95.93,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,64,730064
30539,2001-03-06,Aurora,82.87,,-61.11,-29.91,,,-28.11,,,,6.39,,6.81,,130.73,215.91,825.89,,,13.72,,,,,,,,,95.55,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,65,730065
30570,2001-03-07,Aurora,84.8,,-54.6,-30.38,,,-29.74,,,,5.12,,5.44,,141.39,205.95,820.31,,,13.83,,,,,,,,,95.18,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,66,730066
30590,2001-03-08,Aurora,90.59,,-44.03,-32.38,,,-27.52,,,,4.44,,4.8,,122.24,223.87,818.14,,,13.88,,,,,,,,,94.8,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,67,730067
30602,2001-03-09,Aurora,60.56,,-18.99,-19.1,,,-30.67,,97.34,,5.82,,6.19,,123.58,222.86,812.67,,,13.73,,,,,,,,,94.43,185.21,,114.69,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,68,730068
30628,2001-03-10,Aurora,90.64,,-60.53,-18.51,,,-29.49,,95.05,,6.26,,6.63,,146.1,202.06,823.48,,,13.66,,,,,,,,,94.05,185.21,,113.81,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,69,730069
30633,2001-03-11,Aurora,100.72,,-70.58,-17.22,,,-25.72,,91.9,,9.34,,9.82,,143.22,204.67,825.88,,,13.65,,,,,,,,,93.67,185.21,,108.79,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,70,730070
30654,2001-03-12,Aurora,79.12,,-42.36,-13.48,,,-21.15,,89.53,,9.7,,10.22,,157.19,192.3,827.19,,,13.75,,,,,,,,,93.29,185.21,,102.26,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,71,730071
30677,2001-03-13,Aurora,72.92,,-9.26,-14.06,,,-19.63,,92.86,,5.81,,6.19,,192.12,160.2,830.05,,,13.64,,,,,,,,,92.92,185.21,,106.29,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,72,730072
30688,2001-03-14,Aurora,113.58,,-47.91,-25.0,,,-32.63,,73.3,,6.58,,7.06,,127.82,217.37,838.42,2.2,,13.74,,0.53,,,,,,,92.54,185.21,,93.52,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,73,730073
30706,2001-03-15,Aurora,115.69,,-80.04,-22.95,,,-32.03,,69.38,,9.4,,9.91,,135.58,211.33,838.91,2.2,,13.8,,0.53,,,,,,,92.16,185.21,,85.97,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,74,730074
30728,2001-03-16,Aurora,117.8,,-63.68,-21.77,,,-32.31,,73.86,,8.73,,9.23,,134.16,212.83,842.23,2.2,,13.74,,0.53,,,,,,,91.78,185.21,,90.9,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,75,730075
30750,2001-03-17,Aurora,123.62,,-81.57,-20.04,,,-28.81,,88.22,,10.68,,11.28,,134.99,212.41,838.6,2.19,,13.77,,0.54,,,,,,,91.4,185.21,,107.13,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,76,730076
30775,2001-03-18,Aurora,85.85,,-23.87,-19.01,,,-29.33,,94.0,,6.23,,6.69,,178.57,172.43,835.06,2.19,,13.78,,0.54,,,,,,,91.02,185.21,,113.14,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,77,730077
30783,2001-03-19,Aurora,124.98,,-58.9,-24.28,,,-30.88,,96.95,,5.06,,5.42,,137.04,210.12,838.53,2.19,,13.76,,0.54,,,,,,,90.64,185.21,,122.89,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,78,730078
30809,2001-03-20,Aurora,129.51,,-60.03,-27.63,,,-29.47,,93.77,,3.51,,3.9,,127.7,218.25,838.66,2.18,,13.85,,0.55,,,,,,,90.26,185.21,,122.72,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,79,730079
30835,2001-03-21,Aurora,132.32,,-58.16,-27.58,,,-29.8,,69.0,,3.86,,4.22,,140.93,206.3,838.54,2.18,,13.8,,0.55,,,,,,,89.88,185.21,,90.15,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,80,730080
30849,2001-03-22,Aurora,91.28,,-11.07,-21.04,,,-27.3,,94.21,,4.97,,5.34,,221.06,132.93,836.87,2.18,,13.85,,0.55,,,,,,,89.5,185.21,,115.56,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,81,730081
30867,2001-03-23,Aurora,110.77,,-20.01,-22.23,,,-30.31,,95.5,,2.48,,2.7,,168.63,180.18,839.34,2.17,,13.73,,0.56,,,,,,,89.13,185.21,,118.74,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,82,730082
30892,2001-03-24,Aurora,112.89,,-22.56,-23.06,,,-30.12,,96.43,,3.66,,3.99,,181.52,168.86,837.22,2.15,,13.81,,0.58,,,,,,,88.75,185.21,,119.61,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,83,730083
30904,2001-03-25,Aurora,148.8,,-68.69,-30.09,,,-27.65,,,,4.0,,4.37,,150.61,197.41,836.59,2.13,,13.97,,0.6,,,,,,,88.37,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,84,730084
30921,2001-03-26,Aurora,162.75,,-71.82,-34.62,,,-24.1,,,,3.54,,3.93,,137.62,209.35,834.09,2.13,,14.04,,0.6,,,,,,,87.99,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,85,730085
30942,2001-03-27,Aurora,166.88,,-83.92,-33.73,,,-26.3,,,,5.13,,5.51,,141.03,207.26,831.01,2.14,,13.94,,0.59,,,,,,,87.62,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,86,730086
30963,2001-03-28,Aurora,168.04,,-78.32,-29.78,,,-34.05,,,,6.11,,6.52,,139.62,207.02,824.79,2.15,,13.89,,0.58,,,,,,,87.24,185.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,87,730087
30980,2001-03-29,Aurora,163.66,,-68.82,-21.74,,,-31.3,,78.45,,7.12,,7.54,,143.65,204.46,825.14,2.17,,13.85,,0.56,,,,,,,86.87,185.21,,96.75,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,88,730088
31004,2001-03-30,Aurora,168.53,,-58.97,-26.89,,,-28.85,,83.71,,5.79,,6.18,,128.6,217.95,828.22,2.19,,13.92,,0.54,,,,,,,86.49,185.21,,108.45,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,89,730089
31021,2001-03-31,Aurora,170.95,,-60.92,-26.67,,,-27.93,,86.76,,5.59,,5.94,,141.0,206.8,829.48,,,13.88,,,,,,,,,86.12,185.21,,112.23,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,March,90,730090
31031,2001-04-01,Aurora,173.47,,-63.13,-26.52,,,-29.59,,73.73,,4.6,,4.91,,146.16,202.0,833.55,,,13.98,,,,,,,,,85.75,185.21,,95.27,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,91,730091
31058,2001-04-02,Aurora,175.84,,-62.54,-27.45,,,-28.88,,96.33,,5.62,,5.98,,138.46,209.1,833.11,,,13.94,,,,,,,,,85.38,185.21,,125.99,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,92,730092
31072,2001-04-03,Aurora,180.32,,-62.13,-28.17,,,-29.86,,87.69,,6.29,,6.65,,136.51,210.2,828.33,,,14.01,,,,,,,,,85.01,185.21,,115.42,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,93,730093
31087,2001-04-04,Aurora,182.45,,-62.29,-26.45,,,-27.97,,79.98,,5.23,,5.57,,148.96,199.43,826.02,,,13.9,,,,,,,,,84.64,185.21,,103.38,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,94,730094
31117,2001-04-05,Aurora,183.94,,-68.58,-26.19,,,-29.01,,96.69,,4.53,,4.83,,153.02,195.83,832.15,,,13.88,,,,,,,,,84.27,185.21,,124.88,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,95,730095
31139,2001-04-06,Aurora,174.55,,-47.36,-23.43,,,-30.86,,90.37,,4.85,,5.13,,143.66,204.31,835.73,,,13.94,,,,,,,,,83.91,185.21,,113.67,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,96,730096
31145,2001-04-07,Aurora,175.77,,-36.24,-19.94,,,-28.02,,80.36,,5.34,,5.63,,149.03,199.25,830.58,,,13.82,,,,,,,,,83.55,185.21,,97.41,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,97,730097
31175,2001-04-08,Aurora,170.76,,-26.73,-17.71,,,-25.86,,90.52,,5.56,,5.76,,183.8,166.51,832.84,,,13.82,,,,,,,,,83.18,185.21,,107.57,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,98,730098
31198,2001-04-09,Aurora,163.36,,-24.13,-16.92,,,-24.32,,91.24,,6.47,,6.78,,154.45,194.68,836.84,2.2,,13.73,,0.53,,,,,,,82.82,185.21,,107.92,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,99,730099
31209,2001-04-10,Aurora,153.21,,-14.24,-13.6,,,-19.8,,94.66,,13.01,,13.62,,159.38,190.71,832.24,2.2,,13.76,,0.53,,,,,,,82.46,185.21,,108.11,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,100,730100
31223,2001-04-11,Aurora,156.01,,-15.27,-11.76,,,-15.82,,88.52,,6.66,,6.95,,198.69,197.2,826.64,2.2,,13.75,,0.53,,,,,,,82.11,185.21,,99.14,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,101,730101
31256,2001-04-12,Aurora,191.49,,-61.17,-19.45,,,-27.46,,77.1,,,,,,,,831.34,2.2,,13.84,,0.53,,,,,,,81.75,185.21,,92.79,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,102,730102
31259,2001-04-13,Aurora,185.67,,-39.25,-12.44,,,-19.39,,84.86,,6.35,,6.89,,170.53,196.18,834.27,2.2,,13.82,,0.53,,,,,,,81.4,185.21,,96.18,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,103,730103
31291,2001-04-14,Aurora,182.55,,-24.95,-11.37,,,-14.86,,84.59,,4.15,,4.38,,165.6,183.82,835.52,2.2,,13.72,,0.53,,,,,,,81.05,185.21,,94.69,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,104,730104
31305,2001-04-15,Aurora,215.73,,-51.8,-12.97,,,-19.28,,82.5,,7.02,,7.38,,147.37,201.45,835.24,2.2,,13.7,,0.53,,,,,,,80.7,185.21,,94.29,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,105,730105
31327,2001-04-16,Aurora,177.8,,-20.21,-4.92,,,-9.14,,89.93,,6.65,,7.01,,165.77,184.75,831.99,2.2,,13.67,,0.53,,,,,,,80.35,185.21,,94.45,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,106,730106
31342,2001-04-17,Aurora,148.88,,-4.77,-4.41,,,-8.86,,92.41,,9.63,,10.02,,160.09,189.46,823.37,2.2,,13.82,,0.53,,,,,,,80.01,185.21,,96.44,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,107,730107
