,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,season,year,month,DayOfYear,DayOfCentury
31353,2001-04-18,Aurora,214.48,,-57.98,-6.96,,,-11.09,,90.82,,6.24,,6.65,,166.32,183.02,823.8,2.2,,13.76,,0.53,,,,,,,79.67,185.21,,97.18,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,108,730108
31371,2001-04-19,Aurora,185.07,,-26.35,-8.48,,,-12.46,,87.19,,8.09,,8.54,,146.89,201.34,816.37,2.2,,13.76,,0.53,,,,,,,79.33,185.21,,94.76,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,109,730109
31407,2001-04-20,Aurora,228.07,,-57.36,-8.42,,,-12.31,,81.33,,5.25,,5.52,,146.72,201.49,818.95,2.19,,13.64,,0.54,,,,,,,78.99,185.21,,88.4,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,110,730110
31418,2001-04-21,Aurora,236.06,,-61.11,-10.94,,,-15.46,,83.33,,6.54,,6.9,,151.3,197.51,822.5,2.18,,13.68,,0.55,,,,,,,78.66,185.21,,92.94,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,111,730111
31431,2001-04-22,Aurora,214.43,,-46.64,-13.53,,,-17.96,,93.35,,6.86,,7.17,,196.43,156.5,822.74,2.16,,13.87,,0.57,,,,,,,78.32,185.21,,106.54,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,112,730112
31452,2001-04-23,Aurora,244.58,,-64.1,-20.44,,,-29.25,,90.68,,5.8,,6.12,,150.72,198.14,827.17,2.17,,13.81,,0.56,,,,,,,78.0,185.21,,111.06,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,113,730113
31474,2001-04-24,Aurora,211.14,,-26.83,-15.72,,,-21.23,,94.0,,12.13,,12.78,,149.73,198.97,816.3,2.18,,13.93,,0.55,,,,,,,77.67,185.21,,109.7,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,114,730114
31486,2001-04-25,Aurora,153.41,,-8.8,-11.46,,,-15.22,,90.86,,11.61,,12.34,,127.76,219.0,811.73,2.19,,13.86,,0.54,,,,,,,77.35,185.21,,101.72,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,115,730115
31521,2001-04-26,Aurora,240.87,,-31.51,-9.27,,,-12.94,,78.96,,5.56,,5.89,,125.95,220.9,819.6,2.19,,13.81,,0.54,,,,,,,77.03,185.21,,86.51,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,116,730116
31540,2001-04-27,Aurora,218.14,,-22.96,-10.14,,,-14.23,,82.82,,7.05,,7.39,,171.9,179.34,825.51,2.18,,13.82,,0.55,,,,,,,76.71,185.21,,91.24,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,117,730117
31558,2001-04-28,Aurora,183.2,,-2.16,-8.12,,,-12.2,,95.25,,10.37,,10.87,,156.8,193.42,813.98,2.17,,13.82,,0.56,,,,,,,76.4,185.21,,103.08,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,118,730118
31578,2001-04-29,Aurora,242.13,,-26.0,-14.67,,,-20.43,,92.68,,5.62,,5.8,,242.56,114.2,815.85,2.12,,13.92,,0.61,,,,,,,76.09,185.21,,106.88,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,119,730119
31582,2001-04-30,Aurora,233.83,,-14.73,-15.19,,,-21.52,,90.63,,4.93,,5.15,,202.54,151.03,824.25,2.12,,13.84,,0.61,,,,,,,75.78,185.21,,105.17,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,April,120,730120
31612,2001-05-01,Aurora,186.07,,3.73,-6.72,,,-10.77,,98.11,,7.34,,7.68,,231.98,124.4,825.52,2.12,,13.78,,0.61,,,,,,,75.48,185.21,,104.79,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,May,121,730121
31619,2001-05-02,Aurora,206.9,,-3.83,-7.9,,,-11.85,,94.63,,5.91,,6.33,,221.86,133.51,823.43,2.04,,13.9,,0.69,,,,,,,75.18,185.21,,102.17,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,May,122,730122
31639,2001-05-03,Aurora,257.15,,-35.89,-7.68,,,-10.92,,87.44,,2.28,,2.43,,129.86,219.22,817.11,2.01,,13.7,,0.72,,,,,,,74.88,185.21,,94.51,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,May,123,730123
31669,2001-05-04,Aurora,259.93,,-19.76,-5.63,,,-9.87,,88.52,,8.76,,9.22,,159.05,190.78,810.08,2.06,,13.74,,0.67,,,,,,,74.59,185.21,,93.5,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,May,124,730124
31690,2001-05-05,Aurora,254.35,,-46.55,-8.77,,,-12.78,,87.48,,5.86,,6.15,,163.44,186.26,815.47,2.1,,13.72,,0.63,,,,,,,74.3,185.21,,95.47,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,May,125,730125
31699,2001-05-06,Aurora,5.0,,-45.62,-15.68,,,-33.14,,,,4.73,,5.09,,120.5,223.9,821.7,2.1,,13.67,,0.63,,,,,,,89.45,312.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,2001,May,126,730126
