,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,year,month,season,DayOfYear,DayOfCentury
453958,1999-06-20 04:00:00,KULU,778.4,7.79,8.61,,,,,,,,,,0.27,,5.9,,,,,12.7,,,,,,,,,88.74,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
453981,1999-06-20 05:00:00,KULU,612.91,0.0,4.12,,,,,,,,,,0.0,,5.9,,,,,12.71,,,,,,,,,86.12,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454001,1999-06-20 06:00:00,KULU,447.42,0.0,2.34,,,,,,,,,,0.0,,4.6,,,,,12.71,,,,,,,,,82.28,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454004,1999-06-20 07:00:00,KULU,632.31,0.0,3.78,,,,,,,,,,0.0,,4.0,,,,,12.71,,,,,,,,,77.46,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454023,1999-06-20 08:00:00,KULU,761.43,0.0,4.81,,,,,-34.22,,,,,0.12,,5.3,,,,,12.7,,,,,,,,,71.9,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454052,1999-06-20 09:00:00,KULU,734.87,1.49,4.51,,,,,-27.96,,,,,0.25,,7.9,,,,,12.7,,,,,,,,,65.9,95.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454071,1999-06-20 10:00:00,KULU,708.31,11.68,6.91,,,,,-21.71,,,,,0.37,,11.3,,,,,12.69,,,,,,,,,59.75,110.4,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454087,1999-06-20 11:00:00,KULU,654.22,33.01,10.17,,,,,-15.46,,,,,0.49,,15.5,1.6,,,,12.69,,,,,,,,,53.83,125.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454106,1999-06-20 12:00:00,KULU,600.1,25.59,41.89,,,,,-9.21,,,,,0.62,,21.0,8.2,,,,12.78,,,,,,,,,48.56,140.4,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454126,1999-06-20 13:00:00,KULU,545.99,18.16,73.61,,,,-38.01,-2.95,,,0.0,,0.74,,,14.8,,,,12.88,2.16,,,,,,,,44.46,155.4,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454138,1999-06-20 14:00:00,KULU,375.11,33.35,60.33,,,,-18.22,3.3,58.53,79.69,0.36,,0.36,,145.6,18.4,,,,12.93,2.02,,,,,,,,42.05,170.4,0.09,69.9,79.69,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454156,1999-06-20 15:00:00,KULU,204.23,132.99,48.62,2.51,,,1.56,1.76,85.5,81.0,1.23,,1.06,,65.9,22.0,,,,12.96,1.92,,,,,,,,41.74,185.4,0.65,85.5,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454176,1999-06-20 16:00:00,KULU,224.0,175.32,56.42,1.42,,,0.46,1.41,86.6,88.1,2.28,,4.53,,30.9,25.5,768.0,2.33,,12.98,1.58,0.0,,,,,,,43.59,200.4,0.78,86.6,88.1,4.76,4.9,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454188,1999-06-20 17:00:00,KULU,234.55,181.8,55.12,2.77,,,1.87,3.31,82.5,83.48,0.63,,1.87,,57.3,58.8,833.0,2.32,,13.03,3.53,0.01,,,,,,,47.27,215.4,0.78,82.5,83.48,4.61,4.92,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454207,1999-06-20 18:00:00,KULU,216.85,171.13,43.79,2.07,,,1.44,2.05,86.7,86.0,0.42,,1.8,,101.6,104.0,898.0,2.32,,13.02,2.09,0.01,,,,,,,52.27,230.4,0.79,86.7,86.0,4.27,4.24,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454230,1999-06-20 19:00:00,KULU,194.79,151.02,44.91,1.4,,,0.5,1.19,86.7,88.5,1.25,,2.58,,32.9,29.7,897.7,2.32,,13.03,1.29,0.01,,,,,,,58.05,245.4,0.78,86.7,88.5,4.07,4.12,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454237,1999-06-20 20:00:00,KULU,159.59,121.51,31.89,1.53,,,0.55,1.33,85.2,85.9,1.44,,2.93,,25.6,10.3,897.3,2.32,,13.0,1.55,0.01,,,,,,,64.17,260.4,0.76,85.2,85.9,4.04,4.08,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454262,1999-06-20 21:00:00,KULU,101.08,76.08,18.31,1.23,,,0.25,1.21,85.7,85.7,1.63,,3.27,,23.5,15.1,896.7,2.32,,12.98,1.48,0.01,,,,,,,70.25,275.4,,85.7,85.7,3.98,4.05,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454289,1999-06-20 22:00:00,KULU,65.15,49.48,9.4,0.94,,,-0.03,1.0,83.68,81.6,1.82,,3.62,,39.7,36.9,895.9,2.32,,12.94,1.28,0.01,,,,,,,75.96,290.4,,83.68,81.6,3.81,3.81,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454297,1999-06-20 23:00:00,KULU,23.68,19.17,2.82,0.95,,,-0.03,1.11,85.08,85.4,2.0,,3.96,,93.1,25.9,895.8,2.32,,12.89,1.44,0.01,,,,,,,81.01,305.4,,85.08,85.4,3.87,4.03,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,171,729441
454321,1999-06-21 00:00:00,KULU,11.58,9.45,3.55,1.13,,,0.17,1.35,86.0,84.8,2.19,,4.31,,30.4,14.8,895.1,2.32,,12.82,1.66,0.01,,,,,,,85.15,320.4,,86.0,84.8,3.97,4.07,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454343,1999-06-21 01:00:00,KULU,4.72,3.78,1.0,1.37,,,0.36,1.71,88.2,87.7,1.74,,3.74,,36.9,33.4,893.8,2.32,,12.83,2.0,0.01,,,,,,,88.13,335.4,,88.2,87.7,4.15,4.32,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454361,1999-06-21 02:00:00,KULU,1.55,1.35,-0.56,1.06,,,0.08,1.24,90.3,91.1,0.77,,2.35,,74.1,72.4,893.1,2.32,,12.82,1.48,0.01,,,,,,,89.78,350.4,,90.3,91.1,4.16,4.32,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454377,1999-06-21 03:00:00,KULU,0.66,0.61,-2.39,-0.28,,,-1.24,-0.68,93.0,93.34,0.39,,1.67,,119.5,116.9,892.4,2.32,,12.82,-0.44,0.01,,,,,,,89.98,5.4,,93.25,93.73,3.89,3.86,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454389,1999-06-21 04:00:00,KULU,0.52,0.44,-0.52,-0.54,,,-1.57,-0.89,96.05,97.48,0.41,,3.49,,52.1,51.2,891.8,2.33,,12.8,-0.47,0.0,,,,,,,88.73,20.4,,96.55,97.92,3.94,4.02,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454401,1999-06-21 05:00:00,KULU,1.7,1.44,-0.63,0.35,,,-0.59,0.21,94.5,96.4,0.43,,4.0,,75.6,81.8,891.0,2.32,,12.8,0.43,0.01,,,,,,,86.11,35.4,,94.5,96.4,4.14,4.25,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454430,1999-06-21 06:00:00,KULU,5.68,4.83,1.34,-0.63,,,-1.59,-0.92,98.1,97.5,0.46,,4.12,,88.4,91.8,890.4,2.3,,12.79,-0.68,0.03,,,,,,,82.27,50.4,,98.69,98.14,4.01,3.97,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454442,1999-06-21 07:00:00,KULU,14.76,12.54,2.28,-0.86,,,-1.84,-1.21,97.53,98.59,0.48,,4.26,,70.6,67.7,889.1,2.25,,12.83,-0.95,0.08,,,,,,,77.45,65.4,,98.34,99.49,3.92,3.94,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454461,1999-06-21 08:00:00,KULU,22.13,18.81,0.91,-0.67,,,-1.6,-0.99,97.2,99.69,0.5,,3.98,,121.1,125.0,889.0,2.23,,12.87,-0.76,0.1,,,,,,,71.89,80.4,,97.83,100.42,3.96,4.04,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454480,1999-06-21 09:00:00,KULU,26.86,22.83,-20.21,-0.51,,,-1.48,-1.23,96.27,99.09,0.0,,3.71,,,257.8,888.5,2.22,,12.97,-0.99,0.11,,,,,,,65.89,95.4,0.85,96.74,100.04,3.98,3.95,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454490,1999-06-21 10:00:00,KULU,129.85,110.38,-29.17,-0.45,,,-1.37,-1.0,95.45,98.48,0.0,,3.44,,,298.2,887.9,2.22,,13.04,-0.84,0.11,,,,,,,59.75,110.4,0.85,95.86,99.28,3.96,3.97,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454515,1999-06-21 11:00:00,KULU,192.75,163.84,11.31,0.13,,,-0.79,-0.59,94.28,96.38,0.93,,3.16,,324.5,318.2,887.3,2.21,,13.14,-0.49,0.12,,,,,,,53.82,125.4,0.85,94.28,96.83,4.08,3.99,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454532,1999-06-21 12:00:00,KULU,287.97,273.74,52.9,2.32,,,1.34,0.79,92.9,91.5,1.03,,2.89,,297.0,329.3,886.2,2.23,,13.27,0.92,0.1,,,,,,,48.56,140.4,0.95,92.9,91.5,4.72,4.2,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454551,1999-06-21 13:00:00,KULU,307.08,283.26,42.47,2.34,,,1.62,1.39,87.6,88.1,0.97,,2.62,,163.6,202.7,884.9,2.25,,13.26,1.51,0.08,,,,,,,44.45,155.4,0.92,87.6,88.1,4.46,4.23,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454570,1999-06-21 14:00:00,KULU,309.37,284.34,42.51,0.23,,,-0.25,1.47,89.67,91.9,0.71,,2.35,,102.1,108.1,884.1,2.26,,13.31,2.33,0.07,,,,,,,42.04,170.4,0.92,89.67,91.9,3.93,4.68,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454580,1999-06-21 15:00:00,KULU,275.5,261.05,38.36,1.3,,,0.4,-0.38,89.6,93.38,0.95,,2.07,,240.9,250.0,883.6,2.25,,13.39,-0.49,0.08,,,,,,,41.74,185.4,0.95,89.6,93.82,4.24,3.88,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454604,1999-06-21 16:00:00,KULU,320.95,312.02,31.84,2.4,,,1.6,-0.36,90.5,93.36,0.95,,1.8,,252.9,254.0,883.0,2.26,,13.32,-0.42,0.07,,,,,,,43.58,200.4,0.97,90.5,93.73,4.64,3.9,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454619,1999-06-21 17:00:00,KULU,470.97,400.32,43.58,-0.27,,,-0.63,-0.83,89.41,93.18,0.25,,2.36,,187.5,187.7,882.6,2.26,,13.45,-0.54,0.07,,,,,,,47.26,215.4,0.85,89.64,93.66,3.78,3.87,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454633,1999-06-21 18:00:00,KULU,344.93,343.62,38.17,-0.09,,,-0.79,-0.81,90.25,90.54,3.17,,6.24,,260.5,248.8,882.3,2.22,,13.36,-0.51,0.11,,,,,,,52.26,230.4,1.0,90.32,90.98,3.87,3.77,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454664,1999-06-21 19:00:00,KULU,385.81,347.8,33.7,-0.39,,,-1.5,-1.95,98.42,94.03,7.56,,15.42,,354.5,333.6,881.6,2.03,,13.34,-2.19,0.3,,,,,,,58.05,245.4,0.9,98.78,96.04,4.13,3.46,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454675,1999-06-21 20:00:00,KULU,294.91,265.58,19.56,-0.21,,,-1.21,-2.77,98.33,91.18,7.15,,16.36,,,333.9,881.7,2.0,,13.27,-2.95,0.33,,,,,,,64.17,260.4,0.9,98.52,93.82,4.18,3.17,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454699,1999-06-21 21:00:00,KULU,227.84,208.06,11.37,-0.29,,,-1.27,-3.54,98.4,90.32,7.44,,15.86,,,335.0,882.7,2.03,,13.18,-3.66,0.3,,,,,,,70.24,275.4,,98.67,93.58,4.16,2.97,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454708,1999-06-21 22:00:00,KULU,157.89,147.17,1.26,-0.42,,,-1.41,-4.39,98.54,88.49,7.55,,15.86,,,336.7,883.5,2.0,,13.14,-4.45,0.33,,,,,,,75.95,290.4,,98.93,92.39,4.12,2.74,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454733,1999-06-21 23:00:00,KULU,90.6,82.29,-10.09,-0.66,,,-1.7,-5.38,98.82,89.25,7.36,,16.71,,,336.9,883.9,2.02,,13.1,-5.31,0.31,,,,,,,81.01,305.4,,99.45,93.97,4.06,2.59,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,172,729442
454757,1999-06-22 00:00:00,KULU,39.77,35.98,-23.63,-1.06,,,-2.15,-6.29,98.24,91.34,9.55,,16.86,,,340.0,884.3,2.02,,12.97,-6.11,0.31,,,,,,,85.14,320.4,,99.25,96.92,3.91,2.49,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454774,1999-06-22 01:00:00,KULU,10.77,9.79,-32.14,-1.58,,,-2.68,-6.93,98.05,93.43,9.69,,15.89,,,341.3,885.4,2.09,,12.98,-6.68,0.24,,,,,,,88.13,335.4,,99.56,99.69,3.76,2.44,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454789,1999-06-22 02:00:00,KULU,4.13,3.71,-33.45,-2.15,,,-3.31,-7.51,97.26,95.52,9.78,,15.86,,,338.4,885.6,2.1,,12.97,-7.25,0.23,,,,,,,89.78,350.4,,99.3,102.48,3.57,2.38,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454803,1999-06-22 03:00:00,KULU,2.66,2.36,-34.44,-3.41,,,-4.67,-7.93,96.17,94.29,10.1,,15.5,,,345.0,885.6,2.1,,12.96,-7.6,0.23,,,,,,,89.98,5.4,,99.4,101.51,3.21,2.29,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454819,1999-06-22 04:00:00,KULU,3.39,3.11,-34.86,-4.92,,,-6.11,-8.25,93.89,94.64,8.84,,15.26,,,344.6,886.0,2.1,,12.94,-7.96,0.23,,,,,,,88.73,20.4,,98.48,102.25,2.8,2.23,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454836,1999-06-22 05:00:00,KULU,6.27,5.67,-33.61,-5.96,,,-7.15,-7.93,95.5,93.96,8.92,,15.28,,,318.8,886.4,2.12,,12.94,-7.65,0.21,,,,,,,86.11,35.4,,101.18,101.2,2.63,2.27,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454862,1999-06-22 06:00:00,KULU,29.96,27.54,-28.56,-6.44,,,-7.61,-7.62,95.65,90.98,9.46,,15.18,,,319.0,886.6,2.15,,12.98,-7.44,0.18,,,,,,,82.27,50.4,,101.82,97.79,2.54,2.23,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454873,1999-06-22 07:00:00,KULU,89.2,75.82,-12.13,-6.71,,,-7.85,-7.14,95.9,88.63,9.61,,14.2,,,320.2,887.1,2.13,,13.06,-7.04,0.2,,,,,,,77.45,65.4,,102.35,94.9,2.49,2.24,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454888,1999-06-22 08:00:00,KULU,150.22,148.65,4.65,-6.44,,,-7.63,-6.26,96.21,90.53,9.9,,14.07,,,331.4,887.7,2.19,,13.16,-6.19,0.14,,,,,,,71.89,80.4,,102.41,96.13,2.55,2.45,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454905,1999-06-22 09:00:00,KULU,219.43,200.77,23.29,-5.56,,,-6.83,-5.62,94.95,77.74,9.44,,13.08,,,334.8,888.1,2.23,,13.3,-5.55,0.1,,,,,,,65.89,95.4,0.91,100.21,82.04,2.69,2.2,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454929,1999-06-22 10:00:00,KULU,287.53,244.04,43.41,-4.76,,,-5.99,-4.8,96.02,77.0,9.74,,13.38,,,331.5,888.5,2.24,,13.73,-4.76,0.09,,,,,,,59.75,110.4,0.85,100.55,80.64,2.89,2.32,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454946,1999-06-22 11:00:00,KULU,352.09,283.74,65.81,-4.47,,,-5.58,-3.64,95.91,74.76,9.37,,12.9,,,297.1,888.5,2.25,,14.65,-3.72,0.08,,,,,,,53.82,125.4,0.81,100.16,77.5,2.95,2.43,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454971,1999-06-22 12:00:00,KULU,407.72,318.16,89.2,-4.15,,,-5.23,-2.52,95.87,71.23,8.19,,11.55,,,149.4,888.7,2.26,,13.54,-2.66,0.07,,,,,,,48.56,140.4,0.78,99.8,73.09,3.02,2.51,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454988,1999-06-22 13:00:00,KULU,446.6,342.47,105.28,-3.51,,,-4.57,-1.3,97.22,72.34,6.78,,9.92,,,66.5,889.1,2.25,,14.57,-1.43,0.08,,,,,,,44.45,155.4,0.77,100.58,73.34,3.21,2.79,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
454993,1999-06-22 14:00:00,KULU,473.83,348.81,108.7,-2.07,,,-3.13,-0.65,98.0,66.36,6.11,,9.91,,,23.9,889.2,2.25,,13.89,-0.82,0.08,,,,,,,42.04,170.4,0.74,99.98,66.88,3.6,2.68,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
455022,1999-06-22 15:00:00,KULU,483.72,363.4,107.18,-1.03,,,-2.18,-0.2,98.27,65.65,5.76,,9.61,,,10.3,889.2,2.25,,13.86,-0.37,0.08,,,,,,,41.74,185.4,0.75,99.25,65.88,3.9,2.74,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
455033,1999-06-22 16:00:00,KULU,476.49,361.64,106.32,-0.54,,,-1.86,0.13,98.98,67.83,6.01,,10.13,,,5.7,889.0,2.25,,14.72,-0.02,0.08,,,,,,,43.58,200.4,0.76,99.49,67.84,4.08,2.9,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
455061,1999-06-22 17:00:00,KULU,451.55,355.43,96.62,-0.28,,,-1.6,0.91,98.72,63.04,4.56,,8.38,,,26.2,889.6,2.25,,14.44,0.7,0.08,,,,,,,47.26,215.4,0.79,98.98,63.04,4.14,2.84,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
455081,1999-06-22 18:00:00,KULU,408.61,330.86,78.74,-0.02,,,-1.03,1.98,98.16,63.42,0.84,,2.95,,,76.7,890.5,2.25,,13.7,1.7,0.08,,,,,,,52.26,230.4,0.81,98.17,63.42,4.19,3.07,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
455094,1999-06-22 19:00:00,KULU,354.89,295.08,55.45,0.09,,,-0.93,0.8,99.05,63.68,0.14,,2.49,,,89.2,890.8,2.17,,14.0,0.54,0.16,,,,,,,58.05,245.4,0.83,99.05,63.68,4.26,2.83,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
455109,1999-06-22 20:00:00,KULU,294.32,255.79,36.79,0.17,,,-0.85,0.6,98.77,64.79,0.12,,2.0,,,70.9,891.2,2.18,,13.45,0.56,0.15,,,,,,,64.17,260.4,0.87,98.77,64.79,4.27,2.88,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
455130,1999-06-22 21:00:00,KULU,230.05,214.14,11.81,0.36,,,-0.71,0.23,98.14,68.46,0.13,,1.25,,,116.5,891.7,2.18,,13.29,0.31,0.15,,,,,,,70.25,275.4,,98.14,68.46,4.3,2.99,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
455143,1999-06-22 22:00:00,KULU,164.61,139.92,1.18,0.5,,,-0.64,-2.1,97.86,83.55,0.41,,1.02,,,283.8,892.2,2.17,,13.24,-2.04,0.16,,,,,,,75.96,290.4,,97.86,85.21,4.33,3.07,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
455172,1999-06-22 23:00:00,KULU,106.17,90.25,-10.05,-0.13,,,-0.96,-3.5,97.77,84.7,1.52,,2.31,,,268.7,892.3,2.18,,13.19,-3.28,0.15,,,,,,,81.01,305.4,,97.89,87.43,4.13,2.84,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,173,729443
455188,1999-06-23 00:00:00,KULU,53.12,45.15,-27.76,-3.31,,,-5.0,-5.58,93.03,75.7,2.57,,4.74,,,42.4,892.5,2.19,,13.05,-5.5,0.14,,,,,,,85.15,320.4,,96.06,79.85,3.11,2.14,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455194,1999-06-23 01:00:00,KULU,17.41,14.8,-32.25,-5.36,,,-6.85,-6.86,92.18,90.16,3.65,,6.15,,,17.1,892.4,2.16,,13.06,-6.67,0.17,,,,,,,88.13,335.4,,97.1,96.19,2.64,2.33,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455210,1999-06-23 02:00:00,KULU,4.21,4.05,-30.47,-6.76,,,-8.1,-7.41,97.56,84.88,4.23,,6.95,,,16.2,892.6,2.15,,13.03,-7.16,0.18,,,,,,,89.78,350.4,,104.17,90.99,2.51,2.12,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455229,1999-06-23 03:00:00,KULU,2.95,2.77,-31.64,-7.42,,,-8.73,-7.57,98.21,87.06,4.29,,6.99,,,14.8,892.8,2.15,,13.03,-7.27,0.18,,,,,,,89.99,5.4,,105.55,93.43,2.4,2.15,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455262,1999-06-23 04:00:00,KULU,3.54,3.38,-32.35,-7.46,,,-8.57,-7.19,99.02,90.39,4.12,,6.88,,,14.8,892.9,2.15,,13.02,-6.88,0.18,,,,,,,88.73,20.4,,106.46,96.63,2.41,2.3,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455264,1999-06-23 05:00:00,KULU,7.53,7.36,-31.1,-7.94,,,-9.02,-7.48,99.51,86.87,3.91,,6.37,,,14.8,892.9,2.15,,13.01,-7.21,0.18,,,,,,,86.11,35.4,,107.49,93.17,2.33,2.16,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455295,1999-06-23 06:00:00,KULU,40.95,34.81,-31.11,-8.0,,,-9.07,-7.25,100.0,84.85,4.08,,6.68,,,14.9,893.2,2.15,,13.08,-7.08,0.18,,,,,,,82.28,50.4,,108.08,90.89,2.33,2.13,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455309,1999-06-23 07:00:00,KULU,92.74,78.83,-9.69,-7.37,,,-8.53,-6.77,97.57,88.8,3.95,,6.45,,,14.9,893.3,2.15,,13.2,-6.69,0.18,,,,,,,77.45,65.4,,104.81,94.76,2.39,2.29,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455334,1999-06-23 08:00:00,KULU,149.11,126.75,8.17,-7.02,,,-8.21,-6.49,96.26,86.24,4.16,,6.65,,,14.9,893.4,2.15,,13.39,-6.42,0.18,,,,,,,71.9,80.4,,103.05,91.78,2.42,2.27,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455349,1999-06-23 09:00:00,KULU,212.94,198.07,22.87,-5.89,,,-7.15,-5.3,92.61,72.34,3.08,,5.3,,,22.3,893.7,2.15,,13.99,-5.23,0.18,,,,,,,65.89,95.4,0.93,98.05,76.1,2.54,2.09,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455358,1999-06-23 10:00:00,KULU,281.11,243.23,38.58,-4.95,,,-6.07,-4.22,91.3,73.42,2.92,,4.95,,,20.5,893.8,2.15,,14.57,-4.26,0.18,,,,,,,59.75,110.4,0.87,95.79,76.51,2.69,2.28,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455381,1999-06-23 11:00:00,KULU,344.71,284.55,55.6,-4.13,,,-5.12,-2.72,93.65,73.26,2.13,,4.09,,,26.4,893.9,2.15,,13.69,-2.83,0.18,,,,,,,53.83,125.4,0.83,97.47,75.29,2.94,2.53,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455396,1999-06-23 12:00:00,KULU,400.49,319.18,73.42,-3.2,,,-4.21,-1.52,94.66,73.48,1.8,,3.4,,,26.0,894.0,2.15,,14.38,-1.67,0.18,,,,,,,48.56,140.4,0.8,97.64,74.67,3.18,2.77,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455418,1999-06-23 13:00:00,KULU,439.0,345.24,88.54,-1.93,,,-3.04,-0.31,95.04,60.16,0.81,,2.13,,,35.8,894.2,2.15,,14.01,-0.45,0.18,,,,,,,44.46,155.4,0.79,96.83,60.42,3.51,2.48,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455438,1999-06-23 14:00:00,KULU,465.42,364.34,90.44,-0.11,,,-1.55,0.43,94.3,56.78,0.59,,1.41,,,32.7,894.1,2.15,,13.51,0.25,0.18,,,,,,,42.05,170.4,0.78,94.39,56.78,3.98,2.46,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455457,1999-06-23 15:00:00,KULU,476.78,373.12,57.06,0.89,,,-0.38,2.05,95.51,61.79,0.22,,0.74,,,120.8,893.9,2.15,,13.11,1.89,0.18,,,,,,,41.75,185.4,0.78,95.51,61.79,4.34,3.02,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
