,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,year,month,season,DayOfYear,DayOfCentury
622278,2000-07-10 13:00:00,KULU,,,94.54,,,,3.2,3.12,90.03,89.69,4.9,,4.9,,,213.1,883.3,2.83,,14.83,,-0.5,,,,,,,45.82,155.4,,90.03,89.69,4.89,4.84,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,192,729827
622306,2000-07-10 14:00:00,KULU,323.94,238.78,84.48,,,,3.27,3.2,89.86,89.17,4.28,,4.28,,,214.6,885.4,2.83,,14.71,,-0.5,,,,,,,43.46,170.4,0.74,89.86,89.17,4.89,4.83,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,192,729827
622328,2000-07-10 15:00:00,KULU,296.35,220.89,74.41,,,,3.33,3.27,89.69,88.66,3.67,,3.67,,,216.1,887.4,2.83,,14.6,,-0.5,,,,,,,43.16,185.4,0.75,89.69,88.66,4.89,4.81,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,192,729827
622343,2000-07-10 16:00:00,KULU,268.77,203.0,64.35,,,,3.39,3.34,89.51,88.14,3.05,,3.05,,,217.7,889.4,2.83,,14.49,,-0.5,,,,,,,44.99,200.4,0.76,89.51,88.14,4.89,4.8,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,192,729827
622359,2000-07-10 17:00:00,KULU,241.2,185.12,54.29,,,,3.45,3.42,89.34,87.63,2.44,,2.44,,,219.2,891.4,2.83,,14.38,,-0.5,,,,,,,48.63,215.4,0.77,89.34,87.63,4.89,4.79,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,192,729827
622389,2000-07-10 18:00:00,KULU,213.6,167.22,44.22,,,,3.51,3.49,89.17,87.11,1.82,,1.82,,,220.7,893.5,2.83,,14.26,,-0.5,,,,,,,53.59,230.4,0.78,89.17,87.11,4.89,4.77,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,192,729827
622403,2000-07-10 19:00:00,KULU,186.0,149.33,34.15,,,,3.57,3.57,89.0,86.6,1.21,,1.21,,,222.2,895.5,2.86,,14.15,,-0.53,,,,,,,59.35,245.4,0.8,89.0,86.6,4.89,4.76,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,192,729827
622421,2000-07-10 20:00:00,KULU,155.0,124.44,29.06,,,,3.37,3.47,89.41,86.36,1.12,,1.12,,,215.6,890.0,2.86,,14.04,,-0.53,,,,,,,65.47,260.4,0.8,89.41,86.36,4.87,4.74,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,192,729827
622453,2000-07-10 21:00:00,KULU,124.0,99.55,23.97,,,,3.17,3.38,89.83,86.11,1.02,,1.02,,,209.1,884.5,2.86,,13.94,,-0.53,,,,,,,71.56,275.4,,89.83,86.11,4.86,4.73,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,192,729827
622471,2000-07-10 22:00:00,KULU,93.0,74.66,18.87,,,,2.96,3.28,85.04,85.87,0.93,,0.93,,,202.5,879.0,2.86,,13.83,,-0.53,,,,,,,77.3,290.4,,85.04,85.87,4.56,4.71,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,192,729827
622477,2000-07-10 23:00:00,KULU,62.0,49.77,13.78,,,,2.76,3.19,85.46,85.63,0.83,,0.83,,,195.9,873.6,2.86,,13.72,,-0.53,,,,,,,82.4,305.4,,85.46,85.63,4.55,4.7,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,192,729827
622497,2000-07-11 00:00:00,KULU,31.0,24.89,8.69,,,,2.55,3.09,85.87,85.39,0.74,,0.74,,,189.3,868.1,2.86,,13.61,,-0.53,,,,,,,86.57,320.4,,85.87,85.39,4.53,4.68,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622521,2000-07-11 01:00:00,KULU,0.0,0.0,3.6,,,,2.35,3.0,86.29,79.64,0.64,,0.64,,,182.8,862.6,2.86,,13.51,,-0.53,,,,,,,89.59,335.4,,86.29,79.64,4.51,4.36,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622540,2000-07-11 02:00:00,KULU,0.89,0.74,-1.49,,,,2.15,2.9,86.7,79.4,0.55,,0.55,,,176.2,861.0,2.86,,13.4,,-0.53,,,,,,,91.27,350.4,,86.7,79.4,4.48,4.33,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622560,2000-07-11 03:00:00,KULU,0.0,0.0,,,,,2.09,2.78,87.48,80.53,,,,,,,859.4,2.86,,13.45,,-0.53,,,,,,,91.48,5.4,,87.48,80.53,4.51,4.36,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622587,2000-07-11 04:00:00,KULU,0.0,0.0,,,,,2.03,2.67,88.26,81.66,,,,,,,861.8,2.86,,13.5,,-0.53,,,,,,,90.22,20.4,,88.26,81.66,4.52,4.37,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622615,2000-07-11 05:00:00,KULU,,,,,,,1.97,2.55,80.44,82.79,0.51,,0.51,,,,864.1,2.86,,13.55,,-0.53,,,,,,,87.58,35.4,,80.44,82.79,4.09,4.39,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622629,2000-07-11 06:00:00,KULU,,,,,,,1.92,2.43,81.21,83.91,0.49,,0.49,,,,866.4,2.86,,13.6,,-0.53,,,,,,,83.71,50.4,,81.21,83.91,4.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622654,2000-07-11 07:00:00,KULU,,,,,,,1.86,2.31,81.99,85.04,0.48,,0.48,,,,868.8,2.86,,13.65,,-0.53,,,,,,,78.86,65.4,,81.99,85.04,4.11,4.4,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622656,2000-07-11 08:00:00,KULU,,,,,,,1.8,2.19,82.77,86.17,0.47,,0.47,,,,871.1,2.86,,13.7,,-0.53,,,,,,,73.28,80.4,,82.77,86.17,4.12,4.41,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622680,2000-07-11 09:00:00,KULU,,,,,,,1.74,2.07,83.55,87.3,0.46,,0.46,,,,873.4,2.86,,13.75,,-0.53,,,,,,,67.26,95.4,,83.55,87.3,4.13,4.42,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622702,2000-07-11 10:00:00,KULU,,,,,,,1.69,1.95,84.33,75.33,0.44,,0.44,,,,875.8,2.86,,13.81,,-0.53,,,,,,,61.13,110.4,,84.33,75.33,4.14,3.77,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622716,2000-07-11 11:00:00,KULU,,,,,,,1.63,1.83,85.11,76.46,0.43,,0.43,,,,878.1,2.86,,13.86,,-0.53,,,,,,,55.24,125.4,,85.11,76.46,4.15,3.79,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622746,2000-07-11 12:00:00,KULU,,,,,,,1.57,1.71,85.88,77.58,0.42,,0.42,,,,880.5,2.86,,13.91,,-0.53,,,,,,,50.02,140.4,,85.88,77.58,4.16,3.8,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622772,2000-07-11 13:00:00,KULU,,,,,,,1.51,1.59,86.66,78.71,0.41,,0.41,,,,882.8,2.86,,13.96,,-0.53,,,,,,,45.97,155.4,,86.66,78.71,4.17,3.81,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622794,2000-07-11 14:00:00,KULU,,,,,,,1.46,1.47,87.44,79.84,0.39,,0.39,,,,885.1,2.86,,14.01,,-0.53,,,,,,,43.6,170.4,,87.44,79.84,4.18,3.82,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622799,2000-07-11 15:00:00,KULU,,,,,,,1.4,1.35,88.22,80.97,0.38,,0.38,,,,887.5,2.86,,14.06,,-0.53,,,,,,,43.31,185.4,,88.22,80.97,4.19,3.83,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622824,2000-07-11 16:00:00,KULU,268.64,227.97,35.51,7.84,,,1.34,1.23,89.0,82.1,0.37,,0.37,,0.0,142.6,889.8,2.88,,14.11,,-0.55,,,,,,,45.13,200.4,0.85,89.0,82.1,6.63,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622846,2000-07-11 17:00:00,KULU,277.83,241.21,34.67,7.65,,,1.0,1.72,87.18,77.95,0.46,,0.46,,0.8,142.6,892.0,2.88,,14.07,,-0.55,,,,,,,48.77,215.4,0.87,87.18,77.95,6.39,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622867,2000-07-11 18:00:00,KULU,287.01,254.44,33.84,7.47,,,0.65,2.2,85.83,86.9,0.55,,0.55,,1.6,142.6,894.3,2.89,,14.02,,-0.56,,,,,,,53.72,230.4,0.89,85.83,86.9,6.2,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622880,2000-07-11 19:00:00,KULU,260.99,228.62,37.44,,,,1.22,2.11,84.3,87.78,1.06,,1.06,,1.9,164.5,896.0,2.89,,13.93,,-0.56,,,,,,,59.49,245.4,0.88,84.3,87.78,3.91,4.35,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622903,2000-07-11 20:00:00,KULU,234.98,202.81,41.04,,,,1.79,2.01,82.3,88.65,1.58,,1.58,,2.2,186.4,897.6,2.89,,13.85,,-0.56,,,,,,,65.6,260.4,0.86,82.3,88.65,3.97,4.35,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622923,2000-07-11 21:00:00,KULU,208.94,176.98,44.63,,,,2.36,1.91,88.9,76.42,2.09,,2.09,,2.5,208.3,899.3,2.89,,13.76,,-0.56,,,,,,,71.7,275.4,,88.9,76.42,4.46,3.72,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622936,2000-07-11 22:00:00,KULU,182.91,151.15,48.23,,,,2.93,1.81,86.9,77.3,2.61,,2.61,,2.8,230.2,901.0,2.88,,13.67,,-0.55,,,,,,,77.44,290.4,,86.9,77.3,4.54,3.72,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622974,2000-07-11 23:00:00,KULU,121.91,100.77,,,,,2.85,1.81,86.72,76.86,2.74,,2.74,,,,897.4,2.88,,13.69,,-0.55,,,,,,,82.54,305.4,,86.72,76.86,4.52,3.72,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,193,729828
622977,2000-07-12 00:00:00,KULU,60.95,50.38,,,,,2.77,1.81,86.54,76.43,2.87,,2.87,,,,893.7,2.88,,13.71,,-0.55,,,,,,,86.72,320.4,,86.54,76.43,4.5,3.71,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623009,2000-07-12 01:00:00,KULU,0.0,0.0,,,,,2.68,1.81,86.35,75.99,3.0,,3.0,,,,890.1,2.88,,13.73,,-0.55,,,,,,,89.74,335.4,,86.35,75.99,4.48,3.71,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623021,2000-07-12 02:00:00,KULU,0.0,0.0,,,,,2.6,,86.17,75.55,3.12,,3.12,,,,886.5,2.88,,13.75,,-0.55,,,,,,,91.42,350.4,,86.17,75.55,4.46,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623043,2000-07-12 03:00:00,KULU,0.0,0.0,37.86,,,,2.52,,85.99,75.12,3.25,,3.25,,,,882.9,2.88,,13.77,,-0.55,,,,,,,91.63,5.4,,85.99,75.12,4.45,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623073,2000-07-12 04:00:00,KULU,0.0,0.0,35.78,,,,2.43,,85.81,74.68,3.38,,3.38,,,,879.2,2.88,,13.8,,-0.55,,,,,,,90.37,20.4,,85.81,74.68,4.43,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623095,2000-07-12 05:00:00,KULU,7.43,6.31,33.71,,,,2.35,,85.63,74.25,3.51,,3.51,,,,875.6,2.88,,13.82,,-0.55,,,,,,,87.72,35.4,,85.63,74.25,4.41,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623114,2000-07-12 06:00:00,KULU,14.85,12.62,31.63,,,,2.27,,85.45,73.81,3.64,,3.64,,,,872.0,2.88,,13.84,,-0.55,,,,,,,83.85,50.4,,85.45,73.81,4.4,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623135,2000-07-12 07:00:00,KULU,22.27,18.93,29.56,,,,2.18,,85.26,73.37,3.77,,3.77,,,,868.4,2.88,,13.86,,-0.55,,,,,,,79.0,65.4,,85.26,73.37,4.38,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623151,2000-07-12 08:00:00,KULU,29.69,25.24,27.48,,,,2.1,,85.08,72.94,3.9,,3.9,,,,864.7,2.88,,13.88,,-0.55,,,,,,,73.42,80.4,,85.08,72.94,4.36,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623158,2000-07-12 09:00:00,KULU,37.11,31.55,25.41,,,,2.02,,84.9,72.5,4.02,,4.02,,,226.6,861.1,2.88,,13.9,,-0.55,,,,,,,67.4,95.4,0.85,84.9,72.5,4.35,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623189,2000-07-12 10:00:00,KULU,,,,,,,2.01,,84.27,71.73,,,,,,,860.7,2.88,,13.87,,-0.55,,,,,,,61.27,110.4,,84.27,71.73,4.31,,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623201,2000-07-12 11:00:00,KULU,,,,,,,2.0,1.81,83.65,70.96,,,,,,,860.3,2.88,,13.83,,-0.55,,,,,,,55.38,125.4,,83.65,70.96,4.28,3.58,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623218,2000-07-12 12:00:00,KULU,,,,,,,1.99,1.82,74.42,70.19,,,,,,,860.0,2.88,,13.8,,-0.55,,,,,,,50.16,140.4,,74.42,70.19,3.81,3.55,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623243,2000-07-12 13:00:00,KULU,,,,,,,1.98,1.83,73.79,69.42,,,,,,,859.6,2.88,,13.77,,-0.55,,,,,,,46.11,155.4,,73.79,69.42,3.77,3.51,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623270,2000-07-12 14:00:00,KULU,,,,,,,1.97,1.83,73.16,68.65,,,,,,,859.2,2.88,,13.73,,-0.55,,,,,,,43.76,170.4,,73.16,68.65,3.74,3.47,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623283,2000-07-12 15:00:00,KULU,,,,,,,1.97,1.84,72.54,67.88,,,,,,,858.8,2.88,,13.7,,-0.55,,,,,,,43.46,185.4,,72.54,67.88,3.71,3.44,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623299,2000-07-12 16:00:00,KULU,,,,,,,1.96,1.85,71.91,67.11,,,,,,,858.4,2.88,,13.67,,-0.55,,,,,,,45.28,200.4,,71.91,67.11,3.68,3.4,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623331,2000-07-12 17:00:00,KULU,,,,,,,1.95,1.85,71.28,66.34,,,,,,,858.0,2.88,,13.63,,-0.55,,,,,,,48.91,215.4,,71.28,66.34,3.64,3.37,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623349,2000-07-12 18:00:00,KULU,,,,,,,1.94,1.86,70.65,65.57,,,,,,,857.7,2.88,,13.6,,-0.55,,,,,,,53.87,230.4,,70.65,65.57,3.61,3.33,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623368,2000-07-12 19:00:00,KULU,,,,,,,1.93,1.87,70.03,64.8,,,,,,,857.3,2.88,,13.57,,-0.55,,,,,,,59.63,245.4,,70.03,64.8,3.58,3.3,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623388,2000-07-12 20:00:00,KULU,,,,,,,1.92,1.87,69.4,64.03,6.91,,6.91,,,,856.9,2.88,,13.54,,-0.55,,,,,,,65.74,260.4,,69.4,64.03,3.54,3.26,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623397,2000-07-12 21:00:00,KULU,,,,,,,1.91,1.88,68.77,63.26,7.17,,7.17,,,,856.5,2.88,,13.5,,-0.55,,,,,,,71.84,275.4,,68.77,63.26,3.51,3.22,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623425,2000-07-12 22:00:00,KULU,,,,,,,1.9,1.89,68.15,62.49,7.44,,7.44,,,,856.1,2.88,,13.47,,-0.55,,,,,,,77.58,290.4,,68.15,62.49,3.48,3.19,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623443,2000-07-12 23:00:00,KULU,,,,,,,1.9,1.9,67.52,61.72,7.7,,7.7,,,,855.8,2.88,,13.44,,-0.55,,,,,,,82.68,305.4,,67.52,61.72,3.45,3.15,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,194,729829
623469,2000-07-13 00:00:00,KULU,,,,,,,1.89,1.9,66.89,60.95,7.96,,7.96,,,,855.4,2.88,,13.4,,-0.55,,,,,,,86.87,320.4,,66.89,60.95,3.41,3.11,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623491,2000-07-13 01:00:00,KULU,0.0,0.0,,,,,1.88,1.91,66.26,60.18,8.22,,8.22,,,,855.0,2.88,,13.37,,-0.55,,,,,,,89.89,335.4,,66.26,60.18,3.38,3.08,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623507,2000-07-13 02:00:00,KULU,0.0,0.0,,,,,1.87,1.92,65.64,59.41,8.49,,8.49,,,,854.6,2.88,,13.34,,-0.55,,,,,,,91.57,350.4,,65.64,59.41,3.35,3.04,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623524,2000-07-13 03:00:00,KULU,0.0,0.0,,,,,1.86,1.92,65.01,58.64,8.75,,8.75,,,,854.2,2.88,,13.3,,-0.55,,,,,,,91.79,5.4,,65.01,58.64,3.32,3.0,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623552,2000-07-13 04:00:00,KULU,0.0,0.0,,,,,1.85,1.93,64.38,57.87,9.01,,9.01,,,,853.8,2.88,,13.27,,-0.55,,,,,,,90.52,20.4,,64.38,57.87,3.28,2.97,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623557,2000-07-13 05:00:00,KULU,24.63,17.88,,,,,1.84,1.94,63.76,57.1,9.27,,9.27,,,,853.5,2.88,,13.24,,-0.55,,,,,,,87.87,35.4,,63.76,57.1,3.25,2.93,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623585,2000-07-13 06:00:00,KULU,49.28,35.78,,,,,1.83,1.94,63.13,56.33,9.54,,9.54,,,,853.1,2.88,,13.2,,-0.55,,,,,,,84.0,50.4,,63.13,56.33,3.22,2.89,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623597,2000-07-13 07:00:00,KULU,73.93,53.67,6.5,,,,1.83,1.95,62.5,55.56,9.8,,9.8,,,275.1,852.7,2.9,,13.17,,-0.57,,,,,,,79.14,65.4,,62.5,55.56,3.19,2.86,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623630,2000-07-13 08:00:00,KULU,71.05,59.07,12.31,,,,1.14,1.28,72.4,64.35,12.13,,12.13,,,275.1,856.8,2.9,,13.64,,-0.57,,,,,,,73.56,80.4,,72.4,64.35,3.5,3.14,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623646,2000-07-13 09:00:00,KULU,87.21,74.66,22.02,,,,2.11,2.14,72.67,70.13,5.81,,5.81,,,236.1,860.8,2.9,,14.14,,-0.57,,,,,,,67.54,95.4,0.86,72.67,70.13,3.74,3.62,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623664,2000-07-13 10:00:00,KULU,168.89,144.67,47.05,,,,4.3,4.27,80.2,84.5,3.1,,3.1,,,154.7,860.3,2.9,,15.05,,-0.57,,,,,,,61.41,110.4,0.86,80.2,84.5,4.83,5.08,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623684,2000-07-13 11:00:00,KULU,,,,,,,4.04,4.03,81.72,86.07,,,,,,,859.8,2.9,,14.94,,-0.57,,,,,,,55.52,125.4,,81.72,86.07,4.84,5.09,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623705,2000-07-13 12:00:00,KULU,,,,,,,3.79,3.79,82.44,80.34,,,,,,,859.3,2.9,,14.84,,-0.57,,,,,,,50.31,140.4,,82.44,80.34,4.8,4.67,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623730,2000-07-13 13:00:00,KULU,,,,,,,3.54,3.54,83.97,81.91,,,,,,,858.8,2.9,,14.73,,-0.57,,,,,,,46.27,155.4,,83.97,81.91,4.8,4.68,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623743,2000-07-13 14:00:00,KULU,,,,,,,3.28,3.3,85.49,83.48,,,,,,,858.3,2.9,,14.62,,-0.57,,,,,,,43.92,170.4,,85.49,83.48,4.8,4.7,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623756,2000-07-13 15:00:00,KULU,,,,,,,3.03,3.05,87.01,85.06,,,,,,,857.8,2.9,,14.51,,-0.57,,,,,,,43.62,185.4,,87.01,85.06,4.8,4.7,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623777,2000-07-13 16:00:00,KULU,,,,,,,2.78,2.81,83.34,81.13,2.0,,2.0,,,,857.3,2.9,,14.41,,-0.57,,,,,,,45.44,200.4,,83.34,81.13,4.52,4.41,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623807,2000-07-13 17:00:00,KULU,,,,,,,2.52,2.56,84.86,82.7,1.82,,1.82,,,,856.8,2.9,,14.3,,-0.57,,,,,,,49.06,215.4,,84.86,82.7,4.52,4.42,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623830,2000-07-13 18:00:00,KULU,,,,,,,2.27,2.32,86.39,84.27,1.64,,1.64,,,,856.3,2.9,,14.19,,-0.57,,,,,,,54.01,230.4,,86.39,84.27,4.53,4.43,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623852,2000-07-13 19:00:00,KULU,,,,,,,2.02,2.08,87.91,85.84,1.46,,1.46,,,,855.9,2.9,,14.09,,-0.57,,,,,,,59.77,245.4,,87.91,85.84,4.53,4.44,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623866,2000-07-13 20:00:00,KULU,,,,,,,1.76,1.83,80.83,74.31,1.27,,1.27,,,,855.4,2.9,,13.98,,-0.57,,,,,,,65.89,260.4,,80.83,74.31,4.09,3.78,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623889,2000-07-13 21:00:00,KULU,,,,,,,1.51,1.59,82.36,75.88,1.09,,1.09,,,,854.9,2.9,,13.87,,-0.57,,,,,,,71.98,275.4,,82.36,75.88,4.09,3.79,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623909,2000-07-13 22:00:00,KULU,,,,,,,1.26,1.34,83.88,77.45,0.91,,0.91,,,,854.4,2.9,,13.77,,-0.57,,,,,,,77.73,290.4,,83.88,77.45,4.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623927,2000-07-13 23:00:00,KULU,,,,,,,1.0,1.1,85.41,79.02,0.73,,0.73,,,,853.9,2.9,,13.66,,-0.57,,,,,,,82.84,305.4,,85.41,79.02,4.1,3.82,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,195,729830
623949,2000-07-14 00:00:00,KULU,,,,,,,0.75,0.86,86.45,79.4,0.55,,0.55,,,,853.4,2.9,,13.55,,-0.57,,,,,,,87.03,320.4,,86.45,79.4,4.07,3.77,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,196,729831
623971,2000-07-14 01:00:00,KULU,0.0,0.0,,,,,0.5,0.61,87.98,80.97,0.36,,0.36,,,,852.9,2.9,,13.44,,-0.57,,,,,,,90.05,335.4,,87.98,80.97,4.07,3.78,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,196,729831
623977,2000-07-14 02:00:00,KULU,0.0,0.0,,,,,0.24,0.37,89.5,82.54,0.18,,0.18,,,,852.4,2.9,,13.34,,-0.57,,,,,,,91.73,350.4,,89.5,82.54,4.07,3.79,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,196,729831
624002,2000-07-14 03:00:00,KULU,0.37,0.27,-9.92,,,,-0.01,0.12,91.77,84.11,,,,,,,851.9,2.91,,13.23,,-0.58,,,,,,,91.95,5.4,,91.77,84.11,4.1,3.79,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,196,729831
624035,2000-07-14 04:00:00,KULU,0.0,0.0,-6.39,,,,0.07,0.26,91.19,83.48,,,,,,,850.2,2.91,,13.09,,-0.58,,,,,,,90.69,20.4,,91.19,83.48,4.11,3.81,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,196,729831
624039,2000-07-14 05:00:00,KULU,4.54,3.68,-2.86,,,,0.16,0.4,91.36,82.85,,,,,,,848.5,2.91,,12.94,,-0.58,,,,,,,88.03,35.4,,91.36,82.85,4.15,3.83,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,196,729831
624060,2000-07-14 06:00:00,KULU,9.08,7.36,0.68,,,,0.24,0.53,91.53,82.21,,,,,,,846.8,2.91,,12.8,,-0.58,,,,,,,84.16,50.4,,91.53,82.21,4.19,3.84,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,196,729831
624095,2000-07-14 07:00:00,KULU,27.82,22.35,5.62,,,,0.48,0.96,90.43,79.11,,,,,,,846.8,2.91,,12.83,,-0.58,,,,,,,79.29,65.4,,90.43,79.11,4.21,3.81,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,196,729831
624109,2000-07-14 08:00:00,KULU,56.07,45.37,11.11,,,,1.09,1.16,85.1,79.0,,,,,,,849.4,2.92,,13.0,,-0.59,,,,,,,73.71,80.4,,85.1,79.0,4.13,3.85,,,,,,,,,,,,,,,,,,,,,,,,2000,July,Summer,196,729831
