,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,year,month,season,DayOfYear,DayOfCentury
636712,2000-08-09 14:00:00,Aurora,558.8,,15.33,0.71,,,-3.99,,75.67,,3.88,,3.97,,162.9,186.6,821.4,2.93,,13.3,,-0.21,,,,,,,52.54,162.71,,75.67,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,222,729857
636724,2000-08-09 15:00:00,Aurora,542.0,,2.11,0.9,,,-3.38,,73.0,,2.92,,2.99,,173.9,175.3,820.9,2.92,,13.29,,-0.2,,,,,,,51.34,177.71,,73.0,,3.62,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,222,729857
636744,2000-08-09 16:00:00,Aurora,502.4,,-10.64,0.74,,,-3.11,,74.44,,2.6,,2.67,,175.2,174.1,820.6,2.92,,13.34,,-0.2,,,,,,,52.0,192.71,,74.44,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,222,729857
636758,2000-08-09 17:00:00,Aurora,442.8,,-34.5,0.81,,,-2.78,,81.47,,1.87,,2.0,,202.7,149.2,820.7,2.92,,13.51,,-0.2,,,,,,,54.43,207.71,,81.47,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,222,729857
636787,2000-08-09 18:00:00,Aurora,369.2,,-59.59,0.91,,,-2.5,,81.65,,1.09,,1.16,,214.4,137.4,821.1,2.92,,13.54,,-0.2,,,,,,,58.31,222.71,,81.65,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,222,729857
636810,2000-08-09 19:00:00,Aurora,259.4,,-45.37,-0.12,,,-4.26,,84.92,,1.47,,1.78,,251.2,102.2,821.3,2.93,,13.55,,-0.21,,,,,,,63.25,237.71,,85.01,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,222,729857
636829,2000-08-09 20:00:00,Aurora,150.6,,-41.18,-0.85,,,-4.9,,86.45,,0.83,,1.05,,242.0,107.9,822.4,2.93,,13.65,,-0.21,,,,,,,68.82,252.71,,87.16,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,222,729857
636854,2000-08-09 21:00:00,Aurora,47.6,,2.63,-1.82,,,-7.09,,99.55,,1.69,,1.93,,241.6,112.6,823.6,2.93,,14.87,,-0.21,,,,,,,74.64,267.71,,101.31,,4.03,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,222,729857
636873,2000-08-09 22:00:00,Aurora,16.4,,-6.05,-2.7,,,-7.68,,99.5,,2.37,,2.53,,208.2,143.5,825.2,2.92,,15.1,,-0.2,,,,,,,80.36,282.71,,102.13,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,222,729857
636888,2000-08-09 23:00:00,Aurora,6.0,,-5.82,-2.72,,,-7.55,,99.44,,3.0,,3.2,,202.4,149.4,825.9,2.92,,13.53,,-0.2,,,,,,,85.66,297.71,,102.09,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,222,729857
636911,2000-08-10 00:00:00,Aurora,4.8,0.0,-7.13,-2.87,,,-7.62,,99.39,,3.03,,3.23,,204.1,147.7,825.9,2.92,,13.44,,-0.2,,,,,,,90.25,312.71,,102.19,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
636917,2000-08-10 01:00:00,Aurora,4.4,0.0,-5.88,-2.93,,,-7.66,,99.33,,2.73,,2.86,,226.3,127.7,825.9,2.92,,13.37,,-0.2,,,,,,,93.84,327.71,,102.19,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
636949,2000-08-10 02:00:00,Aurora,4.4,0.0,-4.87,-2.91,,,-7.59,,99.14,,2.29,,2.85,,233.1,121.0,825.9,2.92,,13.31,,-0.2,,,,,,,96.21,342.71,,101.97,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
636973,2000-08-10 03:00:00,Aurora,4.4,0.0,-5.51,-2.87,,,-7.55,,98.67,,1.9,,2.03,,203.8,148.2,825.8,2.92,,13.27,,-0.2,,,,,,,97.18,357.71,,101.45,,3.68,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
636984,2000-08-10 04:00:00,Aurora,5.2,0.0,-10.83,-2.84,,,-7.54,,98.01,,1.95,,2.08,,185.1,164.9,825.6,2.92,,13.22,,-0.2,,,,,,,96.68,12.71,,100.74,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637014,2000-08-10 05:00:00,Aurora,0.0,0.0,-13.13,-2.86,,,-7.62,,98.42,,1.63,,1.74,,204.6,146.6,825.7,2.92,,13.2,,-0.2,,,,,,,94.75,27.71,,101.18,,3.68,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637021,2000-08-10 06:00:00,Aurora,0.0,0.0,-11.36,-3.07,,,-7.65,,97.59,,1.7,,1.82,,207.1,145.0,825.8,2.92,,13.18,,-0.2,,,,,,,91.53,42.71,,100.53,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637044,2000-08-10 07:00:00,Aurora,70.2,,1.48,-3.08,,,-7.44,,96.07,,1.61,,1.72,,212.1,141.0,825.8,2.92,,13.39,,-0.2,,,,,,,87.24,57.71,,98.98,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637066,2000-08-10 08:00:00,Aurora,127.8,,3.08,-2.89,,,-7.04,,93.38,,2.01,,2.14,,213.2,139.8,825.3,2.92,,14.78,,-0.2,,,,,,,82.15,72.71,,96.03,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637082,2000-08-10 09:00:00,Aurora,278.6,,17.65,-2.97,,,-6.59,,91.47,,2.45,,2.62,,188.6,161.6,824.9,2.92,,13.82,,-0.2,,,,,,,76.55,87.71,,94.14,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637113,2000-08-10 10:00:00,Aurora,304.4,,20.42,-2.53,,,-6.25,,90.48,,2.31,,2.46,,228.5,125.3,824.1,2.92,,13.57,,-0.2,,,,,,,70.75,102.71,,92.72,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637118,2000-08-10 11:00:00,Aurora,346.6,,25.91,-2.42,,,-5.63,,89.15,,1.43,,1.76,,239.7,114.4,823.7,2.92,,14.06,,-0.2,,,,,,,65.09,117.71,,91.26,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637155,2000-08-10 12:00:00,Aurora,359.4,,26.43,-1.78,,,-5.02,,83.52,,1.45,,1.57,,275.2,79.3,822.9,2.93,,13.56,,-0.21,,,,,,,59.94,132.71,,84.97,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637165,2000-08-10 13:00:00,Aurora,434.4,,34.95,-1.53,,,-4.63,,79.18,,1.91,,2.03,,292.9,60.5,822.2,2.92,,13.51,,-0.2,,,,,,,55.72,147.71,,80.36,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637189,2000-08-10 14:00:00,Aurora,437.6,,28.17,-1.19,,,-4.59,,77.79,,1.63,,1.74,,324.3,28.3,821.6,2.93,,13.45,,-0.21,,,,,,,52.84,162.71,,78.69,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637199,2000-08-10 15:00:00,Aurora,461.2,,22.8,-0.68,,,-4.67,,77.12,,1.89,,2.02,,327.8,24.3,821.0,2.93,,13.41,,-0.21,,,,,,,51.65,177.71,,77.62,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637223,2000-08-10 16:00:00,Aurora,459.4,,1.64,-0.55,,,-4.57,,76.52,,1.84,,1.97,,333.8,29.5,820.9,2.93,,13.38,,-0.21,,,,,,,52.3,192.71,,76.92,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637249,2000-08-10 17:00:00,Aurora,311.4,,3.05,-0.6,,,-5.29,,77.76,,2.12,,2.26,,330.3,22.2,820.8,2.93,,13.72,,-0.21,,,,,,,54.72,207.71,,78.21,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637270,2000-08-10 18:00:00,Aurora,234.4,,13.88,-1.19,,,-5.98,,80.27,,2.33,,2.47,,342.2,31.8,822.4,2.93,,13.81,,-0.21,,,,,,,58.6,222.71,,81.19,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637290,2000-08-10 19:00:00,Aurora,200.4,,7.47,-1.21,,,-5.75,,84.29,,2.55,,2.68,,67.5,318.9,822.9,2.93,,13.72,,-0.21,,,,,,,63.53,237.71,,85.28,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637298,2000-08-10 20:00:00,Aurora,123.8,,6.8,-1.21,,,-5.99,,89.19,,2.77,,2.88,,24.1,344.2,823.1,2.93,,13.75,,-0.21,,,,,,,69.1,252.71,,90.23,,3.78,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637327,2000-08-10 21:00:00,Aurora,77.2,,1.76,-1.27,,,-6.17,,91.57,,2.99,,3.09,,36.0,344.3,823.6,2.92,,14.22,,-0.2,,,,,,,74.92,267.71,,92.7,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637344,2000-08-10 22:00:00,Aurora,16.2,,-5.36,-1.32,,,-6.3,,93.3,,3.21,,3.3,,33.0,341.0,824.0,2.92,,15.1,,-0.2,,,,,,,80.64,282.71,,94.49,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637368,2000-08-10 23:00:00,Aurora,6.0,,-9.11,-1.65,,,-6.57,,94.11,,3.43,,3.51,,30.0,337.7,824.4,2.92,,13.53,,-0.2,,,,,,,85.95,297.71,,95.62,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,223,729858
637391,2000-08-11 00:00:00,Aurora,5.0,0.0,-17.21,-2.07,,,-6.96,,94.95,,3.64,,3.72,,27.0,334.3,824.6,2.92,,13.44,,-0.2,,,,,,,90.54,312.71,,96.87,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637402,2000-08-11 01:00:00,Aurora,4.6,0.0,-12.15,-2.39,,,-7.21,,95.17,,3.86,,3.93,,24.1,331.0,824.8,2.92,,13.37,,-0.2,,,,,,,94.14,327.71,,97.39,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637424,2000-08-11 02:00:00,Aurora,4.6,0.0,-8.68,-2.8,,,-7.57,,95.24,,4.08,,4.14,,21.1,327.7,824.5,2.92,,13.31,,-0.2,,,,,,,96.52,342.71,,97.85,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637437,2000-08-11 03:00:00,Aurora,4.4,0.0,-7.5,-2.98,,,-7.74,,96.07,,3.22,,3.25,,21.0,327.5,824.7,2.92,,13.27,,-0.2,,,,,,,97.49,357.71,,98.88,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637465,2000-08-11 04:00:00,Aurora,5.0,0.0,-6.66,-2.79,,,-7.49,,96.66,,4.79,,4.86,,13.4,336.7,824.5,2.92,,13.23,,-0.2,,,,,,,96.99,12.71,,99.3,,3.64,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637476,2000-08-11 05:00:00,Aurora,0.0,0.0,-7.86,-2.97,,,-7.7,,96.89,,5.2,,5.27,,10.3,340.7,824.5,2.92,,13.2,,-0.2,,,,,,,95.06,27.71,,99.71,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637514,2000-08-11 06:00:00,Aurora,0.0,0.0,-1.58,-3.26,,,-7.93,,96.82,,5.95,,6.07,,12.4,344.2,824.4,2.92,,13.19,,-0.2,,,,,,,91.83,42.71,,99.92,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637523,2000-08-11 07:00:00,Aurora,68.2,,5.33,-3.96,,,-8.54,,95.3,,6.1,,6.21,,14.5,335.2,824.6,2.93,,13.37,,-0.21,,,,,,,87.53,57.71,,99.03,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637536,2000-08-11 08:00:00,Aurora,126.2,,13.88,-4.21,,,-8.6,,92.09,,6.32,,6.44,,16.6,326.3,824.7,2.93,,14.55,,-0.21,,,,,,,82.44,72.71,,95.92,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637567,2000-08-11 09:00:00,Aurora,221.6,,23.32,-4.32,,,-8.31,,87.88,,5.96,,6.05,,18.7,330.0,824.5,2.93,,14.9,,-0.21,,,,,,,76.83,87.71,,91.64,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637586,2000-08-11 10:00:00,Aurora,322.2,,41.65,-4.04,,,-7.93,,84.04,,6.56,,6.68,,20.8,328.1,824.2,2.93,,14.82,,-0.21,,,,,,,71.03,102.71,,87.39,,2.88,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637612,2000-08-11 11:00:00,Aurora,395.6,,48.74,-3.89,,,-7.76,,85.07,,7.0,,7.12,,18.3,337.1,823.5,2.93,,14.18,,-0.21,,,,,,,65.37,117.71,,88.34,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637621,2000-08-11 12:00:00,Aurora,403.8,,45.77,-3.9,,,-7.97,,86.25,,6.99,,7.12,,72.5,319.0,822.8,2.93,,14.18,,-0.21,,,,,,,60.23,132.71,,89.57,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637647,2000-08-11 13:00:00,Aurora,450.0,,48.34,-4.24,,,-8.28,,87.63,,6.76,,6.88,,72.7,341.5,822.3,2.93,,13.88,,-0.21,,,,,,,56.02,147.71,,91.3,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637668,2000-08-11 14:00:00,Aurora,483.4,,51.19,-4.07,,,-8.01,,86.17,,6.54,,6.64,,87.1,311.9,821.8,2.93,,13.72,,-0.21,,,,,,,53.14,162.71,,89.63,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637677,2000-08-11 15:00:00,Aurora,485.2,,49.35,-3.82,,,-7.72,,85.03,,5.98,,6.07,,70.5,321.7,821.1,2.93,,14.69,,-0.21,,,,,,,51.96,177.71,,88.23,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637699,2000-08-11 16:00:00,Aurora,398.6,,36.58,-3.71,,,-7.91,,86.62,,5.76,,5.86,,87.6,316.8,820.8,2.93,,14.35,,-0.21,,,,,,,52.61,192.71,,89.79,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637718,2000-08-11 17:00:00,Aurora,347.0,,27.43,-3.77,,,-7.92,,86.42,,4.63,,4.65,,60.5,325.1,821.1,2.93,,13.92,,-0.21,,,,,,,55.03,207.71,,89.63,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637740,2000-08-11 18:00:00,Aurora,249.0,,10.7,-3.38,,,-7.63,,81.6,,3.79,,3.81,,19.5,328.9,820.6,2.93,,14.82,,-0.21,,,,,,,58.9,222.71,,84.31,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637767,2000-08-11 19:00:00,Aurora,241.2,,-47.15,-3.54,,,-7.4,,76.75,,2.18,,2.2,,57.8,289.9,821.0,2.93,,14.03,,-0.21,,,,,,,63.82,237.71,,79.43,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637785,2000-08-11 20:00:00,Aurora,154.2,,-13.65,-4.38,,,-8.62,,83.94,,3.43,,3.52,,117.2,232.4,820.5,2.93,,14.02,,-0.21,,,,,,,69.38,252.71,,87.58,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637804,2000-08-11 21:00:00,Aurora,50.2,,-9.09,-4.3,,,-9.08,,88.47,,5.14,,5.28,,131.0,217.8,821.8,2.93,,15.13,,-0.21,,,,,,,75.2,267.71,,92.23,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637823,2000-08-11 22:00:00,Aurora,18.0,,-61.08,-5.38,,,-10.11,,90.96,,3.4,,3.55,,136.6,213.3,822.2,2.93,,14.37,,-0.21,,,,,,,80.93,282.71,,95.83,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637841,2000-08-11 23:00:00,Aurora,6.4,,-59.08,-6.79,,,-11.53,,93.55,,3.33,,3.53,,116.4,232.6,823.5,2.93,,13.56,,-0.21,,,,,,,86.24,297.71,,99.92,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,224,729859
637863,2000-08-12 00:00:00,Aurora,4.0,0.0,-40.14,-7.19,,,-11.63,,92.88,,3.73,,3.9,,113.4,235.6,824.4,2.93,,13.47,,-0.21,,,,,,,90.84,312.71,,99.59,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
637892,2000-08-12 01:00:00,Aurora,4.0,0.0,-46.24,-7.58,,,-11.89,,91.36,,4.36,,4.51,,118.6,231.3,824.1,2.93,,13.4,,-0.21,,,,,,,94.45,327.71,,98.34,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
637911,2000-08-12 02:00:00,Aurora,4.2,0.0,-53.0,-7.85,,,-12.29,,90.64,,4.67,,4.85,,120.4,229.0,824.4,2.93,,13.34,,-0.21,,,,,,,96.83,342.71,,97.82,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
637933,2000-08-12 03:00:00,Aurora,4.2,0.0,-52.62,-7.9,,,-12.22,,90.79,,4.95,,5.17,,118.9,231.0,824.4,2.93,,13.29,,-0.21,,,,,,,97.8,357.71,,98.03,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
637939,2000-08-12 04:00:00,Aurora,4.4,0.0,-53.9,-7.46,,,-11.71,,97.02,,5.72,,5.95,,132.6,217.4,824.6,2.93,,13.23,,-0.21,,,,,,,97.3,12.71,,104.31,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
637959,2000-08-12 05:00:00,Aurora,0.0,0.0,-53.52,-7.7,,,-11.94,,98.3,,5.42,,5.64,,128.8,220.6,824.5,2.93,,13.19,,-0.21,,,,,,,95.36,27.71,,105.93,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
637993,2000-08-12 06:00:00,Aurora,0.0,0.0,-33.63,-8.06,,,-12.04,,92.51,,5.43,,5.66,,118.0,231.4,824.6,2.93,,13.18,,-0.21,,,,,,,92.13,42.71,,100.04,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638008,2000-08-12 07:00:00,Aurora,118.8,,5.46,-7.85,,,-11.38,,85.98,,5.13,,5.36,,123.1,225.9,824.4,2.93,,13.41,,-0.21,,,,,,,87.83,57.71,,92.79,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638018,2000-08-12 08:00:00,Aurora,208.8,,20.59,-6.37,,,-9.73,,83.29,,4.56,,4.76,,139.5,211.3,823.9,2.93,,14.01,,-0.21,,,,,,,82.73,72.71,,88.6,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638055,2000-08-12 09:00:00,Aurora,302.8,,29.66,-4.41,,,-7.81,,80.36,,4.7,,4.89,,139.8,210.2,822.9,2.93,,13.75,,-0.21,,,,,,,77.12,87.71,,83.87,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638067,2000-08-12 10:00:00,Aurora,396.2,,31.95,-2.84,,,-6.56,,79.8,,4.8,,4.95,,149.9,200.6,821.9,2.94,,13.57,,-0.22,,,,,,,71.32,102.71,,82.02,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638091,2000-08-12 11:00:00,Aurora,473.8,,28.87,-1.25,,,-5.27,,78.37,,5.12,,5.26,,151.5,197.5,821.0,2.94,,13.48,,-0.22,,,,,,,65.66,117.71,,79.32,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638110,2000-08-12 12:00:00,Aurora,520.2,,22.33,0.34,,,-4.21,,78.41,,5.69,,5.84,,156.4,192.9,820.5,2.94,,13.39,,-0.22,,,,,,,60.53,132.71,,78.41,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638130,2000-08-12 13:00:00,Aurora,551.2,,15.28,1.36,,,-3.5,,78.17,,5.25,,5.38,,158.7,191.8,820.0,2.94,,13.33,,-0.22,,,,,,,56.32,147.71,,78.17,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638136,2000-08-12 14:00:00,Aurora,555.8,,8.34,2.01,,,-2.79,,82.6,,4.15,,4.27,,159.5,190.5,819.8,2.94,,13.3,,-0.22,,,,,,,53.45,162.71,,82.6,,4.44,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638160,2000-08-12 15:00:00,Aurora,532.2,,0.37,2.44,,,-2.22,,80.61,,3.39,,3.53,,167.5,181.6,819.3,2.94,,13.28,,-0.22,,,,,,,52.27,177.71,,80.61,,4.47,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638188,2000-08-12 16:00:00,Aurora,488.2,,-12.41,2.3,,,-2.22,,80.82,,3.48,,3.62,,162.2,187.1,819.2,2.94,,13.31,,-0.22,,,,,,,52.92,192.71,,80.82,,4.44,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638199,2000-08-12 17:00:00,Aurora,436.2,,-30.59,1.93,,,-2.51,,83.51,,3.69,,3.84,,164.8,184.6,819.8,2.94,,14.03,,-0.22,,,,,,,55.33,207.71,,83.51,,4.46,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638232,2000-08-12 18:00:00,Aurora,358.8,,-52.0,1.74,,,-2.94,,86.44,,3.81,,3.97,,160.3,188.9,820.4,2.94,,13.59,,-0.22,,,,,,,59.19,222.71,,86.44,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638240,2000-08-12 19:00:00,Aurora,264.4,,-64.71,1.46,,,-3.48,,81.46,,4.17,,4.35,,155.2,194.0,821.4,2.94,,14.52,,-0.22,,,,,,,64.11,237.71,,81.46,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638274,2000-08-12 20:00:00,Aurora,168.0,,-75.66,0.61,,,-4.29,,82.75,,3.95,,4.17,,146.9,202.4,822.5,2.94,,13.72,,-0.22,,,,,,,69.67,252.71,,82.75,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638278,2000-08-12 21:00:00,Aurora,78.6,,-83.16,-0.81,,,-5.74,,86.29,,3.98,,4.21,,127.0,222.3,823.4,2.94,,14.18,,-0.22,,,,,,,75.49,267.71,,86.96,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638297,2000-08-12 22:00:00,Aurora,15.8,,-68.9,-1.93,,,-7.11,,86.37,,4.15,,4.38,,129.3,220.0,824.9,2.94,,14.36,,-0.22,,,,,,,81.22,282.71,,87.99,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638320,2000-08-12 23:00:00,Aurora,6.0,,-64.64,-3.19,,,-8.23,,87.69,,4.31,,4.54,,132.4,217.6,826.4,2.94,,13.53,,-0.22,,,,,,,86.53,297.71,,90.44,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,225,729860
638344,2000-08-13 00:00:00,Aurora,4.4,0.0,-62.24,-4.18,,,-8.97,,88.11,,4.48,,4.71,,130.5,215.3,827.6,2.94,,13.45,,-0.22,,,,,,,91.14,312.71,,91.75,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,226,729861
638357,2000-08-13 01:00:00,Aurora,4.0,0.0,-61.98,-5.09,,,-9.76,,89.39,,4.65,,4.88,,131.5,212.9,828.4,2.94,,13.38,,-0.22,,,,,,,94.76,327.71,,93.91,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,226,729861
638380,2000-08-13 02:00:00,Aurora,4.0,0.0,-60.75,-5.26,,,-9.87,,89.84,,4.82,,5.04,,139.1,210.6,828.4,2.94,,13.32,,-0.22,,,,,,,97.14,342.71,,94.54,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,226,729861
638403,2000-08-13 03:00:00,Aurora,4.0,0.0,-58.34,-6.06,,,-10.7,,90.26,,5.08,,5.31,,136.2,214.1,828.5,2.94,,13.27,,-0.22,,,,,,,98.12,357.71,,95.73,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,226,729861
638422,2000-08-13 04:00:00,Aurora,4.4,0.0,-56.53,-6.94,,,-11.41,,90.39,,5.33,,5.57,,132.2,217.4,828.5,2.94,,13.22,,-0.22,,,,,,,97.61,12.71,,96.69,,2.47,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,226,729861
638455,2000-08-13 05:00:00,Aurora,0.0,0.0,-51.71,-7.51,,,-11.9,,90.01,,5.95,,6.21,,131.4,217.7,828.5,2.94,,13.18,,-0.22,,,,,,,95.67,27.71,,96.82,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,226,729861
638470,2000-08-13 06:00:00,Aurora,0.0,0.0,-27.02,-7.38,,,-11.22,,86.83,,6.14,,6.4,,135.0,214.4,828.5,2.94,,13.18,,-0.22,,,,,,,92.43,42.71,,93.28,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,226,729861
638481,2000-08-13 07:00:00,Aurora,105.8,,-0.59,-6.61,,,-10.33,,84.54,,5.6,,5.85,,139.0,211.7,828.5,2.94,,13.43,,-0.22,,,,,,,88.13,57.71,,90.14,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,2000,August,Summer,226,729861
