,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,year,month,season,DayOfYear,DayOfCentury
614621,2000-06-24 14:00:00,Aurora,684.8,,25.72,,,,-33.98,,41.15,,8.09,,8.61,,156.3,184.1,,,,13.5,,,,,,,,,44.35,162.71,,57.27,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,176,729811
614653,2000-06-24 15:00:00,Aurora,659.0,,-10.87,,,,-19.6,,67.82,,7.82,,8.32,,152.4,183.9,,,,13.5,,,,,,,,,43.04,177.71,,82.09,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,176,729811
614664,2000-06-24 16:00:00,Aurora,622.6,,-38.05,,,,-5.22,,73.06,,7.64,,8.16,,154.7,186.0,,,,13.5,,,,,,,,,43.75,192.71,,76.85,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,176,729811
614685,2000-06-24 17:00:00,Aurora,509.2,,-77.55,,,,-4.87,,72.89,,6.77,,7.17,,154.3,186.5,,,,13.5,,,,,,,,,46.34,207.71,,76.41,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,176,729811
614710,2000-06-24 18:00:00,Aurora,451.6,,-34.4,,,,-5.03,,73.86,,6.72,,7.15,,151.6,190.7,,2.72,,13.5,,0.0,,,,,,,50.43,222.71,,77.55,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,176,729811
614720,2000-06-24 19:00:00,Aurora,382.0,,5.74,,,,-5.33,,70.1,,6.67,,7.11,,152.9,201.0,,2.72,,13.5,,0.0,,,,,,,55.54,237.71,,73.82,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,176,729811
614743,2000-06-24 20:00:00,Aurora,291.8,,-18.6,,,,-6.33,,76.51,,6.66,,7.08,,147.6,206.1,,2.72,,13.5,,0.0,,,,,,,61.2,252.71,,81.36,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,176,729811
614764,2000-06-24 21:00:00,Aurora,166.8,,-44.99,,,,-6.76,,67.26,,6.37,,6.83,,129.3,184.0,,2.72,,13.5,,0.0,,,,,,,67.01,267.71,,71.82,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,176,729811
614792,2000-06-24 22:00:00,Aurora,130.6,,-57.06,,,,-8.19,,75.71,,7.68,,8.11,,146.8,188.4,837.7,2.72,,13.5,,0.0,,,,,,,72.64,282.71,,81.98,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,176,729811
614796,2000-06-24 23:00:00,Aurora,71.2,,-77.65,,,,-9.29,,77.05,,8.16,,8.51,,144.0,192.8,838.0,2.72,,13.5,,0.0,,,,,,,77.79,297.71,,84.33,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,176,729811
614830,2000-06-25 00:00:00,Aurora,27.4,,-76.52,,,,-10.28,,77.95,,8.47,,8.82,,144.1,197.2,838.6,2.72,,13.5,,0.0,,,,,,,82.2,312.71,,86.14,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
614847,2000-06-25 01:00:00,Aurora,13.2,,-77.22,,,,-11.32,,79.87,,8.4,,8.72,,145.2,201.6,839.6,2.72,,13.5,,0.0,,,,,,,85.61,327.71,,89.16,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
614868,2000-06-25 02:00:00,Aurora,12.6,,-74.54,,,,-12.07,,78.87,,8.57,,8.91,,144.9,206.0,840.0,2.72,,13.5,,0.0,,,,,,,87.84,342.71,,88.7,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
614892,2000-06-25 03:00:00,Aurora,19.8,,-74.64,,,,-13.04,,80.33,,8.14,,8.45,,142.8,208.1,840.7,2.72,,13.5,,0.0,,,,,,,88.75,357.71,,91.2,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
614915,2000-06-25 04:00:00,Aurora,48.8,,-70.72,,,,-13.5,,79.64,,8.14,,8.47,,140.1,211.1,840.7,2.72,,13.5,,0.0,,,,,,,88.27,12.71,,90.82,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
614931,2000-06-25 05:00:00,Aurora,107.8,,-48.89,,,,-13.11,,75.83,,8.87,,9.23,,139.1,212.2,841.1,2.72,,13.5,,0.0,,,,,,,86.43,27.71,,86.15,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
614938,2000-06-25 06:00:00,Aurora,185.0,,-23.8,,,,-12.84,,73.8,,8.45,,8.79,,137.2,213.3,840.7,2.72,,13.5,,0.0,,,,,,,83.36,42.71,,83.62,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
614971,2000-06-25 07:00:00,Aurora,277.0,,-7.01,,,,-11.96,,71.23,,8.33,,8.66,,139.5,212.3,840.6,2.72,,13.5,,0.0,,,,,,,79.24,57.71,,80.02,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
614990,2000-06-25 08:00:00,Aurora,375.6,,10.67,,,,-10.79,,68.39,,7.73,,8.03,,143.5,209.1,840.1,2.72,,13.5,,0.0,,,,,,,74.29,72.71,,75.95,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615001,2000-06-25 09:00:00,Aurora,472.8,,25.73,,,,-9.86,,67.08,,7.82,,8.11,,141.8,208.7,839.0,2.72,,13.5,,0.0,,,,,,,68.78,87.71,,73.83,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615034,2000-06-25 10:00:00,Aurora,585.6,,44.54,-4.3,,,-8.58,,67.23,,7.53,,7.88,,143.2,210.6,838.5,2.72,,13.5,,0.0,,,,,,,62.99,102.71,,70.09,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615055,2000-06-25 11:00:00,Aurora,629.6,,49.62,-3.96,,,-7.72,,67.43,,7.33,,7.64,,144.6,206.7,838.0,2.73,,13.94,,-0.01,,,,,,,57.25,117.71,,70.07,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615068,2000-06-25 12:00:00,Aurora,678.8,,62.09,-2.28,,,-6.51,,65.33,,7.26,,7.52,,149.2,201.7,836.6,2.73,,13.42,,-0.01,,,,,,,51.93,132.71,,66.79,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615081,2000-06-25 13:00:00,Aurora,712.4,,63.05,-0.94,,,-5.55,,63.68,,7.0,,7.27,,150.0,200.1,835.6,2.73,,14.4,,-0.01,,,,,,,47.47,147.71,,64.26,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615105,2000-06-25 14:00:00,Aurora,711.0,,66.21,-0.08,,,-4.81,,63.51,,6.68,,6.94,,156.3,193.7,834.9,2.73,,13.57,,-0.01,,,,,,,44.38,162.71,,63.55,,2.88,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615129,2000-06-25 15:00:00,Aurora,688.2,,61.32,0.33,,,-4.24,,62.58,,6.16,,6.41,,159.6,189.8,834.2,2.73,,13.42,,-0.01,,,,,,,43.07,177.71,,62.58,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615144,2000-06-25 16:00:00,Aurora,643.0,,49.25,0.35,,,-3.97,,64.84,,5.58,,5.79,,160.5,189.2,833.9,2.73,,13.77,,-0.01,,,,,,,43.78,192.71,,64.84,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615165,2000-06-25 17:00:00,Aurora,577.6,,31.74,0.43,,,-3.91,,66.98,,5.07,,5.27,,161.1,188.3,833.6,2.73,,14.35,,-0.01,,,,,,,46.37,207.71,,66.98,,3.16,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615189,2000-06-25 18:00:00,Aurora,495.8,,10.73,0.37,,,-4.17,,69.41,,4.84,,5.04,,155.8,193.4,833.8,2.73,,14.59,,-0.01,,,,,,,50.46,222.71,,69.41,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615208,2000-06-25 19:00:00,Aurora,403.6,,-12.14,-0.14,,,-4.76,,71.23,,4.66,,4.87,,155.3,194.1,834.2,2.73,,13.86,,-0.01,,,,,,,55.57,237.71,,71.32,,3.22,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615223,2000-06-25 20:00:00,Aurora,308.2,,-34.0,-1.31,,,-5.8,,74.28,,4.07,,4.25,,155.7,192.9,834.6,2.73,,14.87,,-0.01,,,,,,,61.23,252.71,,75.22,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615251,2000-06-25 21:00:00,Aurora,217.6,,-50.42,-2.58,,,-7.15,,74.82,,4.28,,4.51,,148.9,201.3,835.3,2.73,,14.14,,-0.01,,,,,,,67.04,267.71,,76.71,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615265,2000-06-25 22:00:00,Aurora,138.2,,-67.1,-3.84,,,-8.45,,75.29,,4.61,,4.83,,150.0,199.8,836.1,2.73,,13.6,,-0.01,,,,,,,72.67,282.71,,78.14,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615288,2000-06-25 23:00:00,Aurora,74.8,,-79.52,-5.41,,,-9.82,,76.1,,4.76,,4.99,,151.4,199.3,837.0,2.73,,13.47,,-0.01,,,,,,,77.82,297.71,,80.2,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,177,729812
615314,2000-06-26 00:00:00,Aurora,32.0,,-76.51,-6.75,,,-11.08,,76.62,,4.9,,5.14,,153.5,197.3,838.3,2.73,,13.37,,-0.01,,,,,,,82.23,312.71,,81.81,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615335,2000-06-26 01:00:00,Aurora,14.8,,-74.93,-7.89,,,-12.2,,76.96,,5.02,,5.23,,151.8,199.2,839.1,2.73,,13.28,,-0.01,,,,,,,85.65,327.71,,83.09,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615354,2000-06-26 02:00:00,Aurora,13.4,,-67.3,-8.98,,,-13.13,,77.56,,5.01,,5.22,,148.9,201.9,839.8,2.73,,13.22,,-0.01,,,,,,,87.88,342.71,,84.63,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615367,2000-06-26 03:00:00,Aurora,23.8,,-69.17,-9.75,,,-13.76,,78.74,,5.01,,5.2,,152.6,197.7,839.8,2.73,,13.21,,-0.01,,,,,,,88.78,357.71,,86.57,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615376,2000-06-26 04:00:00,Aurora,53.4,,-64.26,-10.44,,,-14.31,,79.14,,5.0,,5.19,,144.5,205.1,840.1,2.73,,13.28,,-0.01,,,,,,,88.3,12.71,,87.59,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615404,2000-06-26 05:00:00,Aurora,108.0,,-39.9,-10.76,,,-14.24,,76.53,,4.99,,5.17,,143.8,206.5,840.2,2.73,,13.56,,-0.01,,,,,,,86.47,27.71,,84.97,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615419,2000-06-26 06:00:00,Aurora,184.2,,-15.9,-10.46,,,-13.78,,75.19,,4.98,,5.16,,146.7,203.4,840.1,2.73,,14.0,,-0.01,,,,,,,83.4,42.71,,83.24,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615455,2000-06-26 07:00:00,Aurora,276.4,,-0.5,-9.78,,,-13.01,,74.14,,4.88,,5.07,,143.9,206.8,839.9,2.73,,15.28,,-0.01,,,,,,,79.27,57.71,,81.53,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615471,2000-06-26 08:00:00,Aurora,375.0,,12.92,-8.83,,,-11.91,,73.33,,4.7,,4.85,,142.4,208.0,839.4,2.73,,15.1,,-0.01,,,,,,,74.33,72.71,,79.9,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615491,2000-06-26 09:00:00,Aurora,469.8,,25.3,-7.43,,,-10.56,,71.98,,4.53,,4.68,,146.4,204.4,838.4,2.73,,13.75,,-0.01,,,,,,,68.81,87.71,,77.36,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615496,2000-06-26 10:00:00,Aurora,553.8,,34.21,-5.77,,,-9.15,,70.57,,4.38,,4.49,,147.8,202.2,837.2,2.73,,13.76,,-0.01,,,,,,,63.02,102.71,,74.63,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615533,2000-06-26 11:00:00,Aurora,622.0,,39.62,-4.1,,,-7.82,,70.53,,4.11,,4.22,,150.5,199.4,836.1,2.73,,13.42,,-0.01,,,,,,,57.28,117.71,,73.39,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615554,2000-06-26 12:00:00,Aurora,671.2,,51.76,-2.43,,,-6.47,,71.08,,3.95,,4.06,,157.2,192.6,834.8,2.73,,13.33,,-0.01,,,,,,,51.96,132.71,,72.77,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615561,2000-06-26 13:00:00,Aurora,697.0,,52.72,-0.99,,,-5.37,,70.87,,3.71,,3.82,,157.1,193.0,833.8,2.73,,13.29,,-0.01,,,,,,,47.51,147.71,,71.55,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615582,2000-06-26 14:00:00,Aurora,693.4,,55.9,0.13,,,-4.1,,68.94,,2.8,,2.86,,160.5,189.4,833.0,2.73,,13.25,,-0.01,,,,,,,44.42,162.71,,68.94,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615610,2000-06-26 15:00:00,Aurora,665.0,,55.44,0.54,,,-3.32,,68.1,,2.38,,2.44,,168.7,181.9,831.8,2.73,,13.2,,-0.01,,,,,,,43.11,177.71,,68.1,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615630,2000-06-26 16:00:00,Aurora,617.4,,53.81,0.53,,,-3.12,,68.26,,2.3,,2.38,,163.1,186.7,831.2,2.73,,13.28,,-0.01,,,,,,,43.82,192.71,,68.26,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615638,2000-06-26 17:00:00,Aurora,552.8,,37.68,0.79,,,-2.53,,74.3,,1.64,,1.68,,165.1,184.7,831.0,2.73,,13.77,,-0.01,,,,,,,46.4,207.71,,74.3,,3.61,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615656,2000-06-26 18:00:00,Aurora,472.0,,11.71,1.07,,,-1.82,,81.9,,1.74,,1.81,,172.0,178.3,830.8,2.73,,14.26,,-0.01,,,,,,,50.5,222.71,,81.9,,4.06,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615694,2000-06-26 19:00:00,Aurora,384.4,,-13.46,0.65,,,-2.2,,76.0,,1.83,,1.94,,160.3,181.0,830.9,2.73,,13.53,,-0.01,,,,,,,55.6,237.71,,76.0,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615696,2000-06-26 20:00:00,Aurora,294.0,,-30.57,-0.62,,,-4.53,,80.87,,1.93,,2.07,,104.5,231.9,830.7,2.73,,14.31,,-0.01,,,,,,,61.26,252.71,,81.35,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615734,2000-06-26 21:00:00,Aurora,209.4,,-45.43,-2.39,,,-6.83,,86.25,,2.03,,2.2,,103.9,241.7,832.1,2.73,,13.75,,-0.01,,,,,,,67.08,267.71,,88.27,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615755,2000-06-26 22:00:00,Aurora,135.2,,-63.26,-4.52,,,-8.99,,87.69,,2.13,,2.34,,117.1,232.5,833.6,2.73,,13.58,,-0.01,,,,,,,72.71,282.71,,91.62,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615774,2000-06-26 23:00:00,Aurora,74.4,,-76.27,-6.66,,,-10.92,,87.92,,3.02,,3.22,,122.4,227.4,835.2,2.73,,13.49,,-0.01,,,,,,,77.86,297.71,,93.79,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,178,729813
615787,2000-06-27 00:00:00,Aurora,33.2,,-72.37,-8.44,,,-12.66,,89.1,,3.97,,4.17,,124.5,226.4,836.8,2.73,,13.41,,-0.01,,,,,,,82.27,312.71,,96.71,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
615799,2000-06-27 01:00:00,Aurora,14.8,,-71.23,-10.3,,,-14.48,,90.33,,4.36,,4.55,,126.6,222.9,838.1,2.73,,13.32,,-0.01,,,,,,,85.69,327.71,,99.84,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
615821,2000-06-27 02:00:00,Aurora,13.6,,-64.84,-11.86,,,-15.87,,90.14,,4.67,,4.87,,129.7,221.8,839.1,2.73,,13.26,,-0.01,,,,,,,87.92,342.71,,101.16,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
615847,2000-06-27 03:00:00,Aurora,23.6,,-67.54,-12.86,,,-16.62,,88.78,,5.04,,5.24,,130.6,219.6,839.5,2.73,,13.23,,-0.01,,,,,,,88.82,357.71,,100.61,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
615871,2000-06-27 04:00:00,Aurora,52.8,,-63.05,-13.19,,,-16.77,,86.33,,4.97,,5.18,,132.8,216.8,839.7,2.73,,13.32,,-0.01,,,,,,,88.34,12.71,,98.15,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
615879,2000-06-27 05:00:00,Aurora,108.2,,-41.1,-12.87,,,-16.08,,81.93,,5.31,,5.52,,136.8,214.4,839.7,2.73,,14.59,,-0.01,,,,,,,86.51,27.71,,92.86,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
615903,2000-06-27 06:00:00,Aurora,185.8,,-17.76,-12.29,,,-15.38,,80.0,,5.19,,5.38,,138.1,212.3,839.4,2.73,,14.6,,-0.01,,,,,,,83.44,42.71,,90.16,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
615930,2000-06-27 07:00:00,Aurora,276.4,,-2.07,-10.99,,,-14.05,,76.58,,5.05,,5.23,,142.8,208.0,839.3,2.73,,14.85,,-0.01,,,,,,,79.31,57.71,,85.22,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
615937,2000-06-27 08:00:00,Aurora,373.4,,11.13,-9.51,,,-12.5,,75.42,,5.04,,5.2,,150.4,200.2,838.5,2.73,,14.19,,-0.01,,,,,,,74.37,72.71,,82.72,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
615964,2000-06-27 09:00:00,Aurora,466.0,,23.99,-7.98,,,-11.04,,75.58,,4.66,,4.79,,146.3,204.3,837.3,2.73,,14.31,,-0.01,,,,,,,68.85,87.71,,81.67,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
615977,2000-06-27 10:00:00,Aurora,548.4,,35.66,-6.29,,,-9.67,,74.53,,4.83,,4.97,,150.6,200.8,836.2,2.73,,14.44,,-0.01,,,,,,,63.06,102.71,,79.22,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616004,2000-06-27 11:00:00,Aurora,616.2,,48.68,-4.61,,,-8.42,,72.87,,5.17,,5.34,,155.8,195.0,835.2,2.73,,13.45,,-0.01,,,,,,,57.32,117.71,,76.2,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616030,2000-06-27 12:00:00,Aurora,656.0,,65.8,-3.03,,,-7.15,,70.63,,5.02,,5.2,,161.6,187.8,834.0,2.73,,13.35,,-0.01,,,,,,,52.0,132.71,,72.73,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616046,2000-06-27 13:00:00,Aurora,685.0,,70.56,-1.72,,,-6.18,,70.11,,5.03,,5.2,,161.9,188.2,833.1,2.73,,13.38,,-0.01,,,,,,,47.55,147.71,,71.28,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616072,2000-06-27 14:00:00,Aurora,683.4,,74.46,-0.85,,,-5.38,,71.51,,4.78,,4.93,,171.6,178.7,832.5,2.73,,13.75,,-0.01,,,,,,,44.46,162.71,,72.1,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616084,2000-06-27 15:00:00,Aurora,658.0,,62.59,-0.22,,,-4.34,,72.77,,4.0,,4.03,,193.9,157.1,831.9,2.73,,13.36,,-0.01,,,,,,,43.16,177.71,,72.92,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616110,2000-06-27 16:00:00,Aurora,613.8,,41.57,-0.05,,,-3.95,,75.01,,3.1,,3.31,,211.0,142.9,831.9,2.73,,14.06,,-0.01,,,,,,,43.86,192.71,,75.04,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616132,2000-06-27 17:00:00,Aurora,551.2,,32.81,0.03,,,-3.59,,73.69,,2.5,,2.66,,198.8,152.3,831.7,2.73,,13.45,,-0.01,,,,,,,46.45,207.71,,73.69,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616136,2000-06-27 18:00:00,Aurora,473.4,,18.0,0.1,,,-3.52,,75.08,,2.05,,2.62,,200.8,151.0,832.0,2.73,,13.59,,-0.01,,,,,,,50.54,222.71,,75.08,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616163,2000-06-27 19:00:00,Aurora,387.2,,-3.8,-0.34,,,-4.13,,79.28,,1.89,,2.57,,180.0,170.4,831.9,2.73,,14.76,,-0.01,,,,,,,55.65,237.71,,79.54,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616181,2000-06-27 20:00:00,Aurora,297.8,,-30.35,-1.34,,,-5.36,,84.25,,1.81,,2.53,,153.6,195.9,832.3,2.73,,13.6,,-0.01,,,,,,,61.31,252.71,,85.34,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616198,2000-06-27 21:00:00,Aurora,210.8,,-48.24,-2.5,,,-6.76,,87.15,,1.82,,2.49,,148.3,201.0,832.9,2.73,,14.9,,-0.01,,,,,,,67.12,267.71,,89.28,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616232,2000-06-27 22:00:00,Aurora,134.0,,-63.01,-4.05,,,-8.51,,89.39,,2.23,,2.44,,149.4,200.8,833.6,2.73,,14.2,,-0.01,,,,,,,72.75,282.71,,92.97,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616247,2000-06-27 23:00:00,Aurora,72.4,,-73.11,-5.59,,,-9.93,,91.89,,2.72,,2.94,,142.1,207.7,835.3,2.73,,13.63,,-0.01,,,,,,,77.91,297.71,,97.01,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,179,729814
616272,2000-06-28 00:00:00,Aurora,32.4,,-70.58,-7.55,,,-11.75,,94.25,,3.17,,3.39,,133.2,216.7,836.7,2.73,,13.48,,-0.01,,,,,,,82.32,312.71,,101.42,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,180,729815
616295,2000-06-28 01:00:00,Aurora,14.6,,-68.6,-9.16,,,-13.44,,96.66,,4.07,,4.28,,130.3,221.2,838.1,2.73,,13.36,,-0.01,,,,,,,85.74,327.71,,105.66,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,180,729815
616297,2000-06-28 02:00:00,Aurora,13.0,,-60.84,-10.77,,,-14.86,,97.39,,5.34,,5.55,,130.6,220.7,838.8,2.73,,13.29,,-0.01,,,,,,,87.97,342.71,,108.14,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,180,729815
616319,2000-06-28 03:00:00,Aurora,22.8,,-60.87,-11.73,,,-15.63,,99.15,,6.2,,6.45,,130.9,220.1,839.6,2.73,,13.27,,-0.01,,,,,,,88.87,357.71,,111.13,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,180,729815
616355,2000-06-28 04:00:00,Aurora,51.8,,-56.38,-11.73,,,-15.41,,97.71,,6.57,,6.83,,131.2,219.6,839.6,2.73,,13.35,,-0.01,,,,,,,88.39,12.71,,109.52,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,180,729815
616359,2000-06-28 05:00:00,Aurora,106.6,,-35.05,-11.47,,,-14.81,,90.92,,6.23,,6.48,,131.5,219.0,839.3,2.73,,14.9,,-0.01,,,,,,,86.56,27.71,,101.65,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,180,729815
616377,2000-06-28 06:00:00,Aurora,184.2,,-16.99,-11.26,,,-14.54,,88.88,,5.64,,5.86,,131.8,218.5,839.3,2.73,,14.14,,-0.01,,,,,,,83.49,42.71,,99.17,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,180,729815
616404,2000-06-28 07:00:00,Aurora,277.0,,-3.68,-10.79,,,-14.04,,85.34,,6.39,,6.63,,132.5,219.1,839.0,2.73,,14.59,,-0.01,,,,,,,79.36,57.71,,94.78,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,180,729815
616434,2000-06-28 08:00:00,Aurora,374.4,,9.55,-9.61,,,-12.8,,81.96,,6.24,,6.47,,134.8,216.3,838.6,2.73,,14.11,,-0.01,,,,,,,74.41,72.71,,89.98,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,180,729815
616447,2000-06-28 09:00:00,Aurora,466.8,,23.15,-7.9,,,-11.16,,78.37,,6.34,,6.57,,141.6,208.8,837.5,2.73,,14.09,,-0.01,,,,,,,68.9,87.71,,84.62,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,2000,June,Summer,180,729815
