time,p_u,t_u,rh_u,rh_u_cor,qh_u,wspd_u,wdir_u,dsr,dsr_cor,usr,usr_cor,albedo,dlr,ulr,cc,t_surf,dlhf_u,dshf_u,z_boom_u,z_stake,z_pt,z_pt_cor,precip_u,precip_u_cor,t_i_1,t_i_2,t_i_3,t_i_4,t_i_5,t_i_6,t_i_7,t_i_8,tilt_x,tilt_y,rot,gps_lat,gps_lon,gps_alt,gps_time,gps_geoid,gps_hdop,gps_numsat,gps_q,batt_v,batt_v_ini,batt_v_ss,fan_dc_u,freq_vw,t_log,t_rad,msg_lat,msg_lon,z_surf_1,z_surf_2,z_pt_cor_adj,z_surf_1_adj,z_surf_2_adj,z_surf_combined
2022-06-29 09:00:00+00:00,998.000,13.580,40.720,40.720,,17.170,227.400,10.464,,45.584,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,211.000,,,,,,,,,,,,,,,,,,,,,,,
2022-06-29 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,71.141,-51.222,32.400,759.580,1.950,,,,13.160,,,,,,13.680,,,,,,,,
2022-06-29 11:00:00+00:00,1000.000,13.250,43.870,43.870,,8.310,209.800,36.546,,159.569,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,208.200,,,,,,,,,,,,,,,,,,,,,,,
2022-06-29 12:00:00+00:00,1000.000,13.500,43.550,43.550,4.213,5.635,161.100,81.443,492.146,366.114,366.114,,342.776,391.758,0.546,0.000,11.835,140.070,2.878,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.100,71.141,-51.222,21.700,959.580,1.310,,,,13.200,,,,,,13.530,,,-0.278,,,-0.337,,-0.337
2022-06-29 13:00:00+00:00,1000.000,13.570,44.870,44.870,4.361,3.595,214.600,51.057,301.146,224.026,224.026,,352.505,397.644,0.652,0.000,5.684,49.570,2.489,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.600,71.141,-51.222,7.700,1059.580,1.300,,,,13.230,,,,,,14.670,,,0.111,,,0.052,,0.052
2022-06-29 14:00:00+00:00,1002.000,12.950,48.680,48.680,4.533,3.887,61.300,55.103,333.889,248.384,248.384,,355.980,404.971,0.730,0.000,10.004,62.828,2.487,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.900,71.141,-51.222,13.800,1159.580,1.040,,,,13.210,,,,,,14.560,,,0.113,,,0.054,,0.054
2022-06-29 15:00:00+00:00,1003.000,13.300,48.100,48.100,4.579,3.345,180.800,54.545,325.202,241.922,241.922,,352.146,399.039,0.665,0.000,6.580,39.759,2.491,,,,0.000,0.000,,,,,,,,,0.000,0.000,214.300,71.141,-51.222,13.200,1459.570,1.410,,,,13.240,,,,,,14.150,,,0.109,,,0.049,,0.049
2022-06-29 16:00:00+00:00,1004.000,13.230,48.300,48.300,4.572,4.066,241.900,48.677,290.900,216.404,216.404,,355.332,398.583,0.706,0.000,11.894,71.749,2.485,,,,0.000,0.000,,,,,,,,,0.000,0.000,212.900,71.141,-51.222,13.100,1559.570,1.220,,,,13.250,,,,,,14.270,,,0.115,,,0.055,,0.055
2022-06-29 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,71.141,-51.222,15.500,1659.570,1.080,,,,13.240,,,,,,14.110,,,,,,0.055,,0.055
2022-06-29 18:00:00+00:00,1006.000,12.100,52.400,52.400,,1.406,29.060,30.387,,136.206,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,213.500,,,,,,,,,,,,,,,,,,,,,0.055,,0.055
2022-06-29 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,71.141,-51.222,14.300,1859.580,1.470,,,,13.230,,,,,,13.230,,,,,,0.055,,0.055
2022-06-29 20:00:00+00:00,1007.000,12.600,50.470,50.470,,0.422,110.300,58.325,,253.438,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,213.200,,,,,,,,,,,,,,,,,,,,,0.055,,0.055
2022-06-29 21:00:00+00:00,1007.000,12.020,51.270,51.270,4.468,0.756,73.430,38.110,231.650,172.328,172.328,,342.698,402.677,0.639,0.000,0.000,0.000,2.485,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.600,71.141,-51.222,12.900,2059.570,0.880,,,,13.250,,,,,,15.290,,,0.115,,,0.056,,0.056
2022-06-29 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,71.141,-51.222,16.700,2159.570,1.350,,,,13.230,,,,,,14.080,,,,,,0.052,,0.052
2022-06-29 23:00:00+00:00,1008.000,9.450,61.320,61.320,,0.648,96.000,25.335,,109.859,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,213.800,,,,,,,,,,,,,,,,,,,,,0.049,,0.049
2022-06-30 00:00:00+00:00,1008.000,8.600,63.530,63.530,4.396,0.458,99.400,13.436,66.288,49.312,49.312,,309.741,376.914,0.481,0.000,0.000,0.000,2.495,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.700,71.142,-51.222,30.900,2359.580,0.990,,,,13.230,,,,,,10.540,,,0.105,,,0.045,,0.045
2022-06-30 01:00:00+00:00,1009.000,6.700,73.580,73.580,4.465,0.555,99.100,9.107,46.508,34.598,34.598,,313.577,368.041,0.631,0.000,0.000,0.000,2.486,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.900,71.141,-51.222,10.500,59.570,1.090,,,,13.220,,,,,,8.750,,,0.114,,,0.055,,0.055
2022-06-30 02:00:00+00:00,1009.000,5.750,81.700,81.700,4.642,0.741,94.200,6.560,34.503,25.667,25.667,,330.258,362.879,0.863,0.000,0.000,0.000,2.492,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.700,71.141,-51.222,15.900,159.570,1.260,,,,13.210,,,,,,7.187,,,0.108,,,0.049,,0.049
2022-06-30 03:00:00+00:00,1009.000,5.467,85.000,85.000,4.735,0.930,83.100,8.033,41.151,30.613,30.613,,325.456,357.876,0.826,0.000,0.000,0.000,2.492,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.500,71.141,-51.222,14.400,259.570,1.060,,,,13.220,,,,,,6.221,,,0.108,,,0.049,,0.049
2022-06-30 04:00:00+00:00,1010.000,5.250,85.000,85.000,4.659,0.749,138.900,5.550,25.114,18.683,18.683,,322.539,353.727,0.806,0.000,0.000,0.000,2.489,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.400,71.141,-51.222,4.700,359.570,1.640,,,,13.210,,,,,,5.674,,,0.111,,,0.052,,0.052
2022-06-30 05:00:00+00:00,1011.000,4.917,86.900,86.900,4.649,1.271,108.400,7.981,41.775,31.077,31.077,,318.136,351.812,0.777,0.000,1.214,2.412,2.491,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.500,71.141,-51.222,9.600,459.580,0.870,,,,13.210,,,,,,5.466,,,0.109,,,0.049,,0.049
2022-06-30 06:00:00+00:00,1011.000,4.867,87.000,87.000,4.638,0.936,88.700,14.072,78.282,58.235,58.235,,308.375,349.427,0.675,0.000,0.000,0.000,2.493,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.400,71.141,-51.222,12.800,559.570,0.940,,,,13.210,,,,,,5.146,,,0.107,,,0.048,,0.048
2022-06-30 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,71.141,-51.222,30.900,659.570,1.310,,,,13.190,,,,,,5.207,,,,,,0.048,,0.048
2022-06-30 08:00:00+00:00,1013.000,4.733,88.000,88.000,,1.327,73.130,23.376,,105.137,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,213.500,,,,,,,,,,,,,,,,,,,,,0.049,,0.049
2022-06-30 09:00:00+00:00,1013.000,4.900,88.100,88.100,4.698,1.440,92.900,27.629,168.281,125.186,125.186,,323.373,355.690,0.834,0.000,1.791,3.333,2.491,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.400,71.141,-51.222,15.400,859.570,1.080,,,,13.210,,,,,,5.591,,,0.109,,,0.049,,0.049
2022-06-30 10:00:00+00:00,1014.000,4.467,89.600,89.600,4.631,1.557,67.570,27.861,171.733,127.755,127.755,,328.011,358.406,0.906,0.000,2.230,4.059,2.493,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.000,71.141,-51.222,13.000,959.580,1.720,,,,13.200,,,,,,5.831,,,0.107,,,0.047,,0.047
2022-06-30 11:00:00+00:00,1014.000,5.000,86.900,86.900,4.662,1.240,77.340,32.715,206.147,153.355,153.355,,325.950,357.848,0.856,0.000,1.155,2.271,2.497,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.000,71.141,-51.222,13.200,1059.570,1.280,,,,13.200,,,,,,5.507,,,0.103,,,0.044,,0.044
2022-06-30 12:00:00+00:00,1014.000,4.883,88.300,88.300,4.699,1.523,76.420,35.017,230.537,171.500,171.500,,328.992,361.548,0.895,0.000,2.096,3.868,2.490,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.200,71.141,-51.222,15.500,1159.570,1.120,,,,13.210,,,,,,6.094,,,0.110,,,0.050,,0.050
2022-06-30 13:00:00+00:00,1015.000,4.833,88.800,88.800,4.704,0.977,95.500,35.472,230.760,171.665,171.665,,331.030,364.885,0.919,0.000,0.000,0.000,2.495,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.100,71.141,-51.222,13.800,1259.570,1.530,,,,13.210,,,,,,6.394,,,0.105,,,0.046,,0.046
2022-06-30 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,71.142,-51.222,22.200,1359.570,1.250,,,,13.210,,,,,,6.498,,,,,,0.047,,0.047
2022-06-30 15:00:00+00:00,1015.000,4.717,89.900,89.900,,1.183,92.300,31.091,,150.456,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,213.500,,,,,,,,,,,,,,,,,,,,,0.049,,0.049
2022-06-30 16:00:00+00:00,1016.000,4.750,90.000,90.000,4.735,1.067,85.400,25.198,178.527,132.809,132.809,,333.675,362.510,0.952,0.000,0.866,1.485,2.490,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.700,71.141,-51.222,16.600,1559.570,1.310,,,,13.200,,,,,,6.282,,,0.110,,,0.050,,0.050
2022-06-30 17:00:00+00:00,1016.000,4.733,90.100,90.100,4.735,1.540,88.400,23.677,181.088,134.714,134.714,,332.858,358.927,0.944,0.000,2.326,3.978,2.489,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.800,71.141,-51.222,14.000,1659.570,1.070,,,,13.210,,,,,,5.803,,,0.111,,,0.051,,0.051
2022-06-30 18:00:00+00:00,1016.000,4.750,90.500,90.500,4.762,0.578,72.010,21.787,134.201,99.834,99.834,,333.733,358.583,0.953,0.000,0.000,0.000,2.491,,,,0.000,0.000,,,,,,,,,0.000,0.000,214.000,71.141,-51.222,13.800,1759.570,1.530,,,,13.190,,,,,,5.711,,,0.109,,,0.049,,0.049
2022-06-30 19:00:00+00:00,1016.000,5.083,88.500,88.500,4.766,0.776,74.780,26.495,169.394,126.015,126.015,,330.166,356.949,0.897,0.000,0.000,0.000,2.487,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.700,71.141,-51.222,12.800,1859.570,1.450,,,,13.210,,,,,,5.465,,,0.113,,,0.054,,0.054
2022-06-30 20:00:00+00:00,1016.000,4.950,90.000,90.000,4.802,1.325,78.170,31.624,204.810,152.361,152.361,,332.648,363.220,0.930,0.000,1.613,2.701,2.492,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.700,71.142,-51.222,24.100,1959.580,2.280,,,,13.200,,,,,,6.277,,,0.108,,,0.048,,0.048
2022-06-30 21:00:00+00:00,1016.000,5.200,90.200,90.200,4.898,0.571,80.100,25.189,157.589,117.233,117.233,,329.530,360.976,0.884,0.000,0.000,0.000,2.494,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.600,71.141,-51.222,13.200,2059.570,0.890,,,,13.210,,,,,,6.110,,,0.106,,,0.046,,0.046
2022-06-30 22:00:00+00:00,1015.000,5.200,89.300,89.300,4.854,0.820,73.490,24.107,151.241,112.510,112.510,,324.204,361.166,0.827,0.000,0.000,0.000,2.488,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.700,71.141,-51.222,18.500,2159.570,1.380,,,,13.200,,,,,,6.464,,,0.112,,,0.052,,0.052
2022-06-30 23:00:00+00:00,1015.000,5.050,89.700,89.700,4.824,0.952,90.100,19.966,118.832,88.401,88.401,,308.161,358.576,0.663,0.000,0.000,0.000,2.492,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.800,71.141,-51.222,10.500,2259.570,1.380,,,,13.200,,,,,,6.428,,,0.108,,,0.049,,0.049
2022-07-01 00:00:00+00:00,1015.000,4.900,89.900,89.900,4.785,0.815,91.400,11.787,63.526,47.258,47.258,,287.036,353.118,0.445,0.000,0.000,0.000,2.491,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.900,71.141,-51.222,15.900,2359.570,0.910,,,,13.200,,,,,,5.920,,,0.109,,,0.049,,0.049
2022-07-01 01:00:00+00:00,1015.000,4.867,90.400,90.400,4.800,0.651,126.400,7.405,26.473,19.694,19.694,,276.410,345.981,0.334,0.000,0.000,0.000,2.496,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.800,71.141,-51.222,8.300,59.580,1.160,,,,13.190,,,,,,5.043,,,0.104,,,0.045,,0.045
2022-07-01 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,71.141,-51.222,17.100,159.570,1.360,,,,13.170,,,,,,4.111,,,,,,0.046,,0.046
2022-07-01 03:00:00+00:00,1014.000,3.917,94.700,94.700,,0.234,310.100,5.560,,12.411,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,213.700,,,,,,,,,,,,,,,,,,,,,0.047,,0.047
2022-07-01 04:00:00+00:00,1013.000,3.750,96.600,96.600,4.751,0.463,354.700,6.019,19.746,14.689,14.689,,278.330,331.505,0.415,0.000,0.000,0.000,2.492,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.600,71.141,-51.222,8.900,359.570,2.230,,,,13.170,,,,,,2.984,,,0.108,,,0.049,,0.049
2022-07-01 05:00:00+00:00,1013.000,4.317,94.300,94.300,4.827,0.939,205.900,6.933,26.528,19.735,19.735,,278.368,329.972,0.385,0.000,0.000,0.000,2.881,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.600,71.141,-51.222,13.400,459.570,0.910,,,,13.170,,,,,,2.930,,,-0.281,,,-0.341,,-0.341
2022-07-01 06:00:00+00:00,1012.000,3.433,95.400,95.400,4.593,1.006,4.244,7.500,35.405,26.338,26.338,,270.014,332.150,0.343,0.000,0.827,1.222,2.494,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.500,71.141,-51.222,12.500,559.580,1.140,,,,13.160,,,,,,3.344,,,0.107,,,0.047,,0.047
2022-07-01 07:00:00+00:00,1012.000,3.950,94.400,94.400,4.714,0.736,67.920,28.247,223.075,165.949,165.949,,263.406,330.394,0.245,0.000,0.000,0.000,2.499,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.400,71.141,-51.222,22.000,659.570,1.320,,,,13.170,,,,,,3.091,,,0.101,,,0.042,,0.042
2022-07-01 08:00:00+00:00,1011.000,4.233,94.200,94.200,4.803,0.411,90.000,43.222,289.006,214.996,214.996,,261.359,336.985,0.208,0.000,0.000,0.000,2.493,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.300,71.141,-51.222,13.700,759.570,1.210,,,,13.170,,,,,,4.366,,,0.107,,,0.047,,0.047
2022-07-01 09:00:00+00:00,1011.000,4.800,91.200,91.200,4.839,0.762,34.800,59.596,396.256,294.780,294.780,,269.267,352.470,0.261,0.000,0.000,0.000,2.876,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.300,71.141,-51.222,7.100,859.570,1.110,,,,13.160,,,,,,6.279,,,-0.276,,,-0.335,,-0.335
2022-07-01 10:00:00+00:00,1011.000,5.117,90.300,90.300,4.899,1.145,84.100,84.278,526.782,391.881,391.881,,270.897,364.666,0.261,0.000,1.130,1.821,2.499,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.400,71.141,-51.222,4.300,959.570,1.340,,,,13.170,,,,,,7.030,,,0.101,,,0.041,,0.041
2022-07-01 11:00:00+00:00,1010.000,5.200,90.300,90.300,4.932,1.223,75.300,107.216,533.030,484.673,396.529,,270.783,376.666,0.255,0.000,1.378,2.198,2.490,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.400,71.141,-51.222,12.800,1059.580,1.300,,,,13.170,,,,,,7.713,,,0.110,,,0.050,,0.050
2022-07-01 12:00:00+00:00,1010.000,6.000,87.800,87.800,5.071,0.866,72.290,125.000,539.278,566.032,401.176,,268.280,388.716,0.183,0.000,0.000,0.000,2.494,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.300,71.141,-51.222,16.100,1159.570,0.880,,,,13.280,,,,,,8.730,,,0.106,,,0.047,,0.047
2022-07-01 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,71.141,-51.222,17.700,1259.570,1.320,,,,13.370,,,,,,10.510,,,,,,0.046,,0.046
2022-07-01 14:00:00+00:00,1009.000,7.200,85.600,85.600,,1.240,65.610,150.172,,678.542,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,213.600,,,,,,,,,,,,,,,,,,,,,0.046,,0.046
2022-07-01 15:00:00+00:00,1009.000,7.850,82.800,82.800,5.438,1.450,80.100,154.725,558.022,700.083,415.120,,281.324,426.800,0.216,0.000,2.191,3.681,2.495,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.600,71.142,-51.222,20.500,1459.570,1.520,,,,13.500,,,,,,12.120,,,0.105,,,0.045,,0.045
2022-07-01 16:00:00+00:00,1008.000,8.050,82.700,82.700,5.511,1.848,73.930,154.038,564.269,695.112,419.768,,285.016,431.952,0.244,0.000,4.226,6.986,2.491,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.500,71.141,-51.222,14.400,1559.580,1.460,,,,13.380,,,,,,12.530,,,0.109,,,0.050,,0.050
2022-07-01 17:00:00+00:00,1009.000,8.450,79.850,79.850,5.463,1.839,74.820,147.165,570.517,662.800,424.416,,285.526,430.875,0.226,0.000,3.913,6.968,2.491,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.900,71.141,-51.222,15.800,1659.570,1.580,,,,13.540,,,,,,12.500,,,0.109,,,0.050,,0.050
2022-07-01 18:00:00+00:00,1009.000,9.130,74.670,74.670,5.350,1.624,78.260,137.801,576.765,604.640,429.064,,283.424,427.094,0.162,0.000,2.482,5.115,2.496,,,,0.000,0.000,,,,,,,,,0.000,0.000,214.000,71.141,-51.222,15.900,1759.570,1.120,,,,13.550,,,,,,12.500,,,0.104,,,0.045,,0.045
2022-07-01 19:00:00+00:00,1009.000,9.470,74.580,74.580,5.468,1.433,78.100,117.869,583.013,528.169,433.712,,285.947,423.515,0.169,0.000,1.778,3.537,2.495,,,,0.000,0.000,,,,,,,,,0.000,0.000,214.100,71.142,-51.222,32.600,1859.570,1.510,,,,13.500,,,,,,12.940,,,0.105,,,0.045,,0.045
2022-07-01 20:00:00+00:00,1009.000,9.750,76.370,76.370,5.706,1.247,77.110,100.859,589.261,438.360,438.360,,286.852,417.252,0.161,0.000,1.088,1.953,2.489,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.700,71.141,-51.222,10.000,1959.570,2.580,,,,13.470,,,,,,13.200,,,0.111,,,0.051,,0.051
2022-07-01 21:00:00+00:00,1010.000,9.950,73.050,73.050,5.527,1.496,79.690,93.557,464.637,345.650,345.650,,291.842,411.208,0.203,0.000,,,,,,,0.000,0.000,,,,,,,,,0.000,0.000,214.100,71.141,-51.222,13.300,2059.580,0.900,,,,13.440,,,,,,13.330,,,,,,0.051,,0.051
2022-07-01 22:00:00+00:00,1010.000,9.550,74.620,74.620,5.495,1.197,85.200,43.600,194.007,144.325,144.325,,292.465,397.728,0.235,0.000,0.809,1.593,2.490,,,,0.000,0.000,,,,,,,,,0.000,0.000,214.600,71.141,-51.222,11.300,2159.570,1.630,,,,13.420,,,,,,12.530,,,0.110,,,0.050,,0.050
2022-07-01 23:00:00+00:00,1010.000,9.020,77.620,77.620,5.515,0.536,80.800,10.988,44.248,32.916,32.916,,298.804,387.499,0.337,0.000,0.000,0.000,2.492,,,,0.000,0.000,,,,,,,,,0.000,0.000,214.500,71.141,-51.222,17.600,2259.570,1.210,,,,13.410,,,,,,11.370,,,0.108,,,0.048,,0.048
2022-07-02 00:00:00+00:00,1010.000,8.300,79.620,79.620,5.387,1.044,91.800,8.239,32.108,23.886,23.886,,286.817,368.434,0.249,0.000,0.129,0.236,3.317,,,,0.000,0.000,,,,,,,,,0.000,0.000,214.200,71.141,-51.222,12.700,2359.570,1.280,,,,13.400,,,,,,8.630,,,-0.717,,,-0.777,,-0.777
2022-07-02 01:00:00+00:00,1011.000,8.200,77.480,77.480,5.201,0.419,44.640,7.560,23.120,17.200,17.200,,285.245,363.420,0.238,0.000,0.000,0.000,2.496,,,,0.000,0.000,,,,,,,,,0.000,0.000,214.200,71.141,-51.222,12.600,59.570,1.300,,,,13.400,,,,,,7.947,,,0.104,,,0.045,,0.045
2022-07-02 02:00:00+00:00,1012.000,8.120,76.350,76.350,5.092,0.525,57.040,6.799,18.075,13.447,13.447,,283.150,357.361,0.220,0.000,0.000,0.000,2.493,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.700,71.141,-51.222,22.900,159.580,1.250,,,,13.390,,,,,,7.202,,,0.107,,,0.047,,0.047
2022-07-02 03:00:00+00:00,1012.000,6.867,86.400,86.400,5.288,0.447,75.120,6.143,16.060,11.947,11.947,,282.623,355.244,0.288,0.000,0.000,0.000,2.885,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.100,71.141,-51.222,17.700,259.570,1.120,,,,13.380,,,,,,6.905,,,-0.285,,,-0.344,,-0.344
2022-07-02 04:00:00+00:00,1013.000,7.017,85.900,85.900,5.306,0.509,288.900,7.784,22.196,16.512,16.512,,280.531,350.641,0.256,0.000,0.000,0.000,2.894,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.400,71.141,-51.222,4.300,359.570,1.650,,,,13.390,,,,,,6.071,,,-0.294,,,-0.354,,-0.354
2022-07-02 05:00:00+00:00,1013.000,7.783,80.400,80.400,5.235,0.875,224.800,6.770,28.199,20.978,20.978,,276.561,343.760,0.168,0.000,0.000,0.000,2.894,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.100,71.141,-51.222,11.000,459.570,0.910,,,,13.380,,,,,,5.717,,,-0.294,,,-0.354,,-0.354
2022-07-02 06:00:00+00:00,1014.000,6.883,83.800,83.800,5.124,0.359,103.700,8.660,38.156,28.384,28.384,,284.285,351.140,0.305,0.000,0.000,0.000,2.891,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.200,71.141,-51.222,11.500,559.570,0.980,,,,13.380,,,,,,6.763,,,-0.291,,,-0.350,,-0.350
2022-07-02 07:00:00+00:00,1014.000,7.000,82.500,82.500,5.085,0.492,40.300,17.509,110.034,81.856,81.856,,278.482,345.824,0.235,0.000,0.000,0.000,2.490,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.100,71.141,-51.222,28.300,659.580,2.030,,,,13.380,,,,,,5.948,,,0.110,,,0.050,,0.050
2022-07-02 08:00:00+00:00,1015.000,7.350,82.100,82.100,5.179,0.419,273.600,22.801,138.990,103.397,103.397,,311.073,352.654,0.568,0.000,0.000,0.000,2.499,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.200,71.141,-51.222,5.000,759.570,1.140,,,,13.370,,,,,,6.699,,,0.101,,,0.041,,0.041
2022-07-02 09:00:00+00:00,1016.000,7.400,80.500,80.500,5.090,0.974,91.500,38.007,248.690,185.004,185.004,,322.304,359.921,0.686,0.000,0.000,0.000,2.495,,,,0.000,0.000,,,,,,,,,0.000,0.000,212.300,71.141,-51.222,12.100,859.570,1.160,,,,13.370,,,,,,7.365,,,0.105,,,0.045,,0.045
2022-07-02 10:00:00+00:00,1016.000,7.767,79.070,79.070,5.128,1.136,96.300,48.153,317.072,235.874,235.874,,328.638,371.581,0.735,0.000,0.765,1.534,2.494,,,,0.000,0.000,,,,,,,,,0.000,0.000,211.800,71.141,-51.222,9.100,959.570,1.370,,,,13.390,,,,,,8.870,,,0.106,,,0.047,,0.047
2022-07-02 11:00:00+00:00,1017.000,7.717,79.850,79.850,5.155,0.836,79.700,53.840,346.696,257.912,257.912,,333.655,379.893,0.792,0.000,0.000,0.000,2.494,,,,0.000,0.000,,,,,,,,,0.000,0.000,211.700,71.141,-51.222,10.000,1059.570,1.250,,,,13.380,,,,,,9.680,,,0.107,,,0.047,,0.047
2022-07-02 12:00:00+00:00,1017.000,8.500,77.800,77.800,5.299,0.694,91.400,66.744,433.120,322.204,322.204,,327.368,384.139,0.679,0.000,0.000,0.000,2.496,,,,0.000,0.000,,,,,,,,,0.000,0.000,212.500,71.141,-51.222,10.100,1159.580,0.850,,,,13.380,,,,,,10.090,,,0.104,,,0.044,,0.044
2022-07-02 13:00:00+00:00,1018.000,8.020,83.000,83.000,5.466,2.098,75.370,87.113,559.525,416.239,416.239,,331.985,399.787,0.757,0.000,6.017,9.960,2.489,,,,0.000,0.000,,,,,,,,,0.000,0.000,212.700,71.141,-51.222,13.800,1259.570,1.790,,,,13.420,,,,,,11.370,,,0.111,,,0.052,,0.052
2022-07-02 14:00:00+00:00,1018.000,8.120,78.280,78.280,5.190,2.618,80.900,101.804,635.480,472.742,472.742,,318.347,402.440,0.603,0.000,9.694,19.331,2.491,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.000,71.141,-51.222,10.900,1359.570,1.190,,,,13.440,,,,,,10.730,,,0.109,,,0.049,,0.049
2022-07-02 15:00:00+00:00,1018.000,8.370,78.220,78.220,5.275,2.022,89.200,104.124,648.510,482.436,482.436,,322.225,405.849,0.631,0.000,4.648,9.023,2.491,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.600,71.141,-51.222,4.300,1459.570,3.000,,,,13.460,,,,,,10.660,,,0.109,,,0.049,,0.049
2022-07-02 16:00:00+00:00,1019.000,8.570,76.500,76.500,5.225,2.359,91.600,103.522,643.387,478.625,478.625,,330.075,411.260,0.705,0.000,6.860,14.062,2.488,,,,0.000,0.000,,,,,,,,,0.000,0.000,213.900,71.141,-51.222,18.300,1559.570,1.490,,,,13.480,,,,,,11.540,,,0.112,,,0.052,,0.052
2022-07-02 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,71.141,-51.222,10.200,1659.580,1.720,,,,13.490,,,,,,11.640,,,,,,0.052,,0.052
2022-07-02 18:00:00+00:00,1019.000,7.950,78.170,78.170,,2.314,87.000,57.878,,267.854,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,214.000,,,,,,,,,,,,,,,,,,,,,0.052,,0.052
2022-07-02 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,71.141,-51.222,18.600,1859.570,3.120,,,,13.450,,,,,,9.570,,,,,,0.051,,0.051
2022-07-02 20:00:00+00:00,1020.000,8.170,77.850,77.850,,2.932,65.000,59.287,,267.854,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,213.500,,,,,,,,,,,,,,,,,,,,,0.051,,0.051
