,stid,Datetime,Air pressure (upper boom),Air temperature (upper boom),Relative humidity (upper boom) - corrected,Specific humidity (upper boom),Wind speed (upper boom),Wind from direction (upper boom),Downwelling shortwave radiation - corrected,Upwelling shortwave radiation - corrected,Downwelling longwave radiation,Upwelling longwave radiation,Surface temperature,Latent heat flux (upper boom),Sensible heat flux (upper boom),Surface height from combined measurements DELTA,Albedo,Cloud cover,Ablation,Melting Season
16578,NSE,1998-04-26 00:00:00+00:00,,,,,,,,,,,,,,-0.01,0.8388888888888888,,False,
16579,NSE,1998-05-03 00:00:00+00:00,743.4708333333332,-18.106785714285717,,,5.23077380952381,189.26964285714286,283.92779761904757,240.6195238095238,,,,,-7.906803045987829,0.0,0.8471111111111111,,False,
16580,NSE,1998-05-10 00:00:00+00:00,744.4660714285714,-17.836190476190477,,,5.732321428571429,251.8988095238095,301.9616071428572,256.31880952380953,,,,,-7.014528311324528,0.05,0.8522337662337661,,False,
16581,NSE,1998-05-17 00:00:00+00:00,737.9982142857143,-15.771309523809522,,,6.7142857142857135,176.6791666666667,318.5642857142857,273.23821428571426,,,,,-0.26535912190963373,-0.07999999999999989,0.8598701298701298,,False,
16582,NSE,1998-05-24 00:00:00+00:00,755.457738095238,-8.97839285714286,,,5.3810714285714285,241.77083333333334,341.1714285714285,288.36095238095237,,,,,2.0909080086580087,-0.0099999999999999,0.8467099567099566,,False,
16583,NSE,1998-05-31 00:00:00+00:00,761.7595238095238,-5.215119047619048,,,5.0060119047619045,110.22738095238095,333.0755952380952,279.40059523809526,,,,,34.888808632543935,0.1400000000000001,0.841060606060606,,False,
16584,NSE,1998-06-07 00:00:00+00:00,759.9130952380953,-8.76404761904762,,,5.100357142857143,189.82738095238096,389.077380952381,313.77232142857144,,,,,-4.987533466533466,-0.01,0.8098626373626373,,False,
16585,NSE,1998-06-14 00:00:00+00:00,751.7684523809523,-11.463809523809525,,,4.282738095238096,174.68809523809526,407.85357142857146,328.0767857142858,,,,,-10.8793561108654,-0.0199999999999998,0.806043956043956,,False,
16586,NSE,1998-06-21 00:00:00+00:00,760.1309523809523,-7.248749999999999,,,4.766657268170427,216.63571428571427,346.63714285714286,290.6641071428572,,,,,6.435280617551783,9.71445146547012e-17,0.8429670329670328,,False,
16587,NSE,1998-06-28 00:00:00+00:00,759.9059523809523,-5.469345238095237,,,2.085297619047619,153.30833333333334,347.4982142857143,293.6795238095238,,,,,9.421387210098391,-1.734723475976807e-18,0.8456959706959707,,False,
16588,NSE,1998-07-05 00:00:00+00:00,755.9261904761905,-5.974702380952381,,,5.135535714285715,210.4,357.425,297.2102976190476,,,,,12.78612668293862,0.07,0.8348534798534798,,False,
16589,NSE,1998-07-12 00:00:00+00:00,747.052380952381,-9.676011904761905,,,5.9815476190476184,287.23630952380955,371.03928571428565,306.4383928571429,,,,,-2.5302958359337078,-0.04,0.8284224109224109,,False,
16590,NSE,1998-07-19 00:00:00+00:00,757.5994047619048,-8.394345238095239,,,5.278809523809524,250.3934523809524,372.04285714285714,302.97916666666663,,,,,-11.666874287992709,-0.039999999999999904,0.814491341991342,,False,
16591,NSE,1998-07-26 00:00:00+00:00,755.2017857142856,-7.134761904761904,,,3.9043452380952384,104.01607142857142,291.9845833333333,249.7588095238095,,,,,26.08752415458937,0.0499999999999998,0.8555627705627706,,False,
16592,NSE,1998-08-02 00:00:00+00:00,754.2065476190476,-4.614761904761905,,,4.304821428571429,185.11130952380952,288.56964285714287,240.33327380952377,,,,,25.179593837535013,0.009999999999999898,0.835974025974026,,False,
16593,NSE,1998-08-09 00:00:00+00:00,746.1696428571429,-6.411250000000002,,,5.757380952380951,236.69107142857143,263.83273809523814,216.41261904761905,,,,,24.331331450640455,0.1399999999999998,0.8284155844155844,,False,
16594,NSE,1998-08-16 00:00:00+00:00,748.854761904762,-6.347916666666667,,,6.108214285714285,225.33988095238098,250.08273809523808,211.2339880952381,,,,,37.79118681715111,0.019999999999999997,0.8459206349206349,,False,
16595,NSE,1998-08-23 00:00:00+00:00,750.6482142857143,-8.271309523809524,,,5.0527976190476185,187.34303571428572,233.4928571428571,197.23851190476188,,,,,3.1538396929157813,0.05,0.8465079365079365,,False,
16596,NSE,1998-08-30 00:00:00+00:00,751.2375,-9.973154761904762,,,4.3011904761904765,167.86607142857142,184.90380952380954,160.46386904761903,,,,,6.603262787723785,0.0399999999999999,0.8666468253968255,,False,
16597,NSE,1998-09-06 00:00:00+00:00,753.7303571428573,-9.155654761904762,,,5.779285714285715,222.10892857142855,172.28333333333333,147.32410714285714,,,,,5.66921052631579,0.07,0.8536224489795918,,False,
16598,NSE,1998-09-13 00:00:00+00:00,753.2113095238095,-18.57345238095238,,,4.705833333333333,206.53571428571428,170.02440476190478,144.39434523809524,,,,,-12.631227383727383,-0.0199999999999999,0.8498299319727892,,False,
16599,NSE,1998-09-20 00:00:00+00:00,751.2976190476192,-19.87125,,,4.1986309523809515,163.84107142857144,137.98607142857142,116.85767857142856,,,,,-13.892208950469822,-0.03,0.8451428571428571,,False,
16600,NSE,1998-09-27 00:00:00+00:00,759.3285714285713,-17.061666666666667,,,5.373630952380952,187.65892857142856,104.80000000000003,89.60565476190477,,,,,-7.430564793901751,0.0599999999999999,0.8532857142857143,,False,
16601,NSE,1998-10-04 00:00:00+00:00,752.4077380952382,-17.74285714285714,,,5.401190476190476,203.44285714285712,76.85952380952382,66.59363095238096,,,,,-11.627941691349587,0.0799999999999999,0.8713333333333333,,False,
