,stid,Datetime,Air pressure (upper boom),Air temperature (upper boom),Relative humidity (upper boom) - corrected,Specific humidity (upper boom),Wind speed (upper boom),Wind from direction (upper boom),Downwelling shortwave radiation - corrected,Upwelling shortwave radiation - corrected,Downwelling longwave radiation,Upwelling longwave radiation,Surface temperature,Latent heat flux (upper boom),Sensible heat flux (upper boom),Surface height from combined measurements DELTA,Albedo,Cloud cover,Ablation,Melting Season
4655,EGP,2020-02-23 00:00:00+00:00,697.7593095238095,-48.5702619047619,100.0,0.05258333333333328,5.1674999999999995,237.1486726190476,9.286541666666666,6.765779761904762,144.34000595238095,144.58708928571428,-48.643654761904756,0.024642857142857116,1.3616964285714286,-0.003999999999999794,,0.9937083333333333,False,
4656,EGP,2020-03-01 00:00:00+00:00,705.1760535714285,-57.27473809523809,97.30457738095238,0.014583333333333285,5.094315476190476,229.65230357142858,21.97467857142857,15.81427380952381,123.12769642857143,123.33636904761904,-57.25282738095239,-0.012482142857142827,0.07498809523809521,0.0049999999999996,,0.9963095238095238,False,
4657,EGP,2020-03-08 00:00:00+00:00,703.0767916666666,-43.022392857142854,100.0,0.10685119047619043,6.913886904761904,216.330375,33.40217857142857,23.704809523809526,159.6329523809524,159.84451785714282,-43.005113095238094,0.0013035714285714595,-0.07433928571428562,0.13000000000000025,,0.9950714285714286,False,
4658,EGP,2020-03-15 00:00:00+00:00,704.8519285714285,-52.05241071428571,98.29182738095237,0.03805357142857139,5.909023809523809,243.03600595238095,48.296107142857146,33.853880952380955,136.54106547619045,136.78641071428572,-51.8444761904762,-0.05168452380952377,-2.9125952380952382,-0.37600000000000044,,0.9965654761904761,False,
4659,EGP,2020-03-22 00:00:00+00:00,707.7946249999999,-43.78931547619048,99.5009880952381,0.0895773809523809,5.503267857142857,236.56745833333338,70.83982142857143,48.991553571428575,157.661125,158.03161904761905,-43.61763095238096,-0.12389285714285711,-2.0391488095238093,-0.08500000000000019,,0.9960357142857142,False,
4660,EGP,2020-03-29 00:00:00+00:00,708.6387083333333,-42.07214285714286,98.99541071428571,0.1455892857142857,6.994488095238095,237.1558630952381,101.10822619047619,68.92772023809523,162.11027976190476,157.89269642857144,-43.91522023809524,1.4780416666666665,35.19689880952381,-0.0149999999999997,,0.9876428571428573,False,
4661,EGP,2020-04-05 00:00:00+00:00,721.4973154761904,-34.17669047619047,98.56667857142857,0.2285119047619047,7.41914880952381,287.62784523809523,124.24641071428572,83.52049404761905,172.45127380952383,180.9434345238095,-35.52650595238095,1.1062559523809523,20.453833333333336,-0.0840000000000001,,0.8502202380952381,False,
4662,EGP,2020-04-12 00:00:00+00:00,719.3520654761905,-34.903178571428576,96.6,0.2399583333333333,5.74552380952381,245.20227380952377,150.12370833333333,107.5311130952381,140.43200595238096,176.4224107142857,-36.868875,1.6418511904761905,28.41110119047619,-0.6199999999999998,0.7869583333333334,0.49517261904761906,False,
4663,EGP,2020-04-19 00:00:00+00:00,706.4819107142857,-25.10052380952381,95.63323809523808,0.6436309523809525,8.167517857142858,234.40604166666668,194.26025,152.25167857142858,168.0463095238095,209.60558333333333,-26.4850119047619,3.1397261904761904,27.584565476190473,-0.0169999999999992,0.7970374149659865,0.4735119047619048,False,
4664,EGP,2020-04-26 00:00:00+00:00,729.3872380952381,-23.499255952380953,93.90792261904762,0.6590535714285715,6.884869047619048,222.81219047619047,227.4997619047619,179.11075,171.0745476190476,214.55773809523808,-24.947535714285713,1.600208333333333,27.097892857142853,0.015000000000000702,0.7930099206349207,0.45524404761904763,False,
