,stid,date,Unnamed: 0,air_pressure,air_temperature,relative_humidity,relative_humidity_corrected,specific_humidity,wind_speed,wind_from_direction,surface_downwelling_shortwave_flux,surface_downwelling_shortwave_flux_corrected,surface_upwelling_shortwave_flux,surface_upwelling_shortwave_flux_corrected,surface_albedo,surface_downwelling_longwave_flux,surface_upwelling_longwave_flux,cloud_area_fraction,surface_temperature,surface_downward_latent_heat_flux,surface_downward_sensible_heat_flux,distance_to_surface_from_boom,distance_to_surface_from_stake_assembly,depth_of_pressure_transducer_in_ice,depth_of_pressure_transducer_in_ice_corrected,precipitation,precipitation_corrected,ice_temperature_at_t1,ice_temperature_at_t2,ice_temperature_at_t3,ice_temperature_at_t4,ice_temperature_at_t5,ice_temperature_at_t6,ice_temperature_at_t7,ice_temperature_at_t8,platform_view_angle_x,platform_view_angle_y,platform_azimuth_angle,gps_latitude,gps_longitude,gps_altitude,gps_time,gps_geoid_separation,gps_geounit,gps_hdop,gps_numsat,gps_q,battery_voltage,Unnamed: 49,battery_voltage_at_sample_start,fan_current,frequency_of_precipitation_wire_vibration,temperature_of_logger,temperature_of_radiation_sensor,message_latitude,message_longitude,surface_height_1,surface_height_2,z_surf_1_adj_flag,z_surf_2_adj_flag,surface_height_combined,depth_of_ice_temperature_t1,depth_of_ice_temperature_t2,depth_of_ice_temperature_t3,depth_of_ice_temperature_t4,depth_of_ice_temperature_t5,depth_of_ice_temperature_t6,depth_of_ice_temperature_t7,depth_of_ice_temperature_t8,ice_temperature_at_10m,air_pressure.1,air_temperature.1,relative_humidity.1,relative_humidity_corrected.1,specific_humidity.1,wind_speed.1,wind_from_direction.1,surface_downward_latent_heat_flux.1,surface_downward_sensible_heat_flux.1,distance_to_surface_from_boom.1,precipitation.1,precipitation_corrected.1,ice_temperature_at_t9,ice_temperature_at_t10,ice_temperature_at_t11,fan_current.1,depth_of_ice_temperature_t9,depth_of_ice_temperature_t10,depth_of_ice_temperature_t11,z_pt_cor_adj_flag,adjusted_ice_surface_height,adjusted_surface_height_1,adjusted_surface_height_2,year,day,Datetime,month,DayOfYear,DayOfCentury,season
84095,KPC_Uv3,2022-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,28,2022-05-28,May,148,737813,Spring
84096,KPC_Uv3,2022-05-29,1887209.5,914.5,-1.9631249999999998,71.82041666666667,73.37679166666668,2.6167083333333334,,,362.6975,361.20729166666666,285.11920833333335,285.11920833333335,,230.758375,297.98275,0.20225,-3.601875,,,2.2895416666666666,0.4075416666666667,13.874458333333335,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,867.6666666666666,1185.0820833333335,,,0.8091666666666666,,,13.726666666666667,,,70.20833333333333,,,-0.5473750000000001,,,0.3105,0.5924583333333333,,,0.29433333333333334,0.8645,1.8645000000000003,2.8645,3.8645,4.8645000000000005,5.8645,6.8645,9.864500000000001,,,,,,,,,,,,,,,,,,,,,,,-0.004083333333333334,0.5924583333333333,2022,29,2022-05-29,May,149,737814,Spring
84097,KPC_Uv3,2022-05-30,1887233.5,921.25,-2.914,70.61083333333333,72.62783333333333,2.3625000000000003,,,381.6757083333334,382.548125,308.5912083333333,308.5912083333333,,215.45933333333335,294.517625,0.09000000000000001,-4.1433333333333335,,,2.2867916666666663,0.40970833333333334,13.130333333333333,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,866.9583333333334,1185.0820833333335,,,0.8395833333333332,,,13.972916666666668,,,71.3325,,,-1.1097083333333333,,,0.31333333333333335,0.5902916666666667,,,0.2945,0.8649166666666667,1.8649166666666668,2.8649166666666663,3.8649166666666663,4.864916666666667,5.864916666666667,6.864916666666667,9.864916666666668,,,,,,,,,,,,,,,,,,,,,,,-0.0011666666666666668,0.5902916666666667,2022,30,2022-05-30,May,150,737815,Spring
84098,KPC_Uv3,2022-05-31,1887257.5,929.2083333333334,-6.863833333333333,74.37333333333333,79.49845833333333,1.823125,,,296.41608333333335,297.464125,249.97783333333334,249.97783333333334,,247.7301666666667,282.41474999999997,0.6097916666666666,-7.2484166666666665,,,2.275958333333333,0.4120833333333333,13.52825,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,870.0,1185.0820833333335,,,0.8054166666666666,,,14.013333333333334,,,70.52374999999999,,,-4.903125,,,0.324125,0.5879166666666666,,,0.298875,0.8690416666666666,1.8690416666666667,2.8690416666666665,3.8690416666666665,4.869041666666667,5.869041666666667,6.869041666666667,9.869041666666666,,,,,,,,,,,,,,,,,,,,,,,0.009583333333333334,0.5879166666666666,2022,31,2022-05-31,May,151,737816,Spring
84099,KPC_Uv3,2022-06-01,1887281.5,921.5416666666666,-5.229833333333334,88.7,93.306875,2.491166666666667,,,262.6779583333333,263.17020833333333,228.76874999999998,228.76874999999998,,283.6242916666667,293.63962499999997,0.9074583333333334,-4.828916666666667,,,2.290125,0.3880416666666667,12.928791666666667,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,869.375,1185.0816666666667,,,0.8158333333333333,,,14.10875,,,69.77541666666667,,,-3.032666666666667,,,0.309875,0.6119583333333333,,,0.30354166666666665,0.8742083333333334,1.8742083333333335,2.8742083333333333,3.8742083333333333,4.874208333333333,5.874208333333333,6.874208333333333,9.874208333333334,,,,,,,,,,,,,,,,,,,,,,,-0.004625,0.6119583333333333,2022,01,2022-06-01,June,152,737817,Summer
84100,KPC_Uv3,2022-06-02,1887305.5,,-6.453500000000001,92.72083333333335,98.71387499999999,,,,217.12,217.91495833333332,202.20275,202.20275,,282.3330833333333,288.05745833333333,0.95275,-6.134458333333334,,,2.2961666666666667,0.392375,,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,866.9583333333334,1185.0820833333335,,,0.7904166666666667,,,14.195416666666667,,,70.25750000000001,,,-5.452750000000001,,,0.30383333333333334,0.607625,,,0.2985,0.8688750000000001,1.868875,2.8688749999999996,3.8688749999999996,4.868875,5.868875,6.868875,9.868875000000001,,,,,,,,,,,,,,,,,,,,,,,-0.010708333333333334,0.607625,2022,02,2022-06-02,June,153,737818,Summer
84101,KPC_Uv3,2022-06-03,1887329.5,912.0454545454545,-5.450625,90.15833333333335,95.05729166666667,2.5040909090909094,,,283.93558333333334,285.1983333333333,254.60266666666666,254.60266666666666,,274.758125,291.82041666666663,0.8283333333333333,-5.187,,,2.292,0.36495833333333333,11.819818181818182,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,871.2916666666666,1185.0820833333335,,,0.8258333333333333,,,14.379166666666668,,,69.87541666666667,,,-3.987375,,,0.308,0.6350416666666666,,,0.3142916666666667,0.8846666666666666,1.8846666666666667,2.8846666666666665,3.8846666666666665,4.884666666666667,5.884666666666667,6.884666666666667,9.884541666666667,,,,,,,,,,,,,,,,,,,,,,,-0.006625,0.6350416666666666,2022,03,2022-06-03,June,154,737819,Summer
84102,KPC_Uv3,2022-06-04,1887353.5,910.5652173913044,-5.835375,91.78750000000001,97.13058333333333,2.492,,,298.79241666666667,301.28725000000003,261.984375,261.984375,,275.67845833333337,290.2046666666667,0.8552916666666667,-5.581041666666667,,,2.28775,0.36795833333333333,11.661913043478261,,,0.0,-18.102916666666665,-18.721666666666668,-18.635833333333334,-18.385833333333334,-17.876250000000002,-17.418333333333333,-16.88,-16.171666666666667,0.0,0.0,0.0,79.835,-25.163,871.0,1185.0820833333335,,,0.8120833333333334,,,14.454166666666666,,,74.11458333333333,,,-4.80675,,,0.31224999999999997,0.6320416666666667,,,0.314875,0.8853333333333334,1.8853333333333333,2.8853333333333335,3.8853333333333335,4.8853333333333335,5.885333333333333,6.885333333333333,9.885291666666665,-16.144583333333333,,,,,,,,,,,,,,,,,,,,,,-0.0022083333333333334,0.6320416666666667,2022,04,2022-06-04,June,155,737820,Summer
84103,KPC_Uv3,2022-06-05,1887377.5,913.5652173913044,-6.49425,92.7,98.73041666666667,2.388,,,256.2192083333333,255.822125,231.060625,231.060625,,282.8695833333333,287.33866666666665,0.960125,-6.310625000000001,,,2.267916666666667,,11.509347826086955,,,0.0,-18.015,-18.645,-18.616666666666667,-18.365833333333335,-17.862916666666667,-17.425,-16.89,-16.184166666666666,0.0,0.0,0.0,79.835,-25.163,870.9583333333334,1185.0820833333335,,,0.8112499999999999,,,14.465000000000002,,,42.645833333333336,,,-5.816333333333333,,,0.332125,,,,0.2764583333333333,0.8470833333333334,1.8471250000000001,2.847125,3.8470833333333334,4.847083333333333,5.847083333333333,6.847083333333333,9.847041666666668,-16.14795833333333,,,,,,,,,,,,,,,,,,,,,,0.017499999999999998,0.5354583333333334,2022,05,2022-06-05,June,156,737821,Summer
84104,KPC_Uv3,2022-06-06,1887401.5,915.0869565217391,-7.8955416666666665,91.99583333333334,99.25329166666667,2.105782608695652,,,255.98616666666666,255.94258333333335,236.47825,236.47825,,276.4449583333333,281.541,0.9547083333333334,-7.661791666666667,,,2.2561666666666667,0.49519047619047624,11.215782608695653,,,0.0,-17.826666666666664,-18.565,-18.580833333333334,-18.353333333333335,-17.865416666666665,-17.422083333333333,-16.906666666666666,-16.199166666666667,0.0,0.0,0.0,79.835,-25.163,870.75,1185.0820833333335,,,0.7804166666666666,,,14.518333333333333,,,28.840833333333332,,,-7.032166666666666,,,0.3438333333333334,0.5048095238095238,,,0.2677083333333333,0.8382916666666667,1.8383333333333332,2.8383333333333334,3.8383333333333334,4.838333333333334,5.838333333333334,6.838333333333334,9.838291666666667,-16.161166666666666,,,,,,,,,,,,,,,,,,,,,,0.029249999999999998,0.5062916666666667,2022,06,2022-06-06,June,157,737822,Summer
