,stid,date,Unnamed: 0,air_pressure,air_temperature,relative_humidity,relative_humidity_corrected,specific_humidity,wind_speed,wind_from_direction,surface_downwelling_shortwave_flux,surface_downwelling_shortwave_flux_corrected,surface_upwelling_shortwave_flux,surface_upwelling_shortwave_flux_corrected,surface_albedo,surface_downwelling_longwave_flux,surface_upwelling_longwave_flux,cloud_area_fraction,surface_temperature,surface_downward_latent_heat_flux,surface_downward_sensible_heat_flux,distance_to_surface_from_boom,distance_to_surface_from_stake_assembly,depth_of_pressure_transducer_in_ice,depth_of_pressure_transducer_in_ice_corrected,precipitation,precipitation_corrected,ice_temperature_at_t1,ice_temperature_at_t2,ice_temperature_at_t3,ice_temperature_at_t4,ice_temperature_at_t5,ice_temperature_at_t6,ice_temperature_at_t7,ice_temperature_at_t8,platform_view_angle_x,platform_view_angle_y,platform_azimuth_angle,gps_latitude,gps_longitude,gps_altitude,gps_time,gps_geoid_separation,gps_geounit,gps_hdop,gps_numsat,gps_q,battery_voltage,Unnamed: 49,battery_voltage_at_sample_start,fan_current,frequency_of_precipitation_wire_vibration,temperature_of_logger,temperature_of_radiation_sensor,message_latitude,message_longitude,surface_height_1,surface_height_2,z_surf_1_adj_flag,z_surf_2_adj_flag,surface_height_combined,depth_of_ice_temperature_t1,depth_of_ice_temperature_t2,depth_of_ice_temperature_t3,depth_of_ice_temperature_t4,depth_of_ice_temperature_t5,depth_of_ice_temperature_t6,depth_of_ice_temperature_t7,depth_of_ice_temperature_t8,ice_temperature_at_10m,air_pressure.1,air_temperature.1,relative_humidity.1,relative_humidity_corrected.1,specific_humidity.1,wind_speed.1,wind_from_direction.1,surface_downward_latent_heat_flux.1,surface_downward_sensible_heat_flux.1,distance_to_surface_from_boom.1,precipitation.1,precipitation_corrected.1,ice_temperature_at_t9,ice_temperature_at_t10,ice_temperature_at_t11,fan_current.1,depth_of_ice_temperature_t9,depth_of_ice_temperature_t10,depth_of_ice_temperature_t11,z_pt_cor_adj_flag,adjusted_ice_surface_height,adjusted_surface_height_1,adjusted_surface_height_2,year,day,Datetime,month,DayOfYear,DayOfCentury,season
78537,KPC_Lv3,2022-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,28,2022-05-28,May,148,737813,Spring
78538,KPC_Lv3,2022-05-29,1753875.5,970.625,1.4159583333333332,67.89666666666666,68.11179166666666,2.963416666666667,3.9094583333333333,222.88333333333333,354.5786666666667,355.02624999999995,276.34770833333334,276.34770833333334,,239.17375,308.51933333333335,0.12558333333333332,-1.8032916666666667,-14.897125,31.57166666666667,2.2734166666666664,0.6064583333333333,15.275958333333334,15.674208333333333,0.0,0.0,,,,,,,,,1.9605833333333333,0.6777083333333334,211.57083333333333,79.914,-24.094000000000005,377.8125,1150.26,,,0.8045833333333333,,,13.560833333333333,,,69.40041666666666,,,2.9092083333333334,,,0.326625,0.3935416666666667,,,0.006791666666666667,0.5736666666666667,1.5736666666666668,2.5737083333333333,3.5737083333333337,4.573666666666667,5.573666666666667,6.573666666666667,9.573708333333334,,,,,,,,,,,,,,,,,,,,,,-0.006291666666666668,-0.006541666666666667,0.020541666666666666,2022,29,2022-05-29,May,149,737814,Spring
78539,KPC_Lv3,2022-05-30,1753899.5,977.5,1.3471666666666666,63.21666666666667,63.21875,2.7209583333333334,8.083916666666667,284.1958333333333,386.94395833333334,386.50879166666664,302.56641666666667,302.56641666666667,,231.58058333333335,310.849625,0.04895833333333333,-0.7323749999999999,-65.13158333333334,51.676500000000004,2.228625,0.6225416666666667,15.329333333333333,15.663458333333333,0.0,0.0,,,,,,,,,1.9763333333333335,0.5848749999999999,211.44583333333333,79.914,-24.094000000000005,376.62083333333334,1150.26,,,0.7958333333333334,,,13.852916666666667,,,70.53541666666666,,,2.395583333333333,,,0.3714166666666667,0.3774583333333333,,,0.021083333333333332,0.588,1.588,2.588083333333333,3.5880833333333335,4.588,5.588,6.588,9.588041666666667,,,,,,,,,,,,,,,,,,,,,,-0.017124999999999998,0.03825,0.004458333333333333,2022,30,2022-05-30,May,150,737815,Spring
78540,KPC_Lv3,2022-05-31,1753923.5,987.0416666666666,-2.5181666666666667,70.09083333333334,71.85129166666667,2.241,6.250041666666667,295.6666666666667,276.048375,274.292375,222.22812499999998,222.22812499999998,,265.6524583333333,299.65125,0.5967916666666667,-3.2929166666666667,-39.29695833333333,18.920083333333334,2.274125,0.6325833333333334,15.476374999999999,15.721499999999999,0.0,0.0,,,,,,,,,2.013,0.5129166666666667,211.15833333333333,79.914,-24.094000000000005,376.62083333333334,1150.26,,,0.7933333333333333,,,13.913333333333334,,,72.4775,,,-1.3300416666666666,,,0.325875,0.36741666666666667,,,-0.0067083333333333335,0.5602083333333334,1.5602083333333334,2.560208333333333,3.560208333333333,4.560208333333333,5.560208333333333,6.560208333333333,9.560208333333334,,,,,,,,,,,,,,,,,,,,,,0.040875,-0.0071666666666666675,-0.005583333333333333,2022,31,2022-05-31,May,151,737816,Spring
78541,KPC_Lv3,2022-06-01,1753947.5,979.0416666666666,-2.0305833333333334,84.64999999999999,86.34875,2.8368749999999996,4.64475,318.39166666666665,234.46204166666666,236.86350000000002,195.08754166666668,195.08754166666668,,287.62016666666665,304.52175,0.8033333333333333,-2.3291666666666666,-18.95745833333333,0.1544583333333334,2.285,0.632,15.398291666666667,15.717958333333334,0.0,0.0,,,,,,,,,2.0232916666666667,0.5289166666666667,211.34166666666667,79.914,-24.094000000000005,376.50416666666666,1150.26,,,0.8166666666666668,,,13.97125,,,72.81541666666666,,,-0.5614166666666667,,,0.315,0.36800000000000005,,,-0.011833333333333335,0.5550833333333334,1.555125,2.555125,3.555125,4.555083333333333,5.555083333333333,6.555083333333333,9.555125,,,,,,,,,,,,,,,,,,,,,,0.03741666666666667,-0.018166666666666668,-0.005,2022,01,2022-06-01,June,152,737817,Summer
78542,KPC_Lv3,2022-06-02,1753971.5,973.4347826086956,-3.7754347826086954,91.80434782608695,95.22282608695652,2.7137272727272728,7.56695652173913,330.8695652173913,176.65986956521738,180.85081818181817,150.18991304347827,153.02863636363637,,290.34749999999997,298.42963636363635,0.9145,-3.745863636363636,-9.757227272727272,-0.1062272727272726,2.2739090909090907,0.6328181818181818,15.346478260869565,15.718260869565217,0.0,0.0,,,,,,,,,2.063083333333333,0.4955,211.48260869565215,79.914,-24.093956521739134,377.7782608695652,1108.955652173913,,,0.8160869565217391,,,13.94608695652174,,,75.82000000000001,,,-3.05104347826087,,,0.3260909090909091,0.36718181818181816,,,-0.0067083333333333335,0.5601666666666667,1.5602083333333334,2.56025,3.56025,4.5601666666666665,5.5601666666666665,6.5601666666666665,9.560208333333334,,,,,,,,,,,,,,,,,,,,,,0.03725,-0.007,-0.005833333333333334,2022,02,2022-06-02,June,153,737818,Summer
78543,KPC_Lv3,2022-06-03,1753995.5,969.2916666666666,-2.6527499999999997,89.78750000000001,92.135375,2.902708333333333,5.250166666666667,320.6125,227.11341666666667,228.16887499999999,192.94104166666668,192.94104166666668,,290.48604166666667,302.48537500000003,0.8630416666666667,-2.814541666666667,-10.226958333333334,3.2693333333333334,2.27425,0.6326666666666667,15.329166666666666,15.740083333333333,0.0,0.0,,,,,,,,,2.0400416666666668,0.505875,211.30416666666667,79.914,-24.094000000000005,378.29583333333335,1150.26,,,0.7908333333333334,,,14.006666666666668,,,73.31583333333333,,,-1.60975,,,0.32575000000000004,0.3673333333333333,,,-0.006666666666666667,0.5600416666666667,1.5600416666666668,2.5601249999999998,3.5601249999999998,4.560041666666667,5.560041666666667,6.560041666666667,9.560041666666667,,,,,,,,,,,,,,,,,,,,,,0.0595,-0.007333333333333333,-0.005666666666666667,2022,03,2022-06-03,June,154,737819,Summer
78544,KPC_Lv3,2022-06-04,1754019.5,967.4583333333334,-2.3673333333333333,91.29583333333333,93.40733333333333,3.0225416666666667,10.194458333333333,317.87083333333334,238.62541666666667,237.39054166666665,201.471125,201.471125,,289.436125,304.450625,0.8385833333333333,-2.3663333333333334,,,,0.63525,15.312375000000001,15.740250000000001,0.0,0.0,,,,,,,,,2.0385416666666667,0.46937500000000004,211.19583333333333,79.914,-24.093958333333333,379.1666666666667,1150.26,,,0.77625,,,14.044166666666667,,,78.79833333333333,,,-1.5412916666666667,,,,0.36474999999999996,,,0.008875,0.5757083333333334,1.5757083333333333,2.5757083333333335,3.5757083333333335,4.575708333333334,5.575708333333334,6.575708333333334,9.575708333333333,,,,,,,,,,,,,,,,,,,,,,0.05979166666666667,0.026333333333333334,-0.00825,2022,04,2022-06-04,June,155,737820,Summer
78545,KPC_Lv3,2022-06-05,1754043.5,970.9166666666666,-3.364625,95.09166666666665,98.24333333333334,2.912125,13.53125,318.2676666666667,202.03987500000002,202.112875,176.21562500000002,176.21562500000002,,295.1492083333333,300.93579166666666,0.9447916666666667,-3.200416666666667,-9.863625,-4.208875,2.2885416666666667,0.6296666666666667,15.379791666666668,15.775374999999999,0.0,0.0,,,,,,,,,2.0745,0.344125,210.3375,79.914,-24.09391666666667,378.925,1150.26,,,0.8383333333333334,,,14.040833333333333,,,83.85041666666667,,,-2.7888750000000004,,,0.31145833333333334,0.37033333333333335,,,-0.012499999999999999,0.5544166666666667,1.5544166666666666,2.5544166666666666,3.5544166666666666,4.554416666666667,5.5544166666666674,6.5544166666666674,9.554416666666667,,,,,,,,,,,,,,,,,,,,,,0.09479166666666666,-0.021750000000000002,-0.0026666666666666666,2022,05,2022-06-05,June,156,737821,Summer
78546,KPC_Lv3,2022-06-06,1754067.5,972.4583333333334,-5.0625,93.58749999999999,98.29475000000001,2.5154583333333336,11.347916666666668,332.0208333333333,212.63395833333334,211.95445833333335,184.193625,184.193625,,285.88208333333336,293.3781666666667,0.926875,-4.896708333333334,-7.741125,-5.174458333333333,2.276666666666667,0.6404583333333334,15.384125,15.765458333333333,0.0,0.0,,,,,,,,,2.13175,0.34441666666666665,211.48749999999998,79.914,-24.094000000000005,379.91249999999997,1150.26,,,0.8250000000000001,,,14.075416666666667,,,80.70083333333334,,,-4.5,,,0.32345833333333335,0.35954166666666665,,,-0.011874999999999998,0.555,1.555,2.5550833333333336,3.5550833333333336,4.555,5.555,6.555,9.555041666666666,,,,,,,,,,,,,,,,,,,,,,0.08479166666666667,-0.009791666666666666,-0.013458333333333334,2022,06,2022-06-06,June,157,737822,Summer
