stid,date,Air pressure (upper boom),Air temperature (upper boom),Relative humidity (upper boom),Relative humidity (upper boom) - corrected,Specific humidity (upper boom),Wind speed (upper boom),Wind from direction (upper boom),Downwelling shortwave radiation,Downwelling shortwave radiation - corrected,Upwelling shortwave radiation,Upwelling shortwave radiation - corrected,Albedo,Downwelling longwave radiation,Upwelling longwave radiation,Cloud cover,Surface temperature,Latent heat flux (upper boom),Sensible heat flux (upper boom),Upper boom height,Stake height,Depth of pressure transducer in ice,Depth of pressure transducer in ice - corrected,Precipitation (upper boom) (cumulative solid & liquid),Precipitation (upper boom) (cumulative solid & liquid) – corrected,Ice temperature at sensor 1,Ice temperature at sensor 2,Ice temperature at sensor 3,Ice temperature at sensor 4,Ice temperature at sensor 5,Ice temperature at sensor 6,Ice temperature at sensor 7,Ice temperature at sensor 8,Tilt to east,Tilt to north,Station rotation from true North,Latitude,Longitude,Altitude,GPS time,Height of EGM96 geoid over WGS84 ellipsoid,GeoUnit,GPS horizontal dillution of precision (HDOP),GPS number of satellites,Quality,Battery voltage,Unnamed: 48,Battery voltage (sample start),Fan current (upper boom),Frequency of vibrating wire in precipitation gauge,Logger temperature,Radiation sensor temperature,latitude from modem (email text),longitude from modem (email text),Surface height 1,Surface height 1.1,z_surf_1_adj_flag,z_surf_2_adj_flag,Surface height from combined measurements,Depth of ice temperature measurement 1,Depth of ice temperature measurement 2,Depth of ice temperature measurement 3,Depth of ice temperature measurement 4,Depth of ice temperature measurement 5,Depth of ice temperature measurement 6,Depth of ice temperature measurement 7,Depth of ice temperature measurement 8,Ice temperature interpolated at 10 m depth,Air pressure (lower boom),Air temperature (lower boom),Relative humidity (lower boom),Relative humidity (lower boom) - corrected,Specific humidity (lower boom),Wind speed (lower boom),Wind from direction (lower boom),Latent heat flux (lower boom),Sensible heat flux (lower boom),Lower boom height,Precipitation (lower boom) (cumulative solid & liquid),Precipitation (lower boom) (cumulative solid & liquid) – corrected,Ice temperature at sensor 9,Ice temperature at sensor 10,Ice temperature at sensor 11,Fan current (lower boom),Depth of ice temperature measurement 9,Depth of ice temperature measurement 10,Depth of ice temperature measurement 11,z_pt_cor_adj_flag,Ice surface height adjusted for maintenance,Surface height adjusted for maintenance 1,Surface height adjusted for maintenance,year,day,Datetime,month,DayOfYear,DayOfCentury,season
LYN_L,2021-09-01,958.1666666666666,2.9992916666666667,66.7475,66.75379166666667,3.1427391304347827,1.8632083333333334,130.85999999999999,187.33624999999998,174.82340909090908,103.72854166666667,61.74968181818181,0.3795,236.20421739130435,307.438,0.25556521739130433,-1.4061739130434783,,,,,,10.629,,,,,,,,,,,-3.0522272727272726,7.167090909090908,,,,,,,,,,,,,,,,,3.999173913043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,01,2021-09-01,September,244,737544,Autumn
LYN_L,2021-09-02,949.5833333333334,2.0710833333333336,62.13125,62.13125,2.8949583333333333,3.2134583333333335,253.58333333333334,185.07383333333334,156.79820833333335,101.79220833333333,55.77541666666667,0.37525,203.5871666666667,303.423,0.0,-2.0656250000000003,,,,,,10.62825,,,,,,,,,,,-3.031416666666667,7.237291666666667,,,,,,,,,,,,,,,,,2.581166666666667,,,,,,,-0.0049583333333333346,0.8807916666666666,1.8807916666666669,2.8807916666666666,3.8807916666666666,4.880791666666666,5.880791666666667,6.880791666666667,9.880791666666667,,,,,,,,,,,,,,,,,,,,,,0.010750000000000001,-0.09891666666666667,0.08904166666666667,2021,02,2021-09-02,September,245,737545,Autumn
LYN_L,2021-09-03,950.6666666666666,0.028291666666666663,86.77541666666667,87.00554166666666,3.4891666666666663,1.9670833333333333,242.26250000000002,83.91795833333333,93.81779166666666,45.54070833333333,45.113166666666665,0.496,264.870125,306.39816666666667,0.5031666666666667,-1.8880416666666668,,,,,,10.6185,,,,,,,,,,,-3.0578749999999997,7.3250416666666665,,,,,,,,,,,,,,,,,0.1655,,,,,,,-0.12358333333333332,0.7620833333333333,1.7620833333333332,2.7620833333333334,3.7620833333333334,4.762083333333333,5.762083333333333,6.762083333333333,9.762083333333333,,,,,,,,,,,,,,,,,,,,,,0.00225,-0.12279166666666667,-0.12458333333333332,2021,03,2021-09-03,September,246,737546,Autumn
LYN_L,2021-09-04,950.0416666666666,0.7000416666666666,92.90833333333335,92.94216666666667,3.920125,1.2511666666666665,230.095,92.69916666666667,100.88212499999999,53.111333333333334,52.005625,0.512,317.34858333333335,312.7347916666667,0.9620416666666666,-0.887,,,,,,10.613999999999999,,,,,,,,,,,-3.033333333333333,7.337541666666667,,,,,,,,,,,,,,,,,1.1484583333333334,,,,,,,-0.14420833333333333,0.7415833333333334,1.7415833333333335,2.7415833333333333,3.7415833333333333,4.741583333333334,5.741583333333334,6.741583333333334,9.741583333333333,,,,,,,,,,,,,,,,,,,,,,-0.0024166666666666664,-0.14170833333333335,-0.14666666666666667,2021,04,2021-09-04,September,247,737547,Autumn
LYN_L,2021-09-05,945.8333333333334,0.3045,86.84083333333332,86.98641666666667,3.5705833333333334,1.4178333333333333,227.77083333333334,125.69366666666667,137.80837499999998,68.906625,61.105625,0.4325,284.0494166666667,306.1945416666667,0.6696249999999999,-2.0905416666666667,,,,,,10.611,,,,,,,,,,,-2.969958333333333,7.310208333333333,,,,,,,,,,,,,,,,,1.0430416666666666,,,,,,,0.06129166666666667,0.947,1.947,2.9469999999999996,3.9469999999999996,4.947,5.947,6.947,9.947000000000001,,,,,,,,,,,,,,,,,,,,,,-0.007208333333333333,0.06595833333333333,0.056375,2021,05,2021-09-05,September,248,737548,Autumn
LYN_L,2021-09-06,940.7916666666666,0.41825,86.07041666666667,86.17183333333332,3.5839583333333334,1.8169583333333332,146.49425,69.99904166666667,76.95708333333333,36.131375,36.043625,0.473,290.916,311.7872916666667,0.71875,-0.8147916666666667,,,,,,10.615,,,,,,,,,,,-2.9622499999999996,7.357708333333334,,,,,,,,,,,,,,,,,0.5555,,,,,,,-0.014624999999999999,0.871125,1.8711250000000001,2.8711249999999997,3.8711249999999997,4.871125,5.871125,6.871125,9.871125000000001,,,,,,,,,,,,,,,,,,,,,,-0.0011666666666666665,-0.010458333333333333,-0.018833333333333334,2021,06,2021-09-06,September,249,737549,Autumn
LYN_L,2021-09-07,943.4583333333334,-2.2491666666666665,80.02041666666666,81.71195833333333,2.7690416666666664,4.276041666666667,275.3279166666667,149.53308333333334,194.31591666666668,120.60804166666667,92.65758333333333,,246.50441666666666,292.837875,0.42816666666666664,-4.767541666666667,,,,,,10.60625,,,,,,,,,,,-2.940375,7.408874999999999,,,,,,,,,,,,,,,,,-1.7965416666666665,,,,,,,0.06691666666666667,0.9526666666666667,1.9526666666666666,2.952666666666667,3.952666666666667,4.9526666666666666,5.9526666666666666,6.9526666666666666,9.952666666666667,,,,,,,,,,,,,,,,,,,,,,-0.011250000000000001,0.07191666666666667,0.062,2021,07,2021-09-07,September,250,737550,Autumn
LYN_L,2021-09-08,947.1666666666666,-3.2427083333333333,81.85083333333334,84.42375,2.6048750000000003,3.4295833333333334,227.46291666666664,136.84258333333335,139.91774999999998,114.20470833333333,67.215,,252.0426666666667,290.65495833333335,0.4940833333333334,-5.323708333333333,,,,,,10.60875,,,,,,,,,,,-2.933,7.479583333333333,,,,,,,,,,,,,,,,,-2.9893750000000003,,,,,,,0.07354166666666667,0.959375,1.9593749999999999,2.959375,3.959375,4.9593750000000005,5.9593750000000005,6.9593750000000005,9.959375,,,,,,,,,,,,,,,,,,,,,,-0.009416666666666667,0.08533333333333333,0.06170833333333334,2021,08,2021-09-08,September,251,737551,Autumn
LYN_L,2021-09-09,949.4583333333334,-3.079916666666667,83.17166666666667,85.69933333333334,2.6577083333333333,7.5687500000000005,286.90000000000003,153.47233333333332,169.32095833333332,125.43929166666668,81.92975,,247.07174999999998,293.9436666666667,0.4427916666666667,-4.496958333333333,,,,,,10.607,,,,,,,,,,,-2.225166666666667,7.252291666666667,,,,,,,,,,,,,,,,,-3.0741666666666667,,,,,,,-0.030583333333333334,0.855125,1.8551250000000001,2.8551249999999997,3.8551249999999997,4.855125,5.855125,6.855125,9.855125,,,,,,,,,,,,,,,,,,,,,,-0.009541666666666667,-0.047999999999999994,-0.013166666666666665,2021,09,2021-09-09,September,252,737552,Autumn
LYN_L,2021-09-10,954.5416666666666,-5.015916666666667,71.22375,74.78316666666667,1.9599166666666665,3.2787916666666668,269.3666666666667,145.94270833333334,136.30245833333333,121.69504166666667,66.43758333333334,,182.72308333333334,273.92175000000003,0.017583333333333333,-8.85425,,,,,,10.60475,,,,,,,,,,,-2.889291666666667,7.462375000000001,,,,,,,,,,,,,,,,,-3.9727083333333333,,,,,,,-0.007500000000000001,0.8781249999999999,1.8780833333333333,2.878083333333333,3.878083333333333,4.878166666666666,5.878166666666666,6.878166666666666,9.878083333333334,,,,,,,,,,,,,,,,,,,,,,-0.012291666666666666,0.028125,-0.043125000000000004,2021,10,2021-09-10,September,253,737553,Autumn
