stid,date,Air pressure (upper boom),Air temperature (upper boom),Relative humidity (upper boom),Relative humidity (upper boom) - corrected,Specific humidity (upper boom),Wind speed (upper boom),Wind from direction (upper boom),Downwelling shortwave radiation,Downwelling shortwave radiation - corrected,Upwelling shortwave radiation,Upwelling shortwave radiation - corrected,Albedo,Downwelling longwave radiation,Upwelling longwave radiation,Cloud cover,Surface temperature,Latent heat flux (upper boom),Sensible heat flux (upper boom),Upper boom height,Stake height,Depth of pressure transducer in ice,Depth of pressure transducer in ice - corrected,Precipitation (upper boom) (cumulative solid & liquid),Precipitation (upper boom) (cumulative solid & liquid) – corrected,Ice temperature at sensor 1,Ice temperature at sensor 2,Ice temperature at sensor 3,Ice temperature at sensor 4,Ice temperature at sensor 5,Ice temperature at sensor 6,Ice temperature at sensor 7,Ice temperature at sensor 8,Tilt to east,Tilt to north,Station rotation from true North,Latitude,Longitude,Altitude,GPS time,Height of EGM96 geoid over WGS84 ellipsoid,GeoUnit,GPS horizontal dillution of precision (HDOP),GPS number of satellites,Quality,Battery voltage,Unnamed: 48,Battery voltage (sample start),Fan current (upper boom),Frequency of vibrating wire in precipitation gauge,Logger temperature,Radiation sensor temperature,latitude from modem (email text),longitude from modem (email text),Surface height 1,Surface height 1.1,z_surf_1_adj_flag,z_surf_2_adj_flag,Surface height from combined measurements,Depth of ice temperature measurement 1,Depth of ice temperature measurement 2,Depth of ice temperature measurement 3,Depth of ice temperature measurement 4,Depth of ice temperature measurement 5,Depth of ice temperature measurement 6,Depth of ice temperature measurement 7,Depth of ice temperature measurement 8,Ice temperature interpolated at 10 m depth,Air pressure (lower boom),Air temperature (lower boom),Relative humidity (lower boom),Relative humidity (lower boom) - corrected,Specific humidity (lower boom),Wind speed (lower boom),Wind from direction (lower boom),Latent heat flux (lower boom),Sensible heat flux (lower boom),Lower boom height,Precipitation (lower boom) (cumulative solid & liquid),Precipitation (lower boom) (cumulative solid & liquid) – corrected,Ice temperature at sensor 9,Ice temperature at sensor 10,Ice temperature at sensor 11,Fan current (lower boom),Depth of ice temperature measurement 9,Depth of ice temperature measurement 10,Depth of ice temperature measurement 11,z_pt_cor_adj_flag,Ice surface height adjusted for maintenance,Surface height adjusted for maintenance 1,Surface height adjusted for maintenance,year,day,Datetime,month,DayOfYear,DayOfCentury,season
QAS_Lv3,2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,29,2022-08-29,August,241,737906,Summer
QAS_Lv3,2022-08-30,975.6666666666666,2.8117916666666667,85.9425,85.9425,,3.456208333333333,263.91249999999997,,,,,0.15371428571428572,,,,,,,2.574333333333333,1.3680416666666666,,,0.0,0.0,,,,,,,,,-0.7512500000000001,1.075,92.68333333333334,,,,,,,,,,13.172916666666666,,,64.76,,,,,0.0,0.025666666666666667,-0.36804166666666666,,,-0.18904166666666666,0.9628333333333333,1.9628333333333334,2.9628333333333337,3.9628333333333337,4.96275,5.96275,6.96275,9.96275,,,,,,,,,,,,,,,,,,,,,,,-0.00975,-0.36804166666666666,2022,30,2022-08-30,August,242,737907,Summer
QAS_Lv3,2022-08-31,987.2083333333334,2.7805416666666667,72.09458333333333,72.09458333333333,3.407,3.2967083333333336,74.53791666666667,245.78591666666668,239.65845833333333,42.51329166666667,39.06729166666667,0.164625,246.20612500000001,314.3765416666667,0.1245,-0.5189166666666667,-8.027083333333334,24.254833333333334,2.5387916666666666,1.4308333333333332,,,0.0,0.0,,,,,,,,,-1.4047083333333334,2.2438333333333333,185.65416666666667,,,,,,,,,,13.40375,,,65.96249999999999,,,3.279166666666667,,0.0,0.06120833333333334,-0.43083333333333335,,,-0.23429166666666668,0.9171666666666667,1.9171666666666667,2.9171666666666667,3.9171666666666667,4.917166666666667,5.917166666666667,6.917166666666667,9.917166666666667,,,,,,,,,,,,,,,,,,,,,,,0.025583333333333333,-0.43083333333333335,2022,31,2022-08-31,August,243,737908,Summer
QAS_Lv3,2022-09-01,989.3333333333334,4.916666666666667,61.97541666666667,61.97541666666667,3.3694583333333337,4.607458333333334,59.54583333333333,92.50979166666667,92.592,12.058750000000002,11.947416666666667,0.1235,317.17216666666667,318.802125,0.6980833333333334,-0.009583333333333334,-15.783916666666668,56.79329166666667,2.548375,1.4864583333333332,,,0.0,0.0,,,,,,,,,-1.5255416666666666,2.325791666666667,185.26250000000002,,,,,,,,,,13.424999999999999,,,66.22708333333334,,,4.929791666666667,,0.0,0.051625000000000004,-0.48645833333333327,,,-0.9724166666666667,0.17929166666666665,1.1792916666666666,2.1792916666666664,3.1792916666666664,4.179291666666667,5.179291666666667,6.179291666666667,9.179291666666666,,,,,,,,,,,,,,,,,,,,,,,-1.5592083333333333,-0.48645833333333327,2022,01,2022-09-01,September,244,737909,Autumn
QAS_Lv3,2022-09-02,993.9583333333334,7.915416666666666,68.70958333333333,68.70958333333333,4.599291666666667,4.686208333333333,55.3025,24.098416666666665,23.794916666666666,2.434833333333333,2.81275,0.123125,365.83591666666666,324.53095833333333,0.9995833333333333,-0.022416666666666668,21.605541666666667,81.500375,2.504583333333333,1.5284583333333333,,,0.16666666666666666,0.18999999999999997,,,,,,,,,-1.5969999999999998,2.1470833333333332,184.6208333333333,,,,,,,,,,13.346666666666666,,,66.21416666666666,,,7.876625,,0.0,0.09541666666666666,-0.5284583333333334,,,-1.022,0.12970833333333334,1.1297083333333333,2.1297083333333333,3.1297083333333333,4.129708333333333,5.129708333333333,6.129708333333333,9.129708333333333,,,,,,,,,,,,,,,,,,,,,,,-1.5155416666666666,-0.5284583333333334,2022,02,2022-09-02,September,245,737910,Autumn
QAS_Lv3,2022-09-03,994.5416666666666,5.854125,90.21583333333332,90.21583333333332,5.231208333333334,3.926375,120.17708333333333,51.78245833333333,53.96770833333333,6.828041666666667,6.658791666666667,0.122875,346.64466666666664,322.8308333333333,0.9926666666666666,0.0,32.925333333333334,52.61116666666667,2.603291666666667,1.5707916666666666,,,21.066666666666666,23.702333333333332,,,,,,,,,-1.5482083333333332,2.1839999999999997,184.51250000000002,,,,,,,,,,13.258333333333333,,,65.23416666666667,,,5.5837916666666665,,0.0,-0.0032500000000000033,-0.5707916666666667,,,-1.0924166666666666,0.05925,1.05925,2.05925,3.05925,4.05925,5.05925,6.05925,9.05925,,,,,,,,,,,,,,,,,,,,,,,-1.6141666666666667,-0.5707916666666667,2022,03,2022-09-03,September,246,737911,Autumn
QAS_Lv3,2022-09-04,990.5833333333334,5.6965416666666675,85.60000000000001,85.60000000000001,4.928,3.1635833333333334,140.1625,220.20525,225.01520833333333,27.337416666666666,27.115,0.124625,313.75399999999996,321.7317083333333,0.6800833333333333,0.0,16.58608333333333,34.89658333333333,2.5875833333333333,1.60175,,,31.575000000000003,35.567499999999995,,,,,,,,,-1.4662499999999998,2.031375,184.22083333333333,,,,,,,,,,13.355833333333335,,,65.29541666666667,,,5.922208333333334,,0.0,0.012416666666666664,-0.60175,,,-1.1000833333333333,0.0515,1.0515,2.0515,3.0515000000000003,4.0515,5.0515,6.0515,9.051499999999999,,,,,,,,,,,,,,,,,,,,,,,-1.5984999999999998,-0.60175,2022,04,2022-09-04,September,247,737912,Autumn
QAS_Lv3,2022-09-05,992.5833333333334,4.938833333333333,91.46666666666665,91.46666666666665,4.985916666666667,3.904291666666667,129.54241666666667,36.855624999999996,36.421,3.916166666666667,4.003583333333333,0.11225,337.83983333333333,322.01845833333334,0.9307083333333334,-0.013375,27.418458333333334,43.088375000000006,2.6244583333333336,1.6464999999999999,,,31.600000000000005,35.596,,,,,,,,,-1.7078333333333333,2.1694166666666668,181.7541666666667,,,,,,,,,,13.38,,,65.58958333333334,,,4.900875,,0.0,-0.024458333333333332,-0.6465,,,-1.140875,0.010791666666666666,1.0107916666666668,2.0107916666666665,3.0107916666666665,4.010791666666667,5.010791666666667,6.010791666666666,9.010791666666668,,,,,,,,,,,,,,,,,,,,,,,-1.635375,-0.6465,2022,05,2022-09-05,September,248,737913,Autumn
QAS_Lv3,2022-09-06,988.875,4.814541666666667,87.32083333333333,87.32083333333333,4.742041666666666,3.2467391304347823,65.23304347826087,76.51845833333333,77.55175,9.359583333333333,9.357291666666667,0.120875,328.9485416666667,320.4770416666667,0.8831666666666668,0.0,15.817217391304348,30.359478260869565,2.6352083333333334,1.6730833333333333,,,31.6,35.596,,,,,,,,,-1.6885833333333335,2.561,180.88750000000002,,,,,,,,,,13.308750000000002,,,65.22791666666667,,,4.834333333333333,,0.0,-0.035208333333333335,-0.6730833333333334,,,-1.1595833333333332,-0.007999999999999998,0.992,1.992,2.9919999999999995,3.9920000000000004,4.992,5.992,8.991999999999999,,,,,,,,,,,,,,,,,,,,,,,-1.6459166666666667,-0.6730833333333334,2022,06,2022-09-06,September,249,737914,Autumn
QAS_Lv3,2022-09-07,985.4583333333334,4.493125,88.72708333333333,88.72708333333333,4.7251666666666665,3.283958333333333,46.028333333333336,186.63891666666666,193.93633333333332,26.052333333333333,25.97908333333333,0.137125,286.80816666666664,319.7294166666667,0.4648333333333334,-0.02658333333333333,15.097541666666666,30.16904166666667,2.558708333333333,1.6907500000000002,,,31.600000000000005,35.596,,,,,,,,,-1.80475,2.6591666666666667,180.2541666666667,,,,,,,,,,13.392083333333334,,,65.18291666666666,,,4.891375,,0.0,0.041291666666666664,-0.69075,,,-1.1301666666666665,0.021500000000000002,1.0214999999999999,2.0215,3.0215,4.0215000000000005,5.0215000000000005,6.0215,9.0215,,,,,,,,,,,,,,,,,,,,,,,-1.5695416666666666,-0.69075,2022,07,2022-09-07,September,250,737915,Autumn
