,index,stid,time,air_pressure,air_temperature,relative_humidity,relative_humidity_corrected,specific_humidity,wind_speed,wind_from_direction,surface_downwelling_shortwave_flux,surface_downwelling_shortwave_flux_corrected,surface_upwelling_shortwave_flux,surface_upwelling_shortwave_flux_corrected,surface_albedo,surface_downwelling_longwave_flux,surface_upwelling_longwave_flux,cloud_area_fraction,surface_temperature,surface_downward_latent_heat_flux,surface_downward_sensible_heat_flux,distance_to_surface_from_boom,distance_to_surface_from_stake_assembly,depth_of_pressure_transducer_in_ice,depth_of_pressure_transducer_in_ice_corrected,precipitation,precipitation_corrected,ice_temperature_at_t1,ice_temperature_at_t2,ice_temperature_at_t3,ice_temperature_at_t4,ice_temperature_at_t5,ice_temperature_at_t6,ice_temperature_at_t7,ice_temperature_at_t8,platform_view_angle_x,platform_view_angle_y,platform_azimuth_angle,gps_latitude,gps_longitude,gps_altitude,gps_time,gps_geoid_separation,gps_geounit,gps_hdop,gps_numsat,gps_q,battery_voltage,,battery_voltage_at_sample_start,fan_current,frequency_of_precipitation_wire_vibration,temperature_of_logger,temperature_of_radiation_sensor,message_latitude,message_longitude,surface_height_1,surface_height_2,z_surf_1_adj_flag,z_surf_2_adj_flag,surface_height_combined,depth_of_ice_temperature_t1,depth_of_ice_temperature_t2,depth_of_ice_temperature_t3,depth_of_ice_temperature_t4,depth_of_ice_temperature_t5,depth_of_ice_temperature_t6,depth_of_ice_temperature_t7,depth_of_ice_temperature_t8,ice_temperature_at_10m,air_pressure,air_temperature,relative_humidity,relative_humidity_corrected,specific_humidity,wind_speed,wind_from_direction,surface_downward_latent_heat_flux,surface_downward_sensible_heat_flux,distance_to_surface_from_boom,precipitation,precipitation_corrected,ice_temperature_at_t9,ice_temperature_at_t10,ice_temperature_at_t11,fan_current,depth_of_ice_temperature_t9,depth_of_ice_temperature_t10,depth_of_ice_temperature_t11,z_pt_cor_adj_flag,adjusted_ice_surface_height,adjusted_surface_height_1,adjusted_surface_height_2,Datetime,year,month,date,DayOfYear,DayOfCentury,season,day,hour
1887187,0,KPC_Uv3,2022-05-28 13:00:00+00:00,919.0,-3.133,74.45,76.742,,0.002,322.9,559.596,,435.141,,,,,,,,,,,0.173,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-28 13:00:00+00:00,2022,May,2022-05-28,148,737813,Spring,28,May
1887188,1,KPC_Uv3,2022-05-28 14:00:00+00:00,919.0,-2.333,75.4,77.119,2.631,,,569.619,569.619,442.17,442.17,0.776,209.216,303.306,0.0,-2.062,,,2.021,0.405,12.108,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,876.0,1335.09,,,0.87,,,13.38,,,68.39,,,0.126,,,0.579,0.595,,,0.43,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,0.264,0.595,2022-05-28 14:00:00+00:00,2022,May,2022-05-28,148,737813,Spring,28,May
1887189,2,KPC_Uv3,2022-05-28 15:00:00+00:00,919.0,-1.25,73.62,74.511,2.784,,,564.103,564.103,443.239,443.239,0.786,210.698,300.482,0.0,-2.718,,,2.287,0.406,15.497,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,870.0,1435.09,,,0.75,,,13.41,,,67.59,,,0.56,,,0.313,0.594,,,0.296,0.867,1.867,2.867,3.867,4.867,5.867,6.867,9.867,,,,,,,,,,,,,,,,,,,,,,,-0.001,0.594,2022-05-28 15:00:00+00:00,2022,May,2022-05-28,148,737813,Spring,28,May
1887190,3,KPC_Uv3,2022-05-28 16:00:00+00:00,918.0,-0.917,74.52,75.179,2.891,,,534.577,534.577,416.807,416.807,0.78,214.181,302.476,0.0,-2.285,,,2.284,0.406,15.414,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,872.0,1535.09,,,0.79,,,13.61,,,67.71,,,1.457,,,0.316,0.594,,,0.298,0.868,1.868,2.868,3.868,4.868,5.868,6.868,9.868,,,,,,,,,,,,,,,,,,,,,,,0.001,0.594,2022-05-28 16:00:00+00:00,2022,May,2022-05-28,148,737813,Spring,28,May
1887191,4,KPC_Uv3,2022-05-28 17:00:00+00:00,918.0,-0.483,72.05,72.382,2.885,,,496.193,496.193,383.652,383.652,0.773,220.621,305.337,0.025,-1.677,,,2.285,0.406,15.266,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,874.0,1635.1,,,0.76,,,13.64,,,67.16,,,2.09,,,0.315,0.594,,,0.297,0.868,1.868,2.868,3.868,4.868,5.868,6.868,9.868,,,,,,,,,,,,,,,,,,,,,,,0.0,0.594,2022-05-28 17:00:00+00:00,2022,May,2022-05-28,148,737813,Spring,28,May
1887192,5,KPC_Uv3,2022-05-28 18:00:00+00:00,918.0,-0.733,73.52,74.038,2.89,,,440.093,440.093,336.211,336.211,0.764,221.838,304.334,0.051,-1.913,,,2.285,0.405,15.137,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,874.0,1735.09,,,0.87,,,13.61,,,67.2,,,2.066,,,0.315,0.595,,,0.298,0.868,1.868,2.868,3.868,4.868,5.868,6.868,9.868,,,,,,,,,,,,,,,,,,,,,,,0.001,0.595,2022-05-28 18:00:00+00:00,2022,May,2022-05-28,148,737813,Spring,28,May
1887193,6,KPC_Uv3,2022-05-28 19:00:00+00:00,918.0,-1.233,74.33,75.218,2.817,,,404.507,404.507,305.195,305.195,0.754,229.001,307.969,0.151,-1.138,,,2.279,0.406,14.972,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,868.0,1835.09,,,0.78,,,13.53,,,67.54,,,1.931,,,0.321,0.594,,,0.3,0.871,1.871,2.871,3.871,4.871,5.871,6.871,9.871,,,,,,,,,,,,,,,,,,,,,,,0.007,0.594,2022-05-28 19:00:00+00:00,2022,May,2022-05-28,148,737813,Spring,28,May
1887194,7,KPC_Uv3,2022-05-28 20:00:00+00:00,918.0,-1.583,73.07,74.194,2.699,,,330.925,330.925,250.344,250.344,0.756,231.806,302.872,0.197,-2.316,,,2.277,0.409,14.834,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,866.0,1935.09,,,1.13,,,13.49,,,67.0,,,0.581,,,0.323,0.591,,,0.3,0.87,1.87,2.87,3.87,4.87,5.87,6.87,9.87,,,,,,,,,,,,,,,,,,,,,,,0.008,0.591,2022-05-28 20:00:00+00:00,2022,May,2022-05-28,148,737813,Spring,28,May
1887195,8,KPC_Uv3,2022-05-28 21:00:00+00:00,918.0,-2.067,72.52,73.982,2.584,,,286.169,283.957,215.432,215.432,,230.492,299.269,0.207,-3.135,,,2.276,0.411,14.714,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,871.0,2035.08,,,0.84,,,13.49,,,68.96,,,-0.258,,,0.324,0.589,,,0.299,0.87,1.87,2.87,3.87,4.87,5.87,6.87,9.869,,,,,,,,,,,,,,,,,,,,,,,0.009,0.589,2022-05-28 21:00:00+00:00,2022,May,2022-05-28,148,737813,Spring,28,May
1887196,9,KPC_Uv3,2022-05-28 22:00:00+00:00,918.0,-2.65,72.05,73.92,2.459,,,217.871,217.479,165.47,165.47,,240.047,298.371,0.335,-3.408,,,2.274,0.408,14.548,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,868.0,2135.09,,,0.84,,,13.49,,,68.71,,,-0.88,,,0.326,0.592,,,0.302,0.872,1.872,2.872,3.872,4.872,5.872,6.872,9.872,,,,,,,,,,,,,,,,,,,,,,,0.012,0.592,2022-05-28 22:00:00+00:00,2022,May,2022-05-28,148,737813,Spring,28,May
1887197,10,KPC_Uv3,2022-05-28 23:00:00+00:00,918.0,-3.35,70.28,72.596,2.276,,,198.524,191.027,145.76,145.76,,226.944,292.767,0.232,-4.623,,,2.274,0.409,14.456,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,870.0,2235.08,,,0.75,,,13.48,,,69.35,,,-1.967,,,0.326,0.591,,,0.301,0.872,1.872,2.872,3.872,4.872,5.872,6.872,9.872,,,,,,,,,,,,,,,,,,,,,,,0.012,0.591,2022-05-28 23:00:00+00:00,2022,May,2022-05-28,148,737813,Spring,28,May
1887198,11,KPC_Uv3,2022-05-29 00:00:00+00:00,917.0,-4.683,71.08,74.38,2.084,,,120.202,118.902,90.986,90.986,,226.97,290.203,0.294,-5.228,,,2.265,0.411,14.336,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,865.0,2335.08,,,0.92,,,13.48,,,69.21,,,-2.808,,,0.335,0.589,,,0.305,0.875,1.875,2.875,3.875,4.875,5.875,6.875,9.875,,,,,,,,,,,,,,,,,,,,,,,0.02,0.589,2022-05-29 00:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887199,12,KPC_Uv3,2022-05-29 01:00:00+00:00,917.0,-5.583,72.72,76.766,1.992,,,171.173,162.367,124.599,124.599,,225.333,284.182,0.318,-6.65,,,2.277,0.413,14.254,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,870.0,35.09,,,0.74,,,13.46,,,68.39,,,-4.37,,,0.323,0.587,,,0.298,0.868,1.868,2.868,3.868,4.868,5.868,6.868,9.868,,,,,,,,,,,,,,,,,,,,,,,0.008,0.587,2022-05-29 01:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887200,13,KPC_Uv3,2022-05-29 02:00:00+00:00,917.0,-5.3,73.08,76.933,2.045,,,169.153,176.003,135.447,135.447,,233.602,279.892,0.392,-7.747,,,2.28,0.413,14.198,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,868.0,135.08,,,0.65,,,13.46,,,67.21,,,-5.23,,,0.32,0.587,,,0.296,0.866,1.866,2.866,3.866,4.866,5.866,6.866,9.866,,,,,,,,,,,,,,,,,,,,,,,0.005,0.587,2022-05-29 02:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887201,14,KPC_Uv3,2022-05-29 03:00:00+00:00,916.0,-4.617,72.5,75.817,2.139,,,165.423,171.943,132.697,132.697,,229.396,280.452,0.316,-7.58,,,2.28,0.412,14.152,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,866.0,235.08,,,0.94,,,13.49,,,68.92,,,-4.882,,,0.321,0.588,,,0.297,0.867,1.867,2.867,3.867,4.867,5.867,6.867,9.867,,,,,,,,,,,,,,,,,,,,,,,0.006,0.588,2022-05-29 03:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887202,15,KPC_Uv3,2022-05-29 04:00:00+00:00,916.0,-5.483,73.3,77.303,2.025,,,225.796,216.865,167.838,167.838,,226.499,284.632,0.326,-6.551,,,2.278,0.412,14.088,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,874.0,335.08,,,0.69,,,13.47,,,67.46,,,-4.222,,,0.322,0.588,,,0.298,0.868,1.868,2.868,3.868,4.868,5.868,6.868,9.868,,,,,,,,,,,,,,,,,,,,,,,0.008,0.588,2022-05-29 04:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887203,16,KPC_Uv3,2022-05-29 05:00:00+00:00,916.0,-5.233,72.43,76.2,2.04,,,255.167,248.837,193.125,193.125,,220.457,281.31,0.251,-7.308,,,2.28,0.412,14.06,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,865.0,435.08,,,0.88,,,13.5,,,68.31,,,-4.98,,,0.32,0.588,,,0.297,0.867,1.867,2.867,3.867,4.867,5.867,6.867,9.867,,,,,,,,,,,,,,,,,,,,,,,0.006,0.588,2022-05-29 05:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887204,17,KPC_Uv3,2022-05-29 06:00:00+00:00,916.0,-4.217,71.32,74.294,2.169,,,314.375,309.881,241.177,241.177,,218.139,281.112,0.18,-7.338,,,2.282,0.41,14.06,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,852.0,535.09,,,0.82,,,13.51,,,71.96,,,-4.639,,,0.318,0.59,,,0.297,0.867,1.867,2.867,3.867,4.867,5.867,6.867,9.867,,,,,,,,,,,,,,,,,,,,,,,0.003,0.59,2022-05-29 06:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887205,18,KPC_Uv3,2022-05-29 07:00:00+00:00,915.0,-3.667,71.23,73.804,2.26,,,348.718,346.995,270.817,270.817,,222.65,285.471,0.202,-6.322,,,2.283,0.409,14.042,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,871.0,635.08,,,0.81,,,13.53,,,70.38,,,-3.239,,,0.317,0.591,,,0.297,0.867,1.867,2.867,3.867,4.867,5.867,6.867,9.867,,,,,,,,,,,,,,,,,,,,,,,0.003,0.591,2022-05-29 07:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887206,19,KPC_Uv3,2022-05-29 08:00:00+00:00,915.0,-3.4,71.75,74.15,2.323,,,379.021,379.021,296.639,296.639,0.783,224.383,290.019,0.207,-5.253,,,2.281,0.409,14.023,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,863.0,735.08,,,0.7,,,13.55,,,70.63,,,-2.22,,,0.319,0.591,,,0.298,0.868,1.868,2.868,3.868,4.868,5.868,6.868,9.868,,,,,,,,,,,,,,,,,,,,,,,0.005,0.591,2022-05-29 08:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887207,20,KPC_Uv3,2022-05-29 09:00:00+00:00,915.0,-2.783,72.25,74.221,2.449,,,455.478,455.478,358.671,358.671,0.787,224.048,291.022,0.174,-5.014,,,2.282,0.408,14.042,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,875.0,835.08,,,0.84,,,13.57,,,67.8,,,-1.843,,,0.318,0.592,,,0.298,0.868,1.868,2.868,3.868,4.868,5.868,6.868,9.868,,,,,,,,,,,,,,,,,,,,,,,0.003,0.592,2022-05-29 09:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887208,21,KPC_Uv3,2022-05-29 10:00:00+00:00,915.0,-2.433,73.83,75.587,2.569,,,467.133,467.133,371.352,371.352,0.795,228.405,296.43,0.203,-3.778,,,2.282,0.407,14.014,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,876.0,935.08,,,0.85,,,13.68,,,69.88,,,-0.712,,,0.318,0.593,,,0.298,0.869,1.869,2.869,3.869,4.869,5.869,6.869,9.869,,,,,,,,,,,,,,,,,,,,,,,0.004,0.593,2022-05-29 10:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887209,22,KPC_Uv3,2022-05-29 11:00:00+00:00,915.0,-1.767,73.92,75.191,2.702,,,532.634,532.634,426.203,426.203,0.8,229.248,299.888,0.179,-2.983,,,2.29,0.407,14.033,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,864.0,1035.09,,,0.99,,,13.78,,,67.63,,,-0.105,,,0.31,0.593,,,0.294,0.865,1.865,2.865,3.865,4.865,5.865,6.865,9.865,,,,,,,,,,,,,,,,,,,,,,,-0.004,0.593,2022-05-29 11:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887210,23,KPC_Uv3,2022-05-29 12:00:00+00:00,914.0,-1.2,74.77,75.639,2.853,,,527.195,527.195,425.057,425.057,0.806,230.675,303.704,0.167,-2.118,,,2.285,0.406,14.023,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,870.0,1135.08,,,0.7,,,13.91,,,69.36,,,0.814,,,0.315,0.594,,,0.297,0.868,1.868,2.868,3.868,4.868,5.868,6.868,9.868,,,,,,,,,,,,,,,,,,,,,,,0.0,0.594,2022-05-29 12:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887211,24,KPC_Uv3,2022-05-29 13:00:00+00:00,914.0,-0.033,70.18,70.197,2.917,,,568.221,568.221,460.199,460.199,0.81,231.298,303.395,0.115,-2.192,,,2.288,0.406,14.014,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,876.0,1235.08,,,0.8,,,13.97,,,68.54,,,1.534,,,0.312,0.594,,,0.296,0.866,1.866,2.866,3.866,4.866,5.866,6.866,9.866,,,,,,,,,,,,,,,,,,,,,,,-0.002,0.594,2022-05-29 13:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887212,25,KPC_Uv3,2022-05-29 14:00:00+00:00,913.0,1.517,58.15,58.15,2.707,,,491.298,491.298,399.236,399.236,0.813,233.516,303.359,0.058,-2.216,,,2.31,0.404,13.977,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,863.0,1335.08,,,0.85,,,14.06,,,69.87,,,3.105,,,0.29,0.596,,,0.286,0.856,1.856,2.856,3.856,4.856,5.856,6.856,9.856,,,,,,,,,,,,,,,,,,,,,,,-0.025,0.596,2022-05-29 14:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887213,26,KPC_Uv3,2022-05-29 15:00:00+00:00,913.0,1.317,62.98,62.98,2.89,,,504.196,504.196,403.285,403.285,0.8,247.077,312.563,0.212,-0.227,,,2.309,0.404,13.922,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,873.0,1435.08,,,0.72,,,13.98,,,67.79,,,5.158,,,0.291,0.596,,,0.286,0.856,1.856,2.856,3.856,4.856,5.856,6.856,9.856,,,,,,,,,,,,,,,,,,,,,,,-0.024,0.596,2022-05-29 15:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887214,27,KPC_Uv3,2022-05-29 16:00:00+00:00,913.0,0.483,70.42,70.42,3.042,,,503.419,503.419,400.0,400.0,0.795,255.118,326.486,0.339,0.0,,,2.32,0.404,13.775,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,869.0,1535.09,,,0.86,,,13.97,,,71.76,,,5.659,,,0.28,0.596,,,0.281,0.851,1.851,2.851,3.851,4.851,5.851,6.851,9.851,,,,,,,,,,,,,,,,,,,,,,,-0.035,0.596,2022-05-29 16:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887215,28,KPC_Uv3,2022-05-29 17:00:00+00:00,912.0,0.267,72.22,72.22,3.075,,,481.663,481.663,380.978,380.978,0.791,239.132,313.987,0.182,0.0,,,2.3,0.404,13.646,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,867.0,1635.08,,,0.76,,,13.99,,,71.94,,,2.647,,,0.3,0.596,,,0.291,0.861,1.861,2.861,3.861,4.861,5.861,6.861,9.861,,,,,,,,,,,,,,,,,,,,,,,-0.015,0.596,2022-05-29 17:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887216,29,KPC_Uv3,2022-05-29 18:00:00+00:00,912.0,0.417,73.65,73.65,3.17,,,455.012,455.012,359.053,359.053,0.789,233.69,309.792,0.117,-0.758,,,2.317,0.404,13.563,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,872.0,1735.08,,,0.88,,,13.99,,,71.57,,,1.741,,,0.283,0.596,,,0.282,0.853,1.853,2.853,3.853,4.853,5.853,6.853,9.853,,,,,,,,,,,,,,,,,,,,,,,-0.031,0.596,2022-05-29 18:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887217,30,KPC_Uv3,2022-05-29 19:00:00+00:00,913.0,0.567,73.45,73.45,3.192,,,406.138,406.138,317.724,317.724,0.782,232.718,309.543,0.099,-0.808,,,2.285,0.405,13.489,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,865.0,1835.08,,,0.68,,,13.89,,,78.82,,,1.685,,,0.315,0.595,,,0.298,0.868,1.868,2.868,3.868,4.868,5.868,6.868,9.868,,,,,,,,,,,,,,,,,,,,,,,0.0,0.595,2022-05-29 19:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887218,31,KPC_Uv3,2022-05-29 20:00:00+00:00,913.0,0.383,73.32,73.32,3.144,,,355.478,355.478,274.332,274.332,0.772,231.837,308.143,0.099,-1.117,,,2.289,0.405,13.425,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,868.0,1935.08,,,0.88,,,13.82,,,72.34,,,1.592,,,0.311,0.595,,,0.296,0.866,1.866,2.866,3.866,4.866,5.866,6.866,9.866,,,,,,,,,,,,,,,,,,,,,,,-0.003,0.595,2022-05-29 20:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887219,32,KPC_Uv3,2022-05-29 21:00:00+00:00,913.0,0.033,74.97,74.97,3.134,,,308.003,304.849,235.982,235.982,,232.348,307.957,0.122,-1.163,,,2.297,0.405,13.36,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,871.0,2035.09,,,0.94,,,13.8,,,70.32,,,1.38,,,0.303,0.595,,,0.292,0.862,1.862,2.862,3.862,4.862,5.862,6.862,9.862,,,,,,,,,,,,,,,,,,,,,,,-0.012,0.595,2022-05-29 21:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887220,33,KPC_Uv3,2022-05-29 22:00:00+00:00,914.0,-0.533,75.0,75.382,3.005,,,266.511,260.334,202.139,202.139,,231.585,305.777,0.143,-1.652,,,2.287,0.405,13.278,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,855.0,2135.08,,,0.8,,,13.8,,,73.14,,,0.781,,,0.313,0.595,,,0.297,0.867,1.867,2.867,3.867,4.867,5.867,6.867,9.867,,,,,,,,,,,,,,,,,,,,,,,-0.001,0.595,2022-05-29 22:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887221,34,KPC_Uv3,2022-05-29 23:00:00+00:00,914.0,-1.167,75.17,76.019,2.875,,,233.333,225.113,175.325,175.325,,230.077,302.267,0.159,-2.442,,,2.302,0.406,13.213,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,866.0,2235.08,,,0.72,,,13.78,,,71.77,,,0.017,,,0.298,0.594,,,0.289,0.859,1.859,2.859,3.859,4.859,5.859,6.859,9.859,,,,,,,,,,,,,,,,,,,,,,,-0.017,0.594,2022-05-29 23:00:00+00:00,2022,May,2022-05-29,149,737814,Spring,29,May
1887222,35,KPC_Uv3,2022-05-30 00:00:00+00:00,915.0,-1.267,73.95,74.858,2.805,,,211.111,200.961,156.99,156.99,,226.534,298.402,0.126,-3.308,,,2.302,0.407,13.158,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,859.0,2335.08,,,1.01,,,13.77,,,71.82,,,-0.714,,,0.298,0.593,,,0.288,0.859,1.859,2.859,3.859,4.859,5.859,6.859,9.859,,,,,,,,,,,,,,,,,,,,,,,-0.016,0.593,2022-05-30 00:00:00+00:00,2022,May,2022-05-30,150,737815,Spring,30,May
1887223,36,KPC_Uv3,2022-05-30 01:00:00+00:00,916.0,-1.467,71.48,72.498,2.668,,,198.291,188.167,147.441,147.441,,223.104,295.93,0.1,-3.857,,,2.307,0.407,13.103,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,867.0,35.08,,,0.78,,,13.77,,,72.02,,,-0.979,,,0.293,0.593,,,0.286,0.856,1.856,2.856,3.856,4.856,5.856,6.856,9.856,,,,,,,,,,,,,,,,,,,,,,,-0.021,0.593,2022-05-30 01:00:00+00:00,2022,May,2022-05-30,150,737815,Spring,30,May
1887224,37,KPC_Uv3,2022-05-30 02:00:00+00:00,916.0,-2.433,71.58,73.283,2.488,,,177.312,189.252,148.739,148.739,,224.101,296.814,0.158,-3.659,,,2.318,0.407,13.047,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,865.0,135.09,,,0.73,,,13.77,,,72.6,,,-1.11,,,0.282,0.593,,,0.28,0.851,1.851,2.851,3.851,4.851,5.851,6.851,9.851,,,,,,,,,,,,,,,,,,,,,,,-0.032,0.593,2022-05-30 02:00:00+00:00,2022,May,2022-05-30,150,737815,Spring,30,May
1887225,38,KPC_Uv3,2022-05-30 03:00:00+00:00,917.0,-2.917,71.17,73.207,2.383,,,144.833,207.387,163.484,163.484,,217.862,293.952,0.116,-4.282,,,2.325,0.408,13.011,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,876.0,235.08,,,0.96,,,13.78,,,70.56,,,-2.172,,,0.276,0.592,,,0.276,0.847,1.847,2.847,3.847,4.847,5.847,6.847,9.847,,,,,,,,,,,,,,,,,,,,,,,-0.039,0.592,2022-05-30 03:00:00+00:00,2022,May,2022-05-30,150,737815,Spring,30,May
1887226,39,KPC_Uv3,2022-05-30 04:00:00+00:00,918.0,-3.517,69.17,71.566,2.212,,,240.637,232.854,184.11,184.11,,212.219,288.338,0.085,-5.564,,,2.306,0.408,12.983,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,862.0,335.08,,,0.69,,,13.77,,,71.1,,,-2.895,,,0.294,0.592,,,0.286,0.856,1.856,2.856,3.856,4.856,5.856,6.856,9.856,,,,,,,,,,,,,,,,,,,,,,,-0.021,0.592,2022-05-30 04:00:00+00:00,2022,May,2022-05-30,150,737815,Spring,30,May
1887227,40,KPC_Uv3,2022-05-30 05:00:00+00:00,918.0,-4.05,68.77,71.521,2.113,,,276.845,271.847,215.584,215.584,,211.032,287.597,0.098,-5.732,,,2.303,0.409,12.974,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,871.0,435.08,,,0.93,,,13.77,,,69.1,,,-2.962,,,0.297,0.591,,,0.287,0.857,1.857,2.857,3.857,4.857,5.857,6.857,9.857,,,,,,,,,,,,,,,,,,,,,,,-0.017,0.591,2022-05-30 05:00:00+00:00,2022,May,2022-05-30,150,737815,Spring,30,May
1887228,41,KPC_Uv3,2022-05-30 06:00:00+00:00,919.0,-3.883,66.68,69.235,2.073,,,320.124,318.099,253.018,253.018,,210.259,285.356,0.082,-6.261,,,2.292,0.409,12.974,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,872.0,535.08,,,0.82,,,13.78,,,70.97,,,-3.294,,,0.308,0.591,,,0.292,0.862,1.862,2.862,3.862,4.862,5.862,6.862,9.862,,,,,,,,,,,,,,,,,,,,,,,-0.007,0.591,2022-05-30 06:00:00+00:00,2022,May,2022-05-30,150,737815,Spring,30,May
1887229,42,KPC_Uv3,2022-05-30 07:00:00+00:00,920.0,-3.717,68.23,70.73,2.145,,,365.035,365.035,291.215,291.215,0.798,210.338,284.167,0.075,-6.546,,,2.27,0.409,12.974,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,878.0,635.09,,,0.81,,,13.79,,,71.56,,,-2.919,,,0.33,0.591,,,0.303,0.873,1.873,2.873,3.873,4.873,5.873,6.873,9.873,,,,,,,,,,,,,,,,,,,,,,,0.015,0.591,2022-05-30 07:00:00+00:00,2022,May,2022-05-30,150,737815,Spring,30,May
1887230,43,KPC_Uv3,2022-05-30 08:00:00+00:00,921.0,-3.617,69.82,72.308,2.209,,,413.831,413.831,333.079,333.079,0.805,214.906,290.869,0.118,-4.985,,,2.271,0.409,12.964,,,0.0,,,,,,,,,0.0,0.0,0.0,79.835,-25.163,870.0,735.08,,,0.76,,,13.82,,,72.67,,,-1.963,,,0.329,0.591,,,0.303,0.873,1.873,2.873,3.873,4.873,5.873,6.873,9.873,,,,,,,,,,,,,,,,,,,,,,,0.015,0.591,2022-05-30 08:00:00+00:00,2022,May,2022-05-30,150,737815,Spring,30,May
