,stid,Datetime,Air pressure (upper boom),Air temperature (upper boom),Relative humidity (upper boom) - corrected,Specific humidity (upper boom),Wind speed (upper boom),Wind from direction (upper boom),Downwelling shortwave radiation - corrected,Upwelling shortwave radiation - corrected,Downwelling longwave radiation,Upwelling longwave radiation,Surface temperature,Latent heat flux (upper boom),Sensible heat flux (upper boom),Surface height from combined measurements,Surface height from combined measurements DELTA,Albedo,Cloud cover,Ablation,Melting Season
199375,TAS_A,2018-02-13 00:00:00+00:00,873.7198333333332,-13.169541666666666,99.81041666666665,1.4107916666666667,,,1.1688333333333334,0.749,269.78850000000006,270.15641666666664,-10.418291666666667,,,-0.12858333333333333,-0.009,,0.9964583333333333,False,pre
199376,TAS_A,2018-02-14 00:00:00+00:00,874.6941666666667,-10.028333333333332,100.0,1.8625416666666668,,,0.8070416666666667,0.5165416666666667,271.994125,272.329625,-9.891833333333333,,,-0.15679166666666666,-0.0529999999999999,,0.9691666666666666,False,pre
199377,TAS_A,2018-02-15 00:00:00+00:00,876.8534583333334,-8.907625000000001,100.0,2.066875,,,0.5942916666666666,0.3797083333333333,273.81333333333333,274.03575,-9.481333333333334,,,-0.16154166666666667,0.0469999999999999,,0.942625,False,pre
199378,TAS_A,2018-02-16 00:00:00+00:00,875.7235000000001,-6.161041666666667,100.0,2.5888750000000003,,,0.29754166666666665,0.18983333333333333,276.0235833333333,276.1517083333333,-8.974375,,,-0.11658333333333333,0.039,,0.8737083333333334,False,pre
199379,TAS_A,2018-02-17 00:00:00+00:00,890.8647500000001,-9.471291666666666,99.99958333333332,1.9322499999999998,,,0.16708333333333333,0.10662500000000001,277.4995,277.5954166666667,-8.630083333333333,,,-0.09699999999999999,-0.0129999999999999,,0.9869166666666667,False,pre
199380,TAS_A,2018-02-18 00:00:00+00:00,894.8652083333333,-8.280208333333333,100.0,2.1100833333333333,,,0.16720833333333332,0.10662500000000001,278.23,278.322875,-8.456916666666666,,,-0.07683333333333334,0.044000000000000004,,0.9820416666666666,False,pre
199381,TAS_A,2018-02-19 00:00:00+00:00,878.5569166666668,-5.401666666666666,100.0,2.752041666666667,,,0.08933333333333333,0.056833333333333326,279.222125,279.32054166666666,-8.220083333333333,,,-0.24575000000000002,-0.19499999999999998,,0.87275,False,pre
199382,TAS_A,2018-02-20 00:00:00+00:00,879.8148333333334,-10.364791666666667,99.931,1.922666666666667,,,0.0,0.0,280.391,280.432375,-7.957208333333334,,,-0.19116666666666668,0.241,,0.9535833333333334,False,pre
199383,TAS_A,2018-02-21 00:00:00+00:00,878.8971666666666,-13.235416666666666,99.899,1.4106666666666665,,,0.23504166666666668,0.14916666666666667,280.10904166666666,280.1068333333333,-8.034541666666668,,,-0.13370833333333335,-0.162,,1.0,False,pre
199384,TAS_A,2018-02-22 00:00:00+00:00,871.0996666666666,-16.767,99.22195833333335,1.0599999999999998,,,0.4231666666666667,0.26787500000000003,279.51229166666667,279.56625,-8.162166666666668,,,0.03666666666666667,0.313,,1.0,False,pre
199385,TAS_A,2018-02-23 00:00:00+00:00,874.6772083333332,-18.200875,98.9535,1.081625,,,0.8568749999999999,0.5415416666666667,277.854625,277.9351666666667,-8.549375,,,-0.06445833333333333,-0.8029999999999999,,0.992,False,pre
199386,TAS_A,2018-02-24 00:00:00+00:00,865.7164999999999,-5.562666666666668,100.0,2.779958333333333,,,0.6409583333333333,0.40458333333333335,277.67220833333334,277.83925,-8.5715,,,-0.4579166666666667,0.2269999999999999,,0.8632916666666667,False,pre
199387,TAS_A,2018-02-25 00:00:00+00:00,899.3491250000001,-8.740708333333332,100.0,2.0100416666666665,,,0.48970833333333336,0.3086666666666667,278.57308333333333,278.6831666666667,-8.371166666666667,,,-0.15566666666666665,0.28,,1.0,False,pre
199388,TAS_A,2018-02-26 00:00:00+00:00,902.8774583333334,-8.734541666666667,100.0,2.00325,,,0.36795833333333333,0.2316666666666667,279.4474583333334,279.54533333333336,-8.166708333333334,,,0.03870833333333334,0.126,,1.0,False,pre
199389,TAS_A,2018-02-27 00:00:00+00:00,919.3680416666666,-9.158416666666666,100.0,1.8957083333333333,,,0.266875,0.16775000000000004,279.9804583333333,280.06649999999996,-8.043416666666666,,,0.17025,0.139,,1.0,False,pre
199390,TAS_A,2018-02-28 00:00:00+00:00,930.468375,-9.744625,100.0,1.7784166666666668,,,0.22487500000000002,0.14129166666666668,280.38770833333336,280.4698333333333,-7.948,,,0.28870833333333334,0.12,,1.0,False,pre
199391,TAS_A,2018-03-01 00:00:00+00:00,934.3290000000001,-10.412708333333333,100.0,1.6682916666666667,,,0.37799999999999995,0.23695833333333338,280.5097083333333,280.6064166666667,-7.915541666666666,,,0.381125,0.024000000000000004,,1.0,False,pre
199392,TAS_A,2018-03-02 00:00:00+00:00,930.8864166666666,-10.464625,100.0,1.6667499999999997,,,0.3869583333333333,0.24233333333333332,280.54029166666663,280.63079166666665,-7.9098749999999995,,,0.31416666666666665,-0.263,,1.0,False,pre
199393,TAS_A,2018-03-03 00:00:00+00:00,920.9152916666667,-10.379916666666666,100.0,1.6975833333333334,,,0.39475,0.24691666666666667,280.52916666666664,280.662,-7.902208333333333,,,0.10166666666666667,0.20000000000000004,,1.0,False,pre
199394,TAS_A,2018-03-04 00:00:00+00:00,918.72175,-10.845958333333334,100.0,1.6332916666666666,,,0.443625,0.27708333333333335,280.44425,280.5638333333333,-7.925541666666667,,,0.46570833333333334,0.31,,1.0,False,pre
199395,TAS_A,2018-03-05 00:00:00+00:00,915.8391250000001,-10.297291666666666,100.0,1.7195,,,0.566625,0.3532916666666666,280.44941666666665,280.540125,-7.931375,,,0.43966666666666665,-0.299,,1.0,False,pre
199396,TAS_A,2018-03-06 00:00:00+00:00,912.4860833333333,-11.250916666666667,100.0,1.5860833333333335,,,0.6048333333333334,0.37645833333333334,280.433875,280.52270833333336,-7.935416666666666,,,0.18737499999999999,0.0819999999999999,,1.0,False,pre
199397,TAS_A,2018-03-07 00:00:00+00:00,907.7011249999999,-12.346791666666666,100.0,1.443625,,,0.6109583333333333,0.37975000000000003,280.2055,280.342875,-7.977583333333333,,,0.21775,-0.2249999999999999,,1.0,False,pre
199398,TAS_A,2018-03-08 00:00:00+00:00,898.7567916666667,-11.527125,100.0,1.5711666666666666,,,0.6202916666666667,0.3850833333333334,279.92329166666667,280.068875,-8.042291666666666,,,0.11525,0.314,,1.0,False,pre
199399,TAS_A,2018-03-09 00:00:00+00:00,894.7007083333334,-11.985624999999999,100.0,1.5160833333333334,,,0.6277499999999999,0.3890833333333334,279.69766666666663,279.8339583333333,-8.098125,,,0.22541666666666668,0.365,,1.0,False,pre
199400,TAS_A,2018-03-10 00:00:00+00:00,897.6619999999999,-12.663458333333333,99.99954166666667,1.420708333333333,,,0.632375,0.39137500000000003,279.50666666666666,279.66029166666664,-8.138958333333333,,,0.09683333333333333,-0.21299999999999994,,1.0,False,pre
199401,TAS_A,2018-03-11 00:00:00+00:00,912.515625,-11.071083333333334,100.0,1.611375,,,0.6418333333333334,0.39666666666666667,279.41012500000005,279.55537499999997,-8.163874999999999,,,0.05525,-0.102,,1.0,False,pre
199402,TAS_A,2018-03-12 00:00:00+00:00,904.5019166666666,-12.463499999999998,99.99841666666667,1.4346249999999998,,,0.6619166666666666,0.4086666666666667,279.28445833333336,279.4390416666667,-8.1915,,,-0.030583333333333334,-0.128,,1.0,False,pre
