,stid,Surface height from combined measurements,Surface height from combined measurements DELTA,Ablation,Melting Season,PC1,PC2,PC3,PC4,PC5
0,KAN_L,0.0727916666666666,-0.053,True,beginning,0.08996759223731386,0.8561956638428906,0.06824804133527418,-0.34691583798803144,0.13467693039646825
1,KAN_L,0.030125,-0.023,True,beginning,-0.10130475390420886,0.6232392616921169,0.20545112219182673,-0.46130489573401645,-0.06672649406355527
2,KAN_L,0.011375,-0.052,True,middle,-0.26001939482121733,0.5008174189312766,-0.11666431508603167,-0.2539566563065199,-0.029718312822380723
3,KAN_L,-0.0176666666666666,-0.0019999999999999,True,middle,-0.004918300872642785,0.5859219272774102,0.3715543798953304,-0.5991103733244577,-0.05241421202158277
4,KAN_L,-0.031375,-0.026,False,pre,-0.19747661936590744,0.32284928383466127,0.5495323390908832,-0.5694822808332443,-0.20346982347421208
5,KAN_L,-0.0365,-0.015,False,pre,0.49222138622554534,1.208375423543113,0.46161506686172077,0.09116121164610896,-0.016693062406887206
6,KAN_L,-0.0482499999999999,-0.003,False,pre,-0.17616129285036325,0.20314183590022605,0.3384572656045326,-0.28263363933220087,-0.33708526711668185
7,KAN_L,-0.0503333333333333,0.004,False,pre,-0.27507435307937805,-0.21744265071202595,-0.10183985471641224,0.07498034028268075,-0.16330848243951418
8,KAN_L,-0.0530833333333333,-0.01,False,pre,0.0005046515073036089,0.26263408453906256,-0.26785562893928255,-0.06991336272103466,-0.09250356343185002
9,KAN_L,-0.0605416666666666,0.008,False,pre,0.04539591650493356,0.5217214302624508,-0.31996776989285397,-0.0208217492203176,-0.03401324949748975
10,KAN_L,-0.0679166666666666,0.001,True,middle,-0.10677973063504094,0.13801270285490413,-0.17751287548870504,-0.16581211811952262,-0.024196267262358212
11,KAN_L,-0.0699166666666666,-0.018,True,middle,-0.4992094614047141,-0.16842671519324628,0.321646896568388,-0.10828087556365852,-0.018062500768561623
12,KAN_L,-0.0745,0.001,True,middle,-0.14724812622989578,0.10253112469046805,-0.23669656863658625,-0.1443244443648115,0.013017601829532257
13,KAN_L,-0.0779583333333333,0.004,True,middle,0.3104078055725245,0.8739998820110743,-0.050823414730720204,-0.10692406990441036,0.18900858591545328
14,KAN_L,-0.0868333333333333,-0.0289999999999999,True,middle,-0.038404390911177935,-0.05003016342517951,-0.27458294220569895,-0.0035134815617892277,-0.10379298917808
15,KAN_L,-0.083625,0.0139999999999999,True,middle,0.4479666998927594,0.5399142177681704,-0.07961538774825852,-0.03343177915797674,-0.10593479101404439
16,KAN_L,-0.0844583333333333,0.007,True,end,0.3326884582368858,0.49411817767772487,-0.13518924375128286,-0.11646223758436701,-0.001428817439650443
17,KAN_L,-0.08025,-0.0119999999999999,True,end,0.781906210362371,1.1340216153695257,0.6172797683307417,0.4050056662071557,0.1472813227478027
18,KAN_L,-0.0312916666666666,0.086,False,pre,0.6638556994927908,1.0237802581428719,0.8110637492014068,0.8562942158233967,0.4487267597581399
19,KAN_L,0.01375,0.026,False,pre,0.26066313494087096,0.22189204567613124,-0.21536942528449068,-0.14972501440838773,0.001018529116852732
20,KAN_L,0.0110833333333333,-0.026,False,pre,0.1657999890659497,0.23419321710921662,-0.44274896600926955,0.022018776445505657,0.0005701872979348103
21,KAN_L,-0.0082916666666666,-0.012,False,pre,-0.06539360446023569,-0.302902982870034,-0.21010177359403995,0.06409715410043251,-0.11852094908517445
22,KAN_L,-0.0217916666666666,-0.0049999999999999,False,pre,0.17447228318450114,-0.3514911263877465,-0.3156243716001848,0.12232106693726078,-0.16707539169936228
23,KAN_L,-0.0198333333333333,0.001,False,pre,0.2145463511190101,-0.08687461375238927,-0.05593584478526769,-0.08101073820446088,-0.22368871946618246
24,KAN_L,-0.053875,-0.078,False,pre,0.4015092231737798,0.5588521312874722,-0.05707570399597336,-0.2334596406323464,0.11305820291105312
25,KAN_L,-0.100625,-0.0049999999999999,False,pre,0.40510371196124795,0.8322414963320314,0.04325757305104803,-0.26914338440856245,0.22648294900784025
26,KAN_L,-0.066125,0.106,False,pre,0.7001028372571437,1.1656697974335533,0.5057076182702624,0.3435922669828744,0.3116350032181023
27,KAN_L,-0.0083333333333333,-0.021,False,pre,0.1492134974765769,0.08309501665086744,0.1727335332928583,-0.2959459331751407,-0.19267385319890928
28,KAN_L,-0.0142083333333333,0.0029999999999999,False,pre,0.25016253816273243,0.2585832147375067,0.35481986882701166,-0.36699176788661686,-0.3217488867497337
29,KAN_L,-0.0109583333333333,-0.0059999999999999,False,pre,0.4296551360742542,0.35307717071294503,0.07539993565618293,-0.23156288162456914,-0.15270246517049693
30,KAN_L,-0.02175,-0.017,False,pre,0.09688478200672314,-0.4077125109821647,-0.3169030625081043,0.08819155608528267,-0.06023062665685094
31,KAN_L,-0.0323333333333333,-0.002,False,pre,0.4170829168780335,-0.2882743450509353,-0.3942684971250999,0.1035727971312766,-0.12519765621973816
32,KAN_L,-0.032375,-0.003,False,no_ablation,-0.07047095200017864,-0.7570319652995632,0.21579269144545543,0.19134862392311472,0.038939674296564496
33,KAN_L,-0.0323333333333333,-0.0039999999999999,False,no_ablation,0.25745625914126063,-0.2068783310390976,0.4108898853140269,-0.21156601842513076,-0.40601770427705813
34,KAN_L,-0.0430833333333333,-0.0099999999999999,False,no_ablation,0.29759313062981335,-0.6047642699374618,0.27312357169188656,-0.022371193688294894,-0.26111004135259636
35,KAN_L,-0.0435833333333333,0.001,False,no_ablation,0.17950445082276742,-0.5040921586505923,-0.09640633519942733,-0.07235932014058717,0.04609481431501069
36,KAN_L,-0.0889166666666666,-0.038,False,no_ablation,0.24159608355386775,0.09286921241140966,-0.5519545898523474,-0.07214810203318406,0.25305844062228994
37,KAN_L,-0.1065833333333333,-0.015,False,no_ablation,0.1415549132218194,-0.20227448288887306,-0.3496740907741076,-0.09395173947645222,0.12271713165522595
38,KAN_L,-0.122125,-0.015,False,no_ablation,0.4286657727939182,0.09660188024501919,-0.16218617625161993,-0.18162456061549997,0.013069928342797996
39,KAN_L,-0.088125,0.087,False,no_ablation,0.9279040928799732,0.9880308569454984,0.7057655473174789,0.5430527134863363,0.2371833354282085
40,KAN_L,-0.051375,-0.023,False,no_ablation,0.22959940089118483,-0.26297775139860174,0.3897661254913895,-0.27559600756215297,-0.23738413453529794
41,KAN_L,-0.0705833333333333,-0.003,False,no_ablation,0.29277316631765754,-0.5028048870940559,0.11107510935225455,-0.04907515531128251,-0.21808154924564205
42,KAN_L,-0.0970416666666666,-0.0819999999999999,False,no_ablation,0.6643534846637476,0.39867693973880136,0.028138375230415114,-0.1656037140863051,-0.03252672805114456
43,KAN_L,-0.1584583333333333,0.005,False,no_ablation,0.42004920179255645,0.33569184012741093,0.08849954089199658,-0.3882705316443571,0.03312519947189796
44,KAN_L,-0.1375,0.0129999999999999,False,no_ablation,0.11738182442960611,-0.21798670034312792,0.5077986053301438,-0.35349851881805155,-0.18449419137900863
45,KAN_L,-0.1198333333333333,0.014,False,no_ablation,0.9045687919684424,0.8138212821247864,0.3781844494545462,0.07990199455879135,-0.009628353392971696
46,KAN_L,-0.10875,0.006,False,no_ablation,0.6691877844140901,0.32201917303520217,0.027801197121214375,-0.10362504592886297,-0.15123521698743342
47,KAN_L,-0.1309583333333333,-0.018,False,no_ablation,0.6434467820724065,0.34476740298384895,-0.06814954000482655,-0.12488227458416169,-0.003401371227711984
48,KAN_L,-0.137875,0.059,False,no_ablation,0.8937631520357612,0.9276631425086815,0.31591617786156295,0.3359596005756145,0.45096782638857086
49,KAN_L,-0.0725833333333333,0.002,False,no_ablation,0.4606734032808934,-0.2940733323463553,-0.08749330874081966,-0.09918118990665711,-0.13796113198671453
50,KAN_L,-0.0842499999999999,-0.0679999999999999,False,no_ablation,0.6631578144933055,-0.13430968567908405,0.028957795637701712,-0.14628247276867853,-0.2108689874085171
51,KAN_L,-0.18275,-0.0169999999999999,False,no_ablation,0.6756600823472672,-0.3463774751259749,-0.1384982208986982,-0.02590529748557609,-0.18153831709746826
52,KAN_L,-0.1720833333333333,0.0039999999999999,False,no_ablation,0.7048756164325773,-0.05751363111439599,0.16749496611990622,-0.19828269265156842,-0.2798665695640358
53,KAN_L,-0.1695,0.002,False,no_ablation,0.8610835030292803,0.24834970277106463,0.09568486266402705,-0.12744141869830936,-0.11759885369961996
54,KAN_L,-0.1706666666666666,0.0099999999999999,False,no_ablation,0.5609039849979475,0.048741950427180734,-0.08645225879220088,-0.2432171563854857,0.035541164293835095
55,KAN_L,-0.1526249999999999,0.009,False,no_ablation,0.4986060752906822,0.7515672095085192,0.02998019871483807,-0.32486527315803754,0.28562619816157264
56,KAN_L,-0.1495,-0.001,False,no_ablation,0.5897134179153269,0.9202143802303405,0.15240472547209966,-0.23848931274748753,0.3264757422853697
57,KAN_L,-0.1462916666666666,0.001,False,no_ablation,0.41186660996233176,0.63617593835136,0.009192673870064661,-0.3395129404347593,0.18013617616519595
58,KAN_L,-0.173625,-0.049,False,no_ablation,0.429356843733849,0.9176268897040034,0.164214374524102,-0.5019145691049938,0.3705685085692215
