,stid,Datetime,Air pressure (upper boom),Air temperature (upper boom),Relative humidity (upper boom) - corrected,Specific humidity (upper boom),Wind speed (upper boom),Wind from direction (upper boom),Downwelling shortwave radiation - corrected,Upwelling shortwave radiation - corrected,Downwelling longwave radiation,Upwelling longwave radiation,Surface temperature,Latent heat flux (upper boom),Sensible heat flux (upper boom),Surface height from combined measurements,Surface height from combined measurements DELTA,Albedo,Cloud cover,Ablation,Melting Season
90453,NAE,1997-05-03 00:00:00+00:00,,,,,,,,,,,,,,0.0,0.0,,,False,
90454,NAE,1997-05-04 00:00:00+00:00,723.6624999999999,-32.38166666666667,86.56458333333335,0.22958333333333333,3.170416666666666,307.0,259.45624999999995,231.06583333333342,,,,-0.6445833333333334,1.7929166666666667,-0.00375,0.0,0.8755555555555555,,False,
90455,NAE,1997-05-05 00:00:00+00:00,725.8499999999999,-29.877916666666668,85.41208333333333,0.30291666666666667,2.2120833333333336,255.02083333333337,284.7558333333333,244.75041666666667,,,,-1.6686956521739134,-9.31090909090909,-0.0033333333333333335,-0.01,0.86,,False,
90456,NAE,1997-05-06 00:00:00+00:00,727.6624999999999,-26.51166666666666,84.54333333333334,0.43416666666666665,2.9350000000000005,231.36666666666665,285.26416666666665,245.57375,,,,-2.33875,-25.77681818181818,-0.01,0.0,0.865,,False,
90457,NAE,1997-05-07 00:00:00+00:00,721.0333333333333,-21.19958333333333,91.49625000000002,0.7420833333333333,4.784166666666667,295.4416666666667,264.80958333333336,229.93499999999997,,,,-1.4008333333333336,-10.301304347826088,-0.00375,0.01,0.8663636363636363,,False,
90458,NAE,1997-05-08 00:00:00+00:00,727.1791666666667,-20.783750000000005,90.96749999999999,0.7475,6.510416666666667,322.88333333333327,281.09875000000005,247.8770833333334,,,,-2.0174999999999996,-15.459999999999996,0.008333333333333333,-0.01,0.8763636363636365,,False,
90459,NAE,1997-05-09 00:00:00+00:00,730.3541666666666,-24.335833333333344,88.96416666666666,0.5245833333333333,6.320833333333333,290.5416666666667,296.5683333333333,257.84875000000005,,,,2.339166666666667,-21.10727272727273,0.0075,0.01,0.8718181818181818,,False,
90460,NAE,1997-05-10 00:00:00+00:00,731.7666666666668,-26.12041666666666,87.83916666666666,0.4383333333333333,5.67875,288.8125,304.0175,263.89833333333337,,,,-0.0020833333333332518,-20.66208333333333,0.00125,-0.01,0.8690909090909091,,False,
90461,NAE,1997-05-11 00:00:00+00:00,732.9,-26.97916666666666,89.43708333333332,0.4075,4.949583333333334,303.3333333333333,307.16416666666663,267.0479166666667,,,,-1.7033333333333331,-7.138749999999999,0.0,0.0,0.8690909090909091,,False,
90462,NAE,1997-05-12 00:00:00+00:00,732.9041666666668,-26.666666666666668,88.89041666666668,0.4254166666666667,4.756666666666667,307.2708333333333,309.125,268.7454166666666,,,,-2.0373913043478264,-3.3163636363636355,0.0,0.0,0.8681818181818183,,False,
90463,NAE,1997-05-13 00:00:00+00:00,734.1083333333332,-25.97583333333333,86.96958333333333,0.44208333333333333,5.1675,318.8625,313.44958333333335,273.3779166666667,,,,-0.6941666666666667,-3.0700000000000016,0.0,0.0,0.8690909090909091,,False,
90464,NAE,1997-05-14 00:00:00+00:00,732.8166666666667,-24.84875,86.98291666666667,0.4908333333333334,3.867083333333332,316.68333333333334,317.4945833333333,277.52000000000004,,,,-1.3733333333333333,-2.145217391304348,-0.0020833333333333333,0.0,0.870909090909091,,False,
90465,NAE,1997-05-15 00:00:00+00:00,735.9458333333333,-21.91125,89.03416666666668,0.765,3.955833333333333,323.1041666666667,298.29375,258.4770833333334,,,,-2.69375,-20.925652173913043,0.0,0.0,0.8672727272727272,,False,
90466,NAE,1997-05-16 00:00:00+00:00,739.4749999999999,-16.759583333333335,88.92916666666666,1.0504166666666663,4.911666666666666,307.1333333333333,320.13374999999996,281.03125000000006,,,,-3.252083333333333,-32.14125,0.006666666666666667,0.01,0.8727272727272727,,False,
90467,NAE,1997-05-17 00:00:00+00:00,743.7583333333332,-18.187083333333334,84.92916666666667,0.8833333333333334,4.84125,300.56250000000006,325.69374999999997,282.52416666666664,,,,-1.7637500000000002,-32.40458333333334,0.01,0.0,0.8672727272727272,,False,
90468,NAE,1997-05-18 00:00:00+00:00,744.2208333333333,-17.548333333333332,75.39416666666666,0.8825,4.010833333333333,281.6708333333333,333.09166666666664,285.7825,,,,0.205,-16.59,0.009166666666666667,0.0,0.8599999999999999,,False,
90469,NAE,1997-05-19 00:00:00+00:00,741.1083333333336,-15.93125,89.46333333333332,1.1745833333333333,6.33,302.5208333333333,330.05041666666665,283.64708333333334,,,,-0.5086956521739127,-26.038695652173917,0.01,0.0,0.8599999999999999,,False,
90470,NAE,1997-05-20 00:00:00+00:00,738.1125000000001,-16.825,85.82333333333332,1.0241666666666667,5.726666666666666,291.9875,337.7633333333334,288.71916666666664,,,,-0.15333333333333354,-29.740000000000006,0.0062499999999999995,0.0,0.8572727272727273,,False,
90471,NAE,1997-05-21 00:00:00+00:00,733.0708333333333,-17.75166666666667,87.61416666666668,0.9670833333333335,4.385833333333334,292.8875,344.66,295.8170833333333,,,,-0.24000000000000002,-16.391666666666666,0.00375,-0.01,0.8581818181818182,,False,
90472,NAE,1997-05-22 00:00:00+00:00,729.1791666666667,-19.745833333333334,86.58416666666666,0.8004166666666666,5.017083333333333,281.0458333333333,346.13666666666677,297.32791666666674,,,,-0.44208333333333344,-9.640416666666667,0.0008333333333333334,0.0,0.8592307692307692,,False,
90473,NAE,1997-05-23 00:00:00+00:00,726.4874999999998,-22.167083333333338,86.31916666666666,0.63125,5.1504166666666675,292.90416666666664,352.94041666666664,301.8741666666668,,,,-0.7963636363636362,-16.170454545454547,0.00125,0.0,0.856923076923077,,False,
90474,NAE,1997-05-24 00:00:00+00:00,724.2249999999999,-22.139583333333334,87.84541666666667,0.6512499999999999,4.033333333333333,296.6708333333333,354.9491666666667,302.8433333333333,,,,-1.2299999999999998,-7.794347826086955,0.0,0.0,0.8561538461538463,,False,
90475,NAE,1997-05-25 00:00:00+00:00,725.4500000000002,-23.0,87.15708333333335,0.58125,4.765416666666667,297.95416666666665,355.64541666666673,304.4120833333333,,,,0.10666666666666665,-1.7816666666666672,0.0,0.0,0.8546153846153846,,False,
90476,NAE,1997-05-26 00:00:00+00:00,729.0458333333335,-20.721666666666668,85.66291666666666,0.7270833333333333,6.595416666666665,293.475,362.3483333333334,308.3633333333333,,,,-0.01625000000000006,-28.896250000000006,0.0,0.0,0.8523076923076923,,False,
90477,NAE,1997-05-27 00:00:00+00:00,730.2125,-20.335833333333333,78.76958333333333,0.6904166666666667,4.850416666666667,259.28333333333336,368.0720833333334,311.3604166666667,,,,-0.13208333333333375,-6.17,-0.0004166666666666667,0.0,0.8476923076923076,,False,
90478,NAE,1997-05-28 00:00:00+00:00,724.225,-16.889166666666668,76.85500000000002,0.9712499999999998,4.460416666666666,254.80416666666665,349.3354166666666,296.57375,,,,-1.8245833333333332,-8.47090909090909,-0.0033333333333333335,-0.01,0.8499999999999999,,False,
90479,NAE,1997-05-29 00:00:00+00:00,721.8249999999999,-15.924583333333336,79.41166666666665,1.0562500000000001,1.7316666666666667,240.1333333333334,345.10083333333336,289.42625000000004,,,,-6.903913043478263,7.208333333333335,-0.011250000000000001,0.0,0.8407692307692307,,False,
90480,NAE,1997-05-30 00:00:00+00:00,718.5958333333334,-15.736666666666666,83.88875,1.13375,1.7637500000000006,297.4458333333333,343.02916666666664,294.1141666666667,,,,-1.183636363636364,-11.752380952380951,-0.012916666666666667,0.0,0.8538461538461538,,False,
90481,NAE,1997-05-31 00:00:00+00:00,721.9,-16.711666666666666,82.81875,1.0175000000000003,3.695416666666667,263.2333333333333,363.6737499999999,310.43749999999994,,,,-0.6873913043478258,3.2236363636363623,-0.009583333333333334,0.0,0.8476923076923076,,False,
90482,NAE,1997-06-01 00:00:00+00:00,724.8083333333334,-17.95166666666667,87.54666666666667,0.9858333333333333,9.364583333333334,279.0458333333334,375.08833333333337,315.6616666666667,,,,10.432916666666667,-40.184583333333336,-0.017083333333333336,-0.0199999999999999,0.8438461538461539,,False,
90483,NAE,1997-06-02 00:00:00+00:00,734.6458333333331,-14.984583333333331,86.24374999999998,1.2662499999999997,10.480416666666665,278.47083333333336,376.19,316.12125000000003,,,,5.570833333333334,-31.076666666666668,-0.025833333333333333,0.0099999999999999,0.8415384615384615,,False,
90484,NAE,1997-06-03 00:00:00+00:00,733.7125000000001,-17.067083333333333,89.57000000000001,1.0570833333333332,10.288333333333332,305.09583333333336,375.06541666666664,317.1529166666666,,,,3.3995833333333327,-9.444166666666666,-0.024166666666666666,-0.0099999999999999,0.8453846153846154,,False,
90485,NAE,1997-06-04 00:00:00+00:00,732.2041666666668,-14.765833333333333,94.12666666666667,1.382083333333333,14.984583333333333,312.2416666666666,323.77625000000006,277.45458333333335,,,,8.528749999999997,-35.130833333333335,-0.03,0.0,0.8515384615384616,,False,
