,stid,Datetime,Air pressure (upper boom),Air temperature (upper boom),Relative humidity (upper boom) - corrected,Specific humidity (upper boom),Wind speed (upper boom),Wind from direction (upper boom),Downwelling shortwave radiation - corrected,Upwelling shortwave radiation - corrected,Downwelling longwave radiation,Upwelling longwave radiation,Surface temperature,Latent heat flux (upper boom),Sensible heat flux (upper boom),Surface height from combined measurements,Surface height from combined measurements DELTA,Albedo,Cloud cover,Ablation,Melting Season
1543,CEN2,1995-06-07 00:00:00+00:00,,,,,,,,,,,,,,0.0,0.0,0.8109999999999999,,False,
1544,CEN2,1995-06-08 00:00:00+00:00,,-7.365416666666666,89.78833333333336,,6.684166666666667,99.67500000000003,367.86666666666673,301.96541666666667,,,,,,0.014583333333333332,0.02,0.816923076923077,,False,
1545,CEN2,1995-06-09 00:00:00+00:00,,-7.730833333333333,93.67124999999999,,6.109999999999999,131.39583333333334,294.45000000000005,249.85583333333332,,,,,,0.03333333333333333,0.03,0.8376923076923076,,False,
1546,CEN2,1995-06-10 00:00:00+00:00,,-7.594583333333333,94.23916666666666,,4.872916666666668,145.05833333333334,340.6916666666667,288.7725,,,,,,0.04583333333333334,-0.01,0.8471428571428571,,False,
1547,CEN2,1995-06-11 00:00:00+00:00,,-11.065416666666666,97.40500000000003,,7.056666666666666,124.80000000000003,334.6416666666667,283.1220833333333,,,,,,0.04583333333333334,0.01,0.845,,False,
1548,CEN2,1995-06-12 00:00:00+00:00,,-9.005000000000003,99.02541666666666,,7.919583333333335,157.47083333333333,304.7333333333333,260.05541666666664,,,,,,0.05333333333333334,0.0099999999999999,0.8528571428571429,,False,
1549,CEN2,1995-06-13 00:00:00+00:00,,-8.148750000000001,98.63541666666669,,8.094166666666665,162.96249999999998,307.2666666666667,263.7941666666666,,,,,,0.0625,0.0,0.8578571428571429,,False,
1550,CEN2,1995-06-14 00:00:00+00:00,,-8.994583333333333,92.97083333333332,,5.776249999999998,124.00416666666665,387.3166666666668,324.3841666666666,,,,,,0.06375,0.0,0.8364285714285714,,False,
1551,CEN2,1995-06-15 00:00:00+00:00,,-7.383749999999999,97.76166666666667,,6.202916666666668,153.01250000000002,322.7666666666667,275.5183333333333,,,,,,0.0675,0.0,0.8507142857142858,,False,
1552,CEN2,1995-06-16 00:00:00+00:00,,-6.913333333333333,91.4325,,4.365833333333333,121.47083333333332,362.8416666666667,302.45374999999996,,,,,,0.07916666666666668,0.0099999999999999,0.8292857142857143,,False,
1553,CEN2,1995-06-17 00:00:00+00:00,,-10.20125,96.78875,,5.7425,115.20833333333336,333.35833333333335,282.1312500000001,,,,,,0.07291666666666667,-0.0099999999999999,0.8435714285714285,,False,
1554,CEN2,1995-06-18 00:00:00+00:00,,-8.648333333333332,92.85291666666666,,5.187083333333334,104.46666666666664,358.3333333333333,298.88124999999997,,,,,,0.07250000000000001,0.0,0.8313333333333333,,False,
1555,CEN2,1995-06-19 00:00:00+00:00,,-10.325,97.22958333333332,,4.2825,114.0791666666667,376.48333333333335,312.76416666666677,,,,,,0.06833333333333334,-0.01,0.8253333333333334,,False,
1556,CEN2,1995-06-20 00:00:00+00:00,,-9.336249999999998,95.27500000000002,,3.5137500000000004,96.73750000000001,383.29166666666674,315.23083333333335,,,,,,0.05958333333333333,0.0,0.8173333333333334,,False,
1557,CEN2,1995-06-21 00:00:00+00:00,,-11.588333333333336,86.76875,,5.859166666666668,49.458333333333336,390.5833333333333,321.46458333333334,,,,,,0.06041666666666667,0.0,0.818,,False,
1558,CEN2,1995-06-22 00:00:00+00:00,,-12.727083333333335,94.57291666666669,,4.087916666666667,119.2041666666667,386.5666666666666,321.10791666666665,,,,,,0.06166666666666667,0.0,0.8273333333333334,,False,
1559,CEN2,1995-06-23 00:00:00+00:00,,-11.500416666666668,97.8604166666667,,4.864583333333335,127.90833333333336,350.1666666666667,290.91541666666666,,,,,,0.059166666666666666,0.01,0.842,,False,
1560,CEN2,1995-06-24 00:00:00+00:00,,-8.135,97.86458333333336,,4.16875,166.7125,325.95,279.575,,,,,,0.07833333333333334,0.0199999999999999,0.854,,False,
1561,CEN2,1995-06-25 00:00:00+00:00,,-6.781250000000001,94.07708333333333,,1.8445833333333335,227.975,325.17499999999995,277.3608333333334,,,,,,0.0825,-0.0099999999999999,0.852,,False,
1562,CEN2,1995-06-26 00:00:00+00:00,,-9.83,98.14916666666664,,5.6883333333333335,138.50833333333335,337.19166666666666,285.3208333333333,,,,,,0.08125,0.0,0.8421428571428571,,False,
1563,CEN2,1995-06-27 00:00:00+00:00,,-8.628333333333334,100.73208333333336,,9.065,172.63750000000002,299.25,255.70999999999995,,,,,,0.09749999999999999,0.03,0.8564285714285714,,False,
1564,CEN2,1995-06-28 00:00:00+00:00,,-6.0320833333333335,100.31625000000001,,10.203999999999999,162.86249999999998,243.0,210.24041666666673,,,,,,0.11666666666666665,0.0,0.8642857142857142,,False,
1565,CEN2,1995-06-29 00:00:00+00:00,,-4.052083333333333,100.15916666666668,,10.384736842105264,161.95000000000002,265.8,229.95666666666662,,,,,,0.10833333333333334,-0.0099999999999999,0.8657142857142857,,False,
1566,CEN2,1995-06-30 00:00:00+00:00,,-5.963333333333334,102.75041666666665,,6.975416666666668,171.87916666666663,253.48333333333335,216.9891666666667,,,,,,0.11583333333333333,0.0099999999999999,0.8571428571428571,,False,
1567,CEN2,1995-07-01 00:00:00+00:00,,-5.153333333333332,101.73250000000002,,4.929583333333332,186.58333333333334,273.85833333333335,236.3045833333333,,,,,,0.15,0.0099999999999999,0.865,,False,
