,stid,Surface height from combined measurements,Surface height from combined measurements DELTA,Ablation,Melting Season,PC1,PC2,PC3,PC4
121,SCO_L,-10.549,-0.011000000000001,True,end,0.17661794136572892,-1.0831395736052054,-0.5966762122431443,0.06140648503064758
122,SCO_L,-10.557375,-0.0090000000000003,True,end,-0.07707177520874764,-1.039781862890218,-0.42324956382109313,0.16330458296759004
123,SCO_L,-10.568,-0.0089999999999985,True,end,-0.881887411273976,-0.03834890041648005,-0.17637697321335785,0.4564043832410383
124,SCO_L,-10.575916666666666,-0.0149999999999987,True,end,-0.8360462868840502,0.04299998788959184,0.1290196264950416,0.6626933540637557
125,SCO_L,-10.576791666666669,0.0,True,end,-0.6569032900215168,-0.5865898999400055,-0.05608624123586388,0.5021309509803412
126,SCO_L,-10.582041666666669,-0.0020000000000006,True,end,-0.5134819234729625,0.8146662953950222,0.23242024310233947,0.8677736976913218
127,SCO_L,-10.5825,-0.0009999999999994,True,end,-0.41244178354287414,0.898369698563099,0.24640771459895744,1.0644734130101614
128,SCO_L,-10.569958333333334,0.0020000000000006,True,end,-0.576079437893974,0.7354059792069976,0.3269954875572412,1.040834832950411
129,SCO_L,-10.563083333333331,0.0099999999999997,True,end,-0.6200053639254934,0.6771956047056893,0.1990079160782021,0.8730776780374968
130,SCO_L,-10.571833333333332,0.0009999999999994,True,end,-0.38972304444336503,0.9592908617819756,0.16922752381066494,0.6343616172005275
131,SCO_L,-10.569916666666666,0.0020000000000006,True,end,-0.5072658672772998,0.847585499906457,0.23740731085794098,0.7800721311985583
132,SCO_L,-10.565833333333334,-0.0009999999999994,True,end,-0.5582075979227953,0.7845161990659496,0.1926665738322831,0.7869818397930338
133,SCO_L,-10.573916666666667,-0.0060000000000002,True,end,-0.573821686716755,0.7577193908847079,0.15979265441052515,0.8316128175617171
134,SCO_L,-10.710958333333332,0.0489999999999994,True,beginning,0.6414313683880325,-0.8701078740340714,-0.2510847127462144,-0.07574913624819704
135,SCO_L,-10.708541666666669,-0.0289999999999999,True,beginning,0.4805523894403011,-0.8886121575245435,0.18785545564375422,0.0424208503451789
136,SCO_L,-10.732041666666667,-0.0220000000000002,True,beginning,-0.5888278767589403,-0.5432878564877921,0.5468047033173736,0.13466277360193962
137,SCO_L,-10.755625,-0.0150000000000005,True,beginning,-0.800355287609153,-0.07098348677941323,0.5178949585100413,-0.006228503143886894
138,SCO_L,-10.778791666666669,-0.036999999999999,True,beginning,-0.8288800344983418,-0.004515920653279566,0.49397269292473345,-0.026440626442858408
139,SCO_L,-10.808416666666666,-0.0289999999999999,True,beginning,-0.8315908225678645,0.2568592026075595,0.42391942395432475,0.021746713001977922
140,SCO_L,-10.838375,-0.020999999999999,True,beginning,-0.7116718201701727,0.6212900255018381,0.5463388509286954,-0.011460838115845267
141,SCO_L,-10.863708333333332,-0.0299999999999993,True,beginning,-0.6039268629040951,0.815700483883929,0.5750929604686493,-0.052219147813361226
142,SCO_L,-10.896125,-0.0440000000000004,True,beginning,-0.5810218844603,0.8556312750432247,0.5683230794271743,-0.1363842252970769
143,SCO_L,-10.940916666666666,-0.0439999999999987,True,beginning,-0.8066386545856568,0.30919398835840783,0.4573426018914917,-0.1183071504599293
144,SCO_L,-10.986875,-0.0169999999999994,True,beginning,-0.8287145836165448,-0.27481759669072964,-0.09267383738359201,-0.03170778560914201
145,SCO_L,-11.013708333333334,-0.0540000000000001,True,beginning,-0.8799442293027885,0.028273617307924825,0.17265431132986134,-0.1713892413909117
146,SCO_L,-11.056416666666664,-0.0449999999999999,True,beginning,-0.595146759578873,-0.564951743778887,0.3545204656960391,-0.15471655274231316
147,SCO_L,-11.109083333333333,-0.0299999999999993,True,beginning,-0.8908097892693315,-0.0624335078777206,-0.1104692119004807,-0.04970555856029931
148,SCO_L,-11.140666666666666,-0.0440000000000004,True,beginning,-0.870882722416289,0.2507406093528909,-0.06619248619758426,-0.15600670172960435
149,SCO_L,-11.185208333333334,-0.0419999999999997,True,middle,-0.8678666073791227,0.23889193144356705,-0.02964369092285366,-0.21064353738059802
150,SCO_L,-11.229875,-0.0549999999999996,True,middle,-0.8172329219467981,0.40851332287412734,0.11042271720015201,-0.3086684101085147
151,SCO_L,-11.2855,-0.0600000000000005,True,middle,-0.7740594062909197,0.5157820781370126,0.21561794666554412,-0.2342752591379842
152,SCO_L,-11.345083333333331,-0.064,True,middle,-0.6469887596305294,0.7695231796030846,0.46626299334393456,-0.20757280211843546
153,SCO_L,-11.407083333333333,-0.0429999999999992,True,middle,-0.6512927956039547,0.7493051624261984,0.2580089562409249,-0.1809344938831806
154,SCO_L,-11.466666666666669,-0.0769999999999999,True,middle,-0.6268467514343454,0.8029563334699518,0.34981038505363343,-0.28067371933665103
155,SCO_L,-11.531833333333331,-0.0619999999999993,True,middle,-0.8325531118923641,0.23900526939524425,0.3409008177587302,-0.23207810671311052
156,SCO_L,-11.59475,-0.0449999999999999,True,middle,-0.7826116704248827,0.47687861772234846,0.11969757149298399,-0.2560575190570738
157,SCO_L,-11.642375,-0.048,True,middle,-0.5689098318451664,-0.656332628379701,0.014445848519313057,-0.20459260155725342
158,SCO_L,-11.684416666666666,-0.0210000000000007,True,middle,-0.03482288233593142,-1.0329341277008908,-0.3772792397356566,-0.0812278259890767
159,SCO_L,-11.705708333333334,-0.032,True,middle,-0.9349689952147555,-0.1254009824200069,-0.42310619528656157,-0.00494038396900024
160,SCO_L,-11.73525,-0.032,True,middle,-0.5767027122655742,-0.798940017423445,-0.26369124104451874,-0.09755983807657234
161,SCO_L,-11.763666666666666,-0.027000000000001,True,middle,-0.8786988543307236,0.006744509566779664,0.042801337830524415,-0.028722216810097945
162,SCO_L,-11.7945,-0.0419999999999997,True,middle,-0.7879047396216484,0.4594045356688146,0.2722329141355517,-0.062328197405676335
163,SCO_L,-11.83275,-0.0410000000000003,True,middle,-0.755077696179196,0.5558050993245943,0.35441274930927685,-0.06194844415828092
164,SCO_L,-11.874666666666668,-0.0370000000000008,True,middle,-0.7426929591255833,-0.2703482697738147,0.45203923631820997,-0.09025335620882825
165,SCO_L,-11.919333333333334,-0.0150000000000005,True,middle,-0.7974524431194535,-0.5055511831001787,-0.2931309851820376,-0.04228466429740883
166,SCO_L,-11.944541666666666,-0.0489999999999994,True,middle,-0.7985077149738842,-0.38410306613839384,-0.07823484062203234,-0.22182650040172958
167,SCO_L,-11.980125,-0.0329999999999994,True,middle,-0.6160146808242484,0.805520251800624,0.4735943467947235,-0.11374857998249824
168,SCO_L,-12.022583333333332,-0.0410000000000003,True,middle,-0.6177436532649833,0.8086457796881139,0.4462040848737798,-0.14106119104883694
169,SCO_L,-12.074333333333334,-0.0579999999999998,True,middle,-0.7304720053032703,0.6191133057135205,0.2246678558571092,-0.28263176543108837
170,SCO_L,-12.142791666666668,-0.0719999999999991,True,middle,-0.6583294832084511,0.7592208175856905,0.0631221958535987,-0.4219759854480446
171,SCO_L,-12.222541666666666,-0.0870000000000015,True,middle,-0.6383313219563342,0.7864944352226367,0.0869930801851725,-0.4287459203077246
172,SCO_L,-12.297166666666667,-0.064,True,middle,-0.7231203986045178,0.6506074761704362,0.13616241624043013,-0.35497090959481886
173,SCO_L,-12.360458333333334,-0.064,True,middle,-0.7790450229250748,0.5351001900450459,0.13905683213771278,-0.2922593327367255
174,SCO_L,-12.424083333333334,-0.0419999999999997,True,middle,-0.9109424552018115,0.07491650404560805,-0.2762967144949107,-0.2246328265941542
175,SCO_L,-12.473458333333332,-0.0490000000000012,True,middle,-0.89590548154846,0.038693861577005724,-0.051772588767831515,-0.3055329753939288
176,SCO_L,-12.524,-0.0359999999999995,True,middle,-0.921985978764876,-0.09839594088913935,-0.3392345245345706,-0.2101198704305485
177,SCO_L,-12.564708333333334,-0.0300000000000011,True,middle,-0.8211558034133779,0.4040747159704134,-0.4807553095212957,-0.12690796333830015
178,SCO_L,-12.599416666666668,-0.0469999999999988,True,middle,-0.8673381725809842,-0.23189557829726584,-0.21319083309634734,-0.14753784064419842
179,SCO_L,-12.641458333333333,-0.0370000000000008,True,middle,-0.8474759533945639,-0.43512365686173254,-0.33053431509294784,-0.07684204823801234
180,SCO_L,-12.6805,-0.0399999999999991,True,middle,-0.9049202016773474,0.15757026268554675,-0.24979311634734047,0.020533043007086523
181,SCO_L,-12.710125,-0.0370000000000008,True,middle,-0.7543234514312994,0.5595214583586484,0.07137890235229497,-0.09403396194576022
182,SCO_L,-12.748791666666667,-0.0370000000000008,True,middle,-0.6427262197446817,0.7431362237741369,0.19792625218129312,-0.08800991032308281
183,SCO_L,-12.785541666666669,-0.0310000000000005,True,middle,-0.6217631085819376,0.7660531273401057,0.24099616817094033,-0.03788852662867501
184,SCO_L,-12.819625,-0.0359999999999995,True,middle,-0.6143762370532633,0.7918794283138854,0.2638011891989836,-0.11702751276617229
185,SCO_L,-12.863625,-0.0589999999999992,True,middle,-0.6900800111184864,0.6824733020610296,0.2120305686738658,-0.1780756054489337
186,SCO_L,-12.921166666666666,-0.0519999999999996,True,middle,-0.7826416316647238,0.4881381943362837,-0.07452615296604392,-0.2461617963389656
187,SCO_L,-12.987416666666666,-0.0769999999999999,True,middle,-0.6315687684677711,0.7776256105758844,-0.015792505266734213,-0.3075088523090986
188,SCO_L,-13.053875,-0.0489999999999994,True,middle,-0.7983206410793302,0.4703331171128983,-0.3873655011343216,-0.21130153575924293
189,SCO_L,-13.097791666666666,-0.0560000000000009,True,middle,-0.7007632389669866,0.6698978158089363,-0.025007241947365616,-0.2235889210325206
190,SCO_L,-13.148916666666668,-0.0440000000000004,True,middle,-0.5643700416184196,0.8534597407957429,0.05197617655885483,-0.21682387105781695
191,SCO_L,-13.201375,-0.0459999999999993,True,middle,-0.6176676894149732,0.7777721318624228,-0.018392241406126962,-0.16537140927083027
192,SCO_L,-13.242666666666668,-0.0460000000000011,True,middle,-0.5854168039368515,0.8325060944233549,0.12596872587752678,-0.1866867864174413
193,SCO_L,-13.294583333333334,-0.0519999999999996,True,middle,-0.665339255855687,0.7166216019363925,0.09603817923451016,-0.14273191736920182
194,SCO_L,-13.345458333333331,-0.043000000000001,True,middle,-0.7762360022649026,0.5020787509209548,-0.2618029566734896,-0.14733295538400643
195,SCO_L,-13.387,-0.0410000000000003,True,middle,-0.8669486312273711,0.24626474344738744,-0.14772224841233528,-0.11069707502928149
196,SCO_L,-13.435166666666667,-0.0380000000000002,True,middle,-0.887378414353503,0.1257024790873077,-0.22555814327853269,-0.02954521921552849
197,SCO_L,-13.473083333333332,-0.0340000000000006,True,middle,-0.8455923312152095,0.2984136253983752,-0.058433856494212025,-0.041181601427573856
198,SCO_L,-13.513125,-0.0169999999999994,True,middle,-0.9509199841420718,-0.29433747669499877,-0.7965204485871072,-0.039619733545991666
199,SCO_L,-13.532375,-0.0370000000000008,True,middle,-0.8813130065161741,0.2546671863192114,-0.3524215410334186,0.004943389880109775
